日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-10-23,=16179.9100,=22066.1900,=5014611620209.2500,=4649447206531,=2236739423562.0596,=19.4502,=0.1104,=40.1645,=29.1151,=22.4829
2025-10-22,=16138.6600,=22009.9400,=5000083058058.6406,=4631795116183,=2228112009476.3706,=19.3717,=0.1076,=40.1645,=29.1198,=22.4841
2025-10-21,=16248.5300,=22159.7700,=5027626036645.4287,=4654911864095,=2240132475645.9800,=19.2302,=0.1001,=40.1645,=29.1245,=22.4882
2025-10-20,=16225.7300,=22128.6800,=5018127858242.6621,=4646121472055,=2235830159771.9897,=19.2040,=0.0996,=40.1654,=29.1249,=22.4882
2025-10-17,=16361.5500,=22313.9100,=5043698594422.6484,=4668263816714,=2246412243011.7900,=19.3022,=0.1039,=40.1654,=29.1253,=22.4900
2025-10-16,=16557.2100,=22577.9900,=5116977726625.9492,=4736314394926,=2279563168267.8501,=19.5826,=0.1138,=40.1654,=29.1270,=22.4927
2025-10-15,=16517.0800,=22486.7700,=5080973804747.3896,=4696464821548,=2264744294935.5396,=19.4448,=0.1093,=40.1654,=29.1287,=22.4990
2025-10-14,=16452.8500,=22399.3300,=5053499464718.4102,=4671103024216,=2253912661575.6597,=19.3397,=0.1060,=40.1654,=29.1291,=22.5041
2025-10-13,=16271.7000,=22152.7100,=4982753519765.3301,=4601732303253,=2221267622102.5400,=19.0689,=0.0906,=40.1770,=29.1296,=22.5041
2025-10-10,=16436.9500,=22377.6700,=5032188251851.7500,=4648384842659,=2241525668785.2300,=19.2581,=0.1012,=40.1770,=29.1325,=22.5112
2025-10-09,=16386.5500,=22309.0700,=5029741864433.6797,=4647122513543,=2240489678695.5200,=19.2488,=0.1010,=40.1770,=29.1354,=22.5187
2025-09-30,=16411.6200,=22343.2000,=5046115551441.4785,=4662957113949,=2245444470426.8799,=19.3114,=0.1041,=40.1770,=29.1376,=22.5191
2025-09-29,=16437.2700,=22378.1100,=5069178972689.2080,=4684649359749,=2256287761282.7095,=19.3997,=0.1066,=40.1770,=29.1397,=22.5352
2025-09-26,=16278.1700,=22161.5100,=5004293892898.3311,=4622866955116,=2229060656883.1997,=19.1514,=0.0968,=40.1837,=29.1449,=22.5352
2025-09-25,=16295.4400,=22185.0200,=5016739610958.5498,=4634264085489,=2232803105745.2598,=19.1990,=0.0983,=40.1837,=29.1501,=22.5375
2025-09-24,=16442.8300,=22383.2700,=5049084875892.3486,=4663099369951,=2248104136870.8506,=19.3228,=0.1042,=40.1837,=29.1511,=22.5757
2025-09-23,=16401.1800,=22320.2800,=5044978025627.6396,=4661213605906,=2247284249456.1001,=19.3071,=0.1032,=40.1837,=29.1521,=22.5832
2025-09-22,=16489.7700,=22436.6200,=5071301872945.4209,=4684627503325,=2257999979727.5400,=19.4078,=0.1060,=40.1837,=29.1657,=22.5837
2025-09-19,=16688.8600,=22707.5100,=5130791995800.9785,=4739823348099,=2283412503351.1499,=19.6355,=0.1129,=40.2201,=29.1793,=22.5837
2025-09-18,=16668.7400,=22680.1300,=5127230395030.8193,=4735855885879,=2281402237956.9189,=19.6219,=0.1124,=40.2201,=29.1826,=22.6025
2025-09-17,=16939.3200,=23048.3000,=5208046917288.7402,=4809898736787,=2319339032464.5005,=19.9311,=0.1216,=40.2201,=29.1860,=22.6040
2025-09-16,=17040.0200,=23185.3100,=5236271147088.0488,=4835270525935,=2330990411938.2700,=20.0392,=0.1254,=40.2201,=29.1904,=22.6087
2025-09-15,=17176.1100,=23370.4800,=5280431415607.9492,=4873781845403,=2351309287908.0103,=20.2082,=0.1318,=40.2201,=29.1949,=22.6222
2025-09-12,=17125.6400,=23298.1600,=5276272216526.8301,=4872369618439,=2347250895647.1304,=20.1922,=0.1313,=40.2261,=29.1960,=22.6222
2025-09-11,=17292.0100,=23524.4900,=5322913815957.1094,=4913958110357,=2366742946041.2397,=20.3707,=0.1359,=40.2261,=29.1972,=22.6235
2025-09-10,=17058.6700,=23207.0400,=5278718380832.9580,=4877757704735,=2344479707568.9102,=20.2016,=0.1314,=40.2261,=29.2020,=22.6490
2025-09-09,=17111.2100,=23278.2300,=5274768828323.3105,=4871548779382,=2341434855331.7988,=20.1865,=0.1312,=40.2261,=29.2067,=22.6517
2025-09-08,=17101.6100,=23265.1800,=5271388908443.0703,=4864427103214,=2338654172670.7998,=20.1736,=0.1309,=40.2261,=29.2109,=22.6553
2025-09-05,=16784.2800,=22833.4800,=5184644300534.8604,=4786280138946,=2300172822249.2705,=19.8416,=0.1190,=40.2316,=29.2150,=22.6553
2025-09-04,=16640.7900,=22638.2800,=5141922677103.5410,=4748336911982,=2281687994514.8105,=19.6781,=0.1142,=40.2316,=29.2213,=22.6616
2025-09-03,=16678.3400,=22689.3500,=5161583088666.0508,=4766667313005,=2288648046102.6904,=19.7533,=0.1168,=40.2316,=29.2276,=22.6632
2025-09-02,=16921.7100,=23020.4400,=5226530493314.6104,=4825080072270,=2317083949383.3203,=20.0019,=0.1240,=40.2316,=29.2317,=22.6854
2025-09-01,=16973.0200,=23090.2400,=5224858053373.3604,=4819634422866,=2314543755254.8198,=19.9955,=0.1235,=40.2316,=29.2359,=22.6943
2025-08-29,=16991.4600,=23115.3300,=5234741390912.6504,=4830682014944,=2319248270647.1597,=19.9605,=0.1217,=40.2335,=29.2379,=22.6943
2025-08-28,=16648.5500,=22648.8300,=5117640403686.1484,=4723371274576,=2270624915792.8804,=19.5649,=0.1111,=40.2335,=29.2399,=22.7059
2025-08-27,=16728.9800,=22758.2400,=5135655728545.7490,=4741648093613,=2265476276433.6104,=19.5082,=0.1096,=40.2335,=29.2427,=22.7264
2025-08-26,=17148.8700,=23329.4600,=5261704874908.1797,=4859984903943,=2320384294872.0801,=19.9981,=0.1228,=40.2335,=29.2456,=22.7275
2025-08-25,=16947.8400,=23055.9800,=5238182099522.0801,=4841291590308,=2305570998338.2803,=19.8774,=0.1185,=40.2335,=29.2475,=22.7551
2025-08-22,=16535.3000,=22487.2300,=5116686771798.9287,=4728016451256,=2253788691120.7295,=19.4128,=0.1066,=40.2460,=29.2495,=22.7551
2025-08-21,=16463.0600,=22379.1900,=5085684653473.8398,=4699060596860,=2239743748911.5098,=19.2952,=0.1028,=40.2460,=29.2505,=22.8019
2025-08-20,=16372.4300,=22256,=5072131198439.8887,=4689768354292,=2233575186933.8101,=19.4527,=0.1069,=40.2460,=29.2516,=22.8098
2025-08-19,=16167.7900,=21977.8100,=5014927029350.9912,=4638378919922,=2209083122758.6396,=19.2165,=0.0998,=40.2460,=29.2525,=22.8105
2025-08-18,=16035.8100,=21798.4100,=4976346209602.3203,=4600278722653,=2192789679217.4795,=18.9824,=0.0865,=40.2460,=29.2534,=22.8136
2025-08-15,=15952.1400,=21684.6700,=4951011068486.7100,=4577670317030,=2181923125134.2104,=18.9266,=0.0848,=40.2529,=29.2585,=22.8136
2025-08-14,=15913.8500,=21632.6200,=4948010305610.9697,=4575132171367,=2180622549444.5200,=18.9151,=0.0835,=40.2529,=29.2636,=22.8260
2025-08-13,=15967.0200,=21704.9000,=4948665450072.2510,=4575300468644,=2182258650984.5503,=18.9176,=0.0840,=40.2529,=29.2637,=22.8420
2025-08-12,=15956.9500,=21684.8600,=4959792018954.7197,=4590243108383,=2189641035869.6399,=19.0802,=0.0912,=40.2529,=29.2639,=22.8666
2025-08-11,=15980.8300,=21717.3200,=4972156001524.9980,=4603166813368,=2196135508470.5000,=19.1278,=0.0943,=40.2529,=29.2664,=22.8679
2025-08-08,=15830.5400,=21513.0700,=4911748160215.1299,=4546394967037,=2170262778597.3799,=18.9245,=0.0841,=40.2544,=29.2690,=22.8679
2025-08-07,=15895.6900,=21552.7200,=4926149907260.3711,=4560477830870,=2177215247910.4705,=18.9800,=0.0854,=40.2544,=29.2708,=22.8982
2025-08-06,=15896.1500,=21553.3400,=4927928439898.2520,=4563088178935,=2177585271197.7600,=18.9868,=0.0857,=40.2544,=29.2726,=22.9073
2025-08-05,=15881.3900,=21533.3200,=4929433273151.2500,=4564774931733,=2178058218012.3601,=18.9926,=0.0867,=40.2544,=29.2735,=22.9259
2025-08-04,=15727.7500,=21325.0100,=4887129090824.4990,=4524267277214,=2159857985974.0603,=18.8296,=0.0791,=40.2544,=29.2744,=22.9289
2025-08-01,=15690.5600,=21274.5900,=4878510303610.8506,=4515787492333,=2155657630268.7800,=18.7964,=0.0758,=40.2555,=29.2746,=22.9289
2025-07-31,=15694.8100,=21280.3500,=4884347045212.1514,=4521115387617,=2158309528766.8701,=18.8189,=0.0778,=40.2555,=29.2748,=22.9302
2025-07-30,=16048.8600,=21760.4000,=4992790813131.6484,=4621534283941,=2205067790525.5210,=19.2367,=0.0971,=40.2555,=29.2776,=22.9384
2025-07-29,=15916.7000,=21581.2000,=4955225904350.4912,=4584515041277,=2187534327620.3501,=19.0920,=0.0902,=40.2555,=29.2804,=22.9921
2025-07-28,=16008.0100,=21701.1400,=4970916092883.3701,=4596915616166,=2195962384593.3103,=19.1592,=0.0945,=40.2555,=29.2834,=23.0123
2025-07-25,=16106.8700,=21835.1600,=5006652644729.3018,=4632880495701,=2209917191518.1904,=19.3214,=0.1002,=40.2648,=29.2863,=23.0123
2025-07-24,=16279.6400,=22068.7200,=5081602556888.7793,=4706774015833,=2244418308289.0005,=19.6106,=0.1072,=40.2648,=29.2864,=23.0125
2025-07-23,=16252.2800,=22031.6300,=5055021972738,=4681802143880,=2234046409634.4707,=19.5081,=0.1046,=40.2648,=29.2865,=23.0184
2025-07-22,=16292.3600,=22085.9600,=5053685471993.0215,=4680122974529,=2232785964823.1001,=19.5029,=0.1044,=40.2648,=29.2928,=23.0224
2025-07-21,=15964.5400,=21641.5700,=4962735381388.4600,=4594404055165,=2191535155656.6497,=19.1519,=0.0944,=40.2648,=29.2990,=23.0232
2025-07-18,=15886.7800,=21536.1600,=4945518558854.1719,=4581816212005,=2182323805184.6599,=19.0855,=0.0898,=40.2718,=29.2996,=23.0232
2025-07-17,=15764.1500,=21314.2800,=4899491131847.4004,=4538357727555,=2163123350732.7495,=18.9078,=0.0829,=40.2718,=29.3002,=23.0498
2025-07-16,=15675,=21193.7400,=4875163418848.8799,=4515565214702,=2152094726649.4597,=18.8140,=0.0763,=40.2718,=29.3027,=23.0524
2025-07-15,=15619.2200,=21118.3100,=4865311597915.2891,=4506440085467,=2146833329047.0105,=18.7759,=0.0734,=40.2718,=29.3051,=23.0616
2025-07-14,=15774.7800,=21328.4000,=4907918378750.2490,=4545988701001,=2166734616675.6589,=18.9404,=0.0830,=40.2718,=29.3075,=23.0927
2025-07-11,=15742.6100,=21284.6000,=4901495148772.2588,=4539811775280,=2165210682805.3296,=18.9156,=0.0825,=40.3151,=29.3098,=23.0927
2025-07-10,=15673.4400,=21191.0800,=4885952860892.4912,=4525526888533,=2157638641265.2996,=18.8556,=0.0797,=40.3151,=29.3118,=23.1028
2025-07-09,=15670.0700,=21186.5300,=4878327176771.1299,=4516465259165,=2152752119772.9905,=18.8262,=0.0781,=40.3151,=29.3137,=23.1044
2025-07-08,=15566.0300,=21045.8600,=4856175504465.7100,=4496898658570,=2141948546367.8296,=18.7407,=0.0712,=40.3151,=29.3207,=23.1074
2025-07-07,=15506.7900,=20965.7600,=4836810873111.2793,=4479546844696,=2133482760792,=18.6659,=0.0653,=40.3151,=29.3276,=23.1191
2025-07-04,=15618.9200,=21081.5600,=4870533711969.4688,=4511714762828,=2149548575905.7104,=18.7961,=0.0751,=40.3244,=29.3317,=23.1191
2025-07-03,=15591.3600,=21044.3600,=4854251083828.6094,=4498530007301,=2143546307051.5095,=18.7333,=0.0705,=40.3244,=29.3357,=23.1284
2025-07-02,=15541.6800,=20977.3000,=4839120414499.8623,=4484770540578,=2136066747962.9905,=18.6749,=0.0662,=40.3244,=29.3410,=23.1337
2025-07-01,=15537.8800,=20972.1700,=4838260517567.2207,=4483126048358,=2132823041247.3003,=18.6715,=0.0659,=40.3244,=29.3463,=23.1534
2025-06-30,=15522.0300,=20950.7800,=4835319325972.9609,=4468666286102,=2134073347927.8000,=18.6602,=0.0652,=40.3244,=29.3548,=23.1848
2025-06-27,=15477.8100,=20891.0900,=4819601207467.6807,=4455352968421,=2127143413042.4705,=18.5995,=0.0605,=40.3428,=29.3633,=23.1848
2025-06-26,=15597.4600,=21008.1300,=4864591514863.5898,=4497992637870,=2145983999875.4700,=18.7732,=0.0714,=40.3428,=29.3675,=23.1854
2025-06-25,=15666.1200,=21026.4500,=4891146556432.1904,=4522254522039,=2156350657541.5000,=18.8756,=0.0784,=40.3428,=29.3716,=23.1916
2025-06-24,=15604.0800,=20943.1800,=4886529241704.2412,=4519716055203,=2154479178564.9800,=18.8578,=0.0776,=40.3428,=29.3721,=23.1976
2025-06-23,=15474.8500,=20769.7400,=4837764428290.7500,=4473831040030,=2133939298393.7805,=18.6696,=0.0650,=40.3428,=29.3725,=23.2088
2025-06-20,=15617.4900,=20961.1900,=4876728661474.6201,=4512348239631,=2151251182240.7097,=18.8200,=0.0753,=40.3546,=29.3753,=23.2088
2025-06-19,=15503.1000,=20804.5400,=4849859350164.6602,=4483344257269,=2138674045153.5496,=18.7163,=0.0679,=40.3546,=29.3782,=23.2094
2025-06-18,=15619.7400,=20961.0700,=4867092537613.2793,=4507871557277,=2149490633099.9504,=18.7828,=0.0723,=40.3546,=29.3821,=23.2231
2025-06-17,=15605.3000,=20941.7000,=4862366940487.2402,=4502326828513,=2149453920331.4700,=18.7646,=0.0702,=40.3546,=29.3861,=23.2247
2025-06-16,=15639.2800,=20980.3100,=4865957013722.1406,=4506034083857,=2150158975168.7395,=18.7784,=0.0713,=40.3546,=29.3953,=23.2329
2025-06-13,=15713.7300,=21080.1900,=4890190901840.9502,=4524305407755,=2172280675717.5403,=18.8811,=0.0767,=40.3567,=29.4046,=23.2329
2025-06-12,=16010.0300,=21472.8700,=4990510930526.2607,=4619719478346,=2216129823696.4902,=19.2684,=0.0912,=40.3567,=29.4120,=23.2596
2025-06-11,=16197.7100,=21724.6000,=5051055850851.8096,=4678096579527,=2244061964862.0601,=19.5022,=0.0977,=40.3567,=29.4195,=23.2652
2025-06-10,=16069.8000,=21553.0400,=5022286008892.4297,=4654819056453,=2230240168467.7998,=19.3911,=0.0954,=40.3567,=29.4202,=23.2659
2025-06-09,=16180.3800,=21701.3500,=5058380305293.1094,=4687195388038,=2245873876183.7988,=19.5305,=0.0975,=40.3567,=29.4209,=23.2675
2025-06-06,=16137.3100,=21643.5900,=5078527700719.3281,=4711055969212,=2251771638785.4097,=19.6082,=0.0993,=40.3643,=29.4225,=23.2675
2025-06-05,=16205.8400,=21618.7600,=5088947592110.4199,=4722102375307,=2263107249078.1504,=19.6485,=0.0998,=40.3643,=29.4241,=23.2849
2025-06-04,=16340.8400,=21776.1000,=5110533113040.9307,=4737293535211,=2273257383741.0005,=19.7318,=0.1027,=40.3643,=29.4294,=23.3019
2025-06-03,=16298.4300,=21714.7300,=5099846001858.1504,=4727937607620,=2269180101137.7202,=19.6906,=0.1012,=40.3643,=29.4347,=23.3088
2025-05-30,=16211.9500,=21599.5200,=5099169156665.3516,=4734664777790,=2268753746153.4697,=19.6879,=0.1010,=40.3643,=29.4390,=23.3158
2025-05-29,=16226.5300,=21617.4900,=5126260657731.3105,=4762362676665,=2279561283580.6499,=19.7925,=0.1033,=40.3918,=29.4434,=23.3158
2025-05-28,=16234.0600,=21627.4000,=5120760575829.0908,=4758440767677,=2279144627986.9102,=19.7713,=0.1028,=40.3918,=29.4436,=23.3176
2025-05-27,=16157.8700,=21525.9000,=5108521771092.1709,=4747700852711,=2275226186058.1699,=19.7241,=0.1021,=40.3918,=29.4437,=23.3187
2025-05-26,=16161.2600,=21530.4200,=5115499455588.8789,=4754791931014,=2279373104535.2402,=19.7510,=0.1024,=40.3918,=29.4504,=23.3322
2025-05-23,=16217.4000,=21590.0200,=5153834315818.9707,=4792412745035,=2295892063030.6504,=19.8990,=0.1047,=40.3918,=29.4570,=23.3340
2025-05-22,=16329.9900,=21720.5900,=5185682650606.1416,=4820986204380,=2309703343885.4697,=20.0220,=0.1084,=40.3952,=29.4578,=23.3340
2025-05-21,=16358.0100,=21757.8500,=5194595092088.8799,=4827583358744,=2312441225266.0698,=20.0564,=0.1089,=40.3952,=29.4587,=23.3435
2025-05-20,=16349.4200,=21746.4400,=5195429307866.6807,=4828236258338,=2314045332140.2305,=20.0596,=0.1092,=40.3952,=29.4602,=23.3457
2025-05-19,=16230.5600,=21587.6500,=5167631141341.7314,=4803398129510,=2300056345547.7202,=19.9523,=0.1061,=40.3952,=29.4618,=23.3494
2025-05-16,=16320.6200,=21707.4300,=5224787149267.4307,=4860850951946,=2325815231754.1699,=20.1730,=0.1129,=40.3952,=29.4659,=23.3536
2025-05-15,=16487.1400,=21928.9100,=5282105671813.3994,=4915053856900,=2350935141171.8096,=20.3943,=0.1186,=40.4060,=29.4699,=23.3536
2025-05-14,=16538.6700,=21997.4600,=5298844801250.4902,=4928988805689,=2357899936471.0200,=20.4589,=0.1215,=40.4060,=29.4713,=23.3560
2025-05-13,=16318.1600,=21704.1600,=5201859194816.6699,=4837057228630,=2315474873381.3701,=20.0844,=0.1101,=40.4060,=29.4727,=23.3992
2025-05-12,=16330.6400,=21720.7500,=5219367346076.9102,=4854592717266,=2323523923607.5698,=20.1520,=0.1115,=40.4060,=29.4733,=23.4162
2025-05-09,=16316.3900,=21701.8100,=5201075484851.9678,=4835786918620,=2314298752522.6401,=20.0814,=0.1099,=40.4060,=29.4740,=23.4199
2025-05-08,=16303.6000,=21684.7900,=5185367099568.8984,=4818241086603,=2307332009612.3799,=20.0208,=0.1081,=40.4087,=29.4747,=23.4199
2025-05-07,=16273.1200,=21644.2500,=5152932889991.8613,=4784731444420,=2292263455785.3496,=19.8955,=0.1045,=40.4087,=29.4754,=23.4275
2025-05-06,=16235.9200,=21594.7800,=5137440050698.6807,=4769143376507,=2286018825632.0303,=19.8357,=0.1035,=40.4087,=29.4777,=23.4370
2025-04-30,=16217.9300,=21570.8400,=5132577143051.2012,=4764146732232,=2282148185548.7695,=19.8169,=0.1030,=40.4087,=29.4800,=23.4566
2025-04-29,=16175.9800,=21503.9400,=5129189008898.7002,=4763039109239,=2274089598749.2598,=19.8905,=0.1038,=40.4087,=29.4846,=23.5146
2025-04-28,=16225.5100,=21568.8500,=5148632929144.1904,=4782385587861,=2280829057761.6201,=19.7125,=0.1018,=40.4135,=29.4892,=23.5146
2025-04-25,=16239.9900,=21588.1100,=5150627535724.5996,=4781629024832,=2281573745141.7388,=19.3729,=0.0955,=40.4135,=29.4927,=23.5214
2025-04-24,=16324.6900,=21700.7000,=5174941860939.2813,=4794329730849,=2289588296372.0103,=20.0697,=0.1078,=40.4135,=29.4962,=23.5215
2025-04-23,=16312.4000,=21684.3600,=5167356086960.6719,=4790899415203,=2292062946075.1895,=20.6470,=0.1253,=40.4135,=29.4978,=23.5236
2025-04-22,=16423.4800,=21832.0200,=5187178564322.1211,=4808202382842,=2300002174358.7598,=20.7262,=0.1279,=40.4135,=29.4995,=23.5264
2025-04-21,=16391.9400,=21784.8700,=5181653396620.8604,=4801972753623,=2297668993436.2695,=20.8084,=0.1316,=40.4252,=29.4997,=23.5264
2025-04-18,=16481.8200,=21904.3200,=5214943101151.2891,=4834306572295,=2313991135191.2896,=20.9420,=0.1361,=40.4252,=29.5000,=23.5475
2025-04-17,=16655.4900,=22127.7200,=5258770326884.1719,=4874914059514,=2331589454648.9302,=21.1180,=0.1439,=40.4252,=29.5012,=23.5599
2025-04-16,=16568.6700,=22012.3700,=5227707852262.7490,=4844832564172,=2319095336817.5000,=20.9933,=0.1385,=40.4252,=29.5024,=23.5838
2025-04-15,=16489.7200,=21907.4900,=5209390926150.2998,=4826772585390,=2310776143387.8198,=20.9463,=0.1364,=40.4252,=29.5114,=23.5878
2025-04-14,=16451,=21856.0400,=5193973518720.1797,=4810140314772,=2304194883182.2798,=20.8843,=0.1336,=40.4516,=29.5204,=23.5878
2025-04-11,=16511.3800,=21936.2600,=5224581009108.4502,=4840847615358,=2317860658344.3501,=21.0427,=0.1404,=40.4516,=29.5233,=23.6397
2025-04-10,=16738.3400,=22237.7900,=5247860032433.1611,=4857457813945,=2329173492138.9399,=21.1138,=0.1428,=40.4516,=29.5262,=23.6514
2025-04-09,=16719.6300,=22212.9300,=5231728346196.9609,=4843113408458,=2322703998965.8496,=21.0500,=0.1405,=40.4516,=29.5291,=23.6577
2025-04-08,=16450.0800,=21854.8200,=5175149567379.7920,=4791815069255,=2299790394286.0103,=20.6025,=0.1243,=40.4516,=29.5320,=23.6600
2025-04-07,=15816.3600,=21012.8900,=4997741019863.3994,=4635796255699,=2217915249527.2495,=19.8962,=0.1037,=40.4635,=29.5353,=23.6600
2025-04-03,=16377.3200,=21758.1500,=5201609324605.6113,=4821251460031,=2304903451999.6904,=20.7078,=0.1270,=40.4635,=29.5386,=23.6635
2025-04-02,=16179.4900,=21495.3200,=5141773636926.7607,=4765542947127,=2277305739293.1797,=20.7642,=0.1297,=40.4635,=29.5398,=23.6875
2025-04-01,=16217.9000,=21546.3600,=5157607617274.8682,=4779396050598,=2284831319190.8408,=20.8282,=0.1313,=40.4635,=29.5411,=23.7007
2025-03-31,=16126.9900,=21425.5800,=5137416763653.2793,=4766405240720,=2278952575786.0498,=20.7466,=0.1290,=40.4635,=29.5465,=23.7133
2025-03-28,=16279.7800,=21628.5600,=5194503752730.4297,=4819178910631,=2305580002841.7700,=20.9709,=0.1363,=40.4775,=29.5518,=23.7133
2025-03-27,=16398.8600,=21786.4200,=5223902930126.8311,=4845151346190,=2318598701338.8989,=21.0896,=0.1408,=40.4775,=29.5557,=23.7562
2025-03-26,=16259.0600,=21600.6900,=5176584254676.8828,=4800167900245,=2299702437838.6099,=20.8986,=0.1332,=40.4775,=29.5596,=23.7685
2025-03-25,=16209.8800,=21535.3600,=5168967166371.8809,=4794112473374,=2295423311171.4595,=20.9066,=0.1335,=40.4775,=29.5654,=23.7829
2025-03-24,=16187.1900,=21505.2100,=5175398920358.2217,=4802198097033,=2297291588455.8804,=20.9326,=0.1338,=40.4775,=29.5712,=23.7841
2025-03-21,=16146.4600,=21451.1000,=5158259904281.3105,=4787385892131,=2288786650471.2700,=20.8879,=0.1328,=40.4821,=29.5844,=23.7841
2025-03-20,=16327.4500,=21691.5600,=5227110718160.1006,=4854234134803,=2320944949555.7412,=21.1446,=0.1399,=40.4821,=29.5976,=23.7887
2025-03-19,=16546.1400,=21982.0900,=5309238466946.8691,=4931886448766,=2357958429340.2197,=22.3654,=0.1662,=40.4821,=29.5992,=23.8174
2025-03-18,=16618.1900,=22077.8100,=5312721555436.0098,=4933303543871,=2359205319836.4702,=22.3801,=0.1665,=40.4821,=29.6007,=23.8227
2025-03-17,=16751.6600,=22255.1300,=5355748498647.0215,=4973061300376,=2377797093702.6895,=22.5352,=0.1718,=40.4821,=29.6043,=23.8244
2025-03-14,=16742.9300,=22243.5400,=5342656816236.3594,=4959748919755,=2373864360532.5400,=22.4801,=0.1689,=40.4827,=29.6080,=23.8244
2025-03-13,=16112.2400,=21405.6400,=5113500062472.6191,=4739399115085,=2267230582717.0400,=21.5159,=0.1496,=40.4827,=29.6082,=23.8272
2025-03-12,=16112.9500,=21406.5800,=5120999857178.2598,=4746590895969,=2269984203837.3691,=21.5474,=0.1501,=40.4827,=29.6084,=23.8506
2025-03-11,=16284.9000,=21635.0200,=5166699283984.4512,=4789641225986,=2289656313747.9507,=21.7397,=0.1533,=40.4827,=29.6119,=23.8587
2025-03-10,=15935.6900,=21171.0800,=5064319954961.0820,=4694730100164,=2245184212158.4004,=21.3089,=0.1452,=40.4827,=29.6154,=23.8713
2025-03-07,=15966.8400,=21212.4800,=5071318834616.6396,=4703526245021,=2248987451620.5254,=21.3595,=0.1460,=40.4912,=29.6167,=23.8713
2025-03-06,=15831.8000,=21033.0700,=5024772496992.4209,=4655550004757,=2227822986084.0796,=21.1635,=0.1406,=40.4912,=29.6181,=23.8724
