日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2023-07-07,=991.8500,=1007.5700,=2930071304920.4199,=1521919318458,=957911414912.9460,=4.3958,=0.0153,=10.8381,=8.6291,=5.1961
2023-07-06,=1002.1100,=1018,=2961065563845.5698,=1534272017979,=967827456779.0844,=4.4242,=0.0237,=10.8381,=8.6317,=5.2012
2023-07-05,=1005.7300,=1021.6800,=2975668907860.2402,=1539642209140,=971758818289.4399,=4.4337,=0.0266,=10.8381,=8.6363,=5.2029
2023-07-04,=1015.4000,=1031.4600,=3004853146321.3008,=1553885925613,=980972345672.9476,=4.4662,=0.0392,=10.8381,=8.6409,=5.2076
2023-07-03,=1008.4000,=1024.3500,=2982392393832.9902,=1541552243634,=974276159535.5004,=4.4777,=0.0407,=10.8381,=8.6455,=5.2080
2023-06-30,=1005.1500,=1021.0400,=2967549278957.8691,=1545802053618,=971352402513.0408,=4.4801,=0.0407,=10.8490,=8.6502,=5.2080
2023-06-29,=1001.4600,=1017.2900,=2961729821391.7700,=1540718234638,=967421469456.9594,=4.4292,=0.0253,=10.8490,=8.6541,=5.2120
2023-06-28,=1008.2200,=1024.0900,=2980430113541.6396,=1545955688808,=974083507066.9775,=4.4258,=0.0239,=10.8490,=8.6580,=5.2131
2023-06-27,=1011.3500,=1027.2700,=2994723525288.6396,=1561263788942,=977694447287.2400,=4.4164,=0.0226,=10.8490,=8.6610,=5.2148
2023-06-26,=1010.3100,=1025.7000,=2983788746218.1792,=1554938429120,=976286927653.0876,=4.4157,=0.0198,=10.8490,=8.6641,=5.2165
2023-06-21,=1020.2200,=1035.2000,=3014712541900.0708,=1537013586627,=985548412303.1864,=4.3761,=0.0099,=10.8532,=8.6656,=5.2165
2023-06-20,=1055.4100,=1070.7300,=3118776115766.2510,=1586668610177,=1018982963479.2850,=4.4612,=0.0269,=10.8532,=8.6670,=5.2232
2023-06-19,=1055.4500,=1070.7800,=3123427285755.5098,=1580650576661,=1019573584160.1080,=4.4803,=0.0340,=10.8532,=8.6694,=5.2265
2023-06-16,=1052.8800,=1068.1700,=3112121412047.7500,=1573442964493,=1017168860478.4926,=4.4971,=0.0384,=10.8532,=8.6717,=5.2285
2023-06-15,=1033.8500,=1048.8600,=3057578978888.9497,=1536044252371,=998235846468.6952,=4.4646,=0.0284,=10.8532,=8.6798,=5.2293
2023-06-14,=1035.3100,=1050.0900,=3069351798013.1191,=1541378395729,=1000271437639.3510,=4.3608,=0.0071,=10.8827,=8.6879,=5.2293
2023-06-13,=1039.4600,=1054.3000,=3076726744750.0898,=1548121526445,=1003604130687.3644,=4.4071,=0.0143,=10.8827,=8.6882,=5.2297
2023-06-12,=1026.6400,=1041.1800,=3042967715443.1401,=1530938764906,=990404242484.7970,=4.4143,=0.0143,=10.8827,=8.6885,=5.2320
2023-06-09,=1032.5500,=1047.1700,=3017254236300.5308,=1528729541465,=1000605377405.4600,=4.3564,=0.0057,=10.8827,=8.6901,=5.2440
2023-06-08,=1007.1200,=1021.2000,=2938021804025.7900,=1483394846948,=974866616518.6750,=4.2596,=0,=10.8827,=8.6917,=5.2450
2023-06-07,=1019.0500,=1033.2900,=2970277351319.2012,=1496814650023,=986658991419.4561,=4.2713,=0,=10.8925,=8.6944,=5.2450
2023-06-06,=1022.9800,=1037.2300,=2977333714152.3188,=1501278411788,=990352499122.8954,=4.3025,=0,=10.8925,=8.6970,=5.2455
2023-06-05,=1051.7300,=1066.2500,=3058987174766.2402,=1545867041269,=1017679434830.5192,=4.3746,=0.0014,=10.8925,=8.7000,=5.2485
2023-06-02,=1053.2900,=1067.8200,=3061594656604.8003,=1542647254832,=1018743077559.7904,=4.4526,=0.0115,=10.8925,=8.7029,=5.2495
2023-06-01,=1053.5500,=1068.0800,=3069768320871.4204,=1538868720967,=1018964721337.6678,=4.4001,=0.0058,=10.8925,=8.7116,=5.2539
2023-05-31,=1053.9100,=1068.4500,=3085133140969.0801,=1532154613334,=1018606127330.1500,=4.3842,=0.0029,=10.8981,=8.7202,=5.2539
2023-05-30,=1044.4300,=1058.2000,=3050795779338.5195,=1520294781513,=1009056664226.2336,=4.3838,=0.0014,=10.8981,=8.7277,=5.2571
2023-05-29,=1028.3800,=1041.9200,=3004364415089.9600,=1494182211557,=994426830791.6416,=4.3481,=0,=10.8981,=8.7353,=5.2592
2023-05-26,=1038.6600,=1052.3300,=3024399363379.3701,=1500882725736,=1001455956530.1724,=4.4566,=0.0073,=10.8981,=8.7382,=5.2685
2023-05-25,=1021.7200,=1035.1700,=2979540840173.9800,=1474045043309,=987210164313.0334,=4.4934,=0.0160,=10.8981,=8.7412,=5.2710
2023-05-24,=1011.7700,=1025.0900,=2939391721468.4204,=1464483242060,=977550861728.3026,=4.4658,=0.0087,=10.9000,=8.7418,=5.2710
2023-05-23,=1016.1100,=1029.4800,=2959353843893.2700,=1468464289973,=981263341683.8026,=4.4477,=0.0044,=10.9000,=8.7424,=5.2729
2023-05-22,=1032.1100,=1045.6900,=2998678223426.1812,=1490618260108,=995458674282.2648,=4.4892,=0.0117,=10.9000,=8.7473,=5.2737
2023-05-19,=1040.1600,=1053.8500,=3022573798414.9204,=1505334361135,=1002201719345.0162,=4.4803,=0.0088,=10.9000,=8.7522,=5.2746
2023-05-18,=1034.8200,=1048.3300,=3011496331037.0010,=1495833749360,=996783201478.8380,=4.4620,=0.0059,=10.9000,=8.7586,=5.2785
2023-05-17,=1029.6500,=1043,=2995342902648.7305,=1484052542113,=992085177266.0288,=4.5184,=0.0117,=10.9005,=8.7650,=5.2785
2023-05-16,=1025.8700,=1039.1700,=2978102323184.5098,=1479141903865,=988771460944.9000,=4.5011,=0.0088,=10.9005,=8.7663,=5.2787
2023-05-15,=1025.7900,=1039.0900,=2989097793107.3589,=1480897090204,=988732901877.7008,=4.5076,=0.0088,=10.9005,=8.7677,=5.2790
2023-05-12,=1014.1100,=1027.2600,=2940109641726.9800,=1467499161742,=976824496367.8140,=4.3913,=0,=10.9005,=8.7694,=5.2841
2023-05-11,=1025.9700,=1039.2800,=2973044103858.6304,=1486294938204,=987975236011.5990,=4.4542,=0.0029,=10.9005,=8.7710,=5.2856
2023-05-10,=1025.7100,=1039.0100,=2973017777437.2310,=1488520631527,=987185421429.9174,=4.4411,=0.0015,=10.9006,=8.7715,=5.2856
2023-05-09,=1034.2100,=1047.6300,=3012555173476.4707,=1501807342261,=995035987712.1300,=4.4161,=0,=10.9006,=8.7720,=5.3011
2023-05-08,=1057.2100,=1070.9300,=3088468218819.5801,=1525748857697,=1018431462761.1689,=4.4885,=0.0015,=10.9006,=8.7777,=5.3054
2023-05-05,=1049.0900,=1062.7000,=3076048886919.0400,=1506178464592,=1010656179524.3145,=4.4707,=0,=10.9006,=8.7833,=5.3093
2023-05-04,=1064.2000,=1078.0100,=3115709390694.4600,=1528886225471,=1024893811824.0718,=4.5324,=0,=10.9006,=8.7850,=5.3189
2023-04-28,=1087.8700,=1101.9800,=3181843472017.7397,=1561467304379,=1034922104350.4063,=4.6345,=0.0045,=10.9101,=8.7868,=5.3189
2023-04-27,=1068.0100,=1081.8600,=3115094459173.1411,=1526567115833,=986728861470.0344,=4.5995,=0.0015,=10.9101,=8.7875,=5.3195
2023-04-26,=1069.0100,=1082.8700,=3128753578546.6099,=1528764625404,=981670730081.0028,=4.6210,=0.0015,=10.9101,=8.7882,=5.3280
2023-04-25,=1076.8600,=1089.6500,=3167036555168.9497,=1547818143821,=984920651693.0580,=4.5448,=0,=10.9101,=8.7900,=5.3286
2023-04-24,=1096.3800,=1109.4000,=3200456672592.7705,=1571911621432,=1000534988260.7562,=4.7622,=0.0030,=10.9101,=8.7919,=5.3320
2023-04-21,=1116.8300,=1129.9700,=3255031088294.2388,=1592365614343,=1019837203859.7202,=4.8543,=0.0045,=10.9136,=8.8003,=5.3320
2023-04-20,=1164.9500,=1178.6600,=3390215231921.6396,=1663278406807,=1063857804779.4402,=5.0257,=0.0315,=10.9136,=8.8087,=5.3405
2023-04-19,=1134.4000,=1147.7600,=3305557592967.5400,=1585396608295,=1037062159044.7300,=5.0515,=0.0556,=10.9136,=8.8229,=5.3467
2023-04-18,=1129.8200,=1143.1200,=3282756381023.4199,=1582191718023,=1033833732819.1500,=5.1139,=0.0934,=10.9136,=8.8371,=5.3476
2023-04-17,=1140.1300,=1153.5500,=3306613470312.3496,=1594231762600,=1042602368144.5396,=5.1363,=0.1056,=10.9136,=8.8384,=5.3510
2023-04-14,=1136.2100,=1149.5900,=3283381257703.0010,=1583550441850,=1037376003726.7400,=5.0982,=0.0831,=10.9210,=8.8398,=5.3510
2023-04-13,=1100.1300,=1113.0800,=3190311950929.9902,=1536745243210,=1003358804587.0398,=5.0261,=0.0318,=10.9210,=8.8502,=5.3591
2023-04-12,=1129.4100,=1142.7000,=3269717307534.9292,=1584185724522,=1029493096478.8202,=5.0758,=0.0697,=10.9210,=8.8607,=5.3751
2023-04-11,=1121.7400,=1134.9500,=3235841058900.9604,=1570038948332,=1022525302092.3900,=5.1139,=0.0880,=10.9210,=8.8657,=5.3919
2023-04-10,=1129.1700,=1142.4700,=3257487778476.6196,=1575352376467,=1025015360447.0298,=5.1257,=0.0927,=10.9210,=8.8708,=5.3989
2023-04-07,=1161.0200,=1174.6900,=3339595859263.4004,=1632054849509,=1052632397359.9102,=5.1607,=0.1126,=10.9222,=8.8774,=5.3989
2023-04-06,=1146.9600,=1160.4700,=3302020948980.7104,=1617357987710,=1040153088695.2200,=5.1491,=0.1067,=10.9222,=8.8841,=5.4176
2023-04-04,=1129.0800,=1142.3800,=3255565430256.3989,=1590212113571,=1023672048219.3101,=5.0898,=0.0718,=10.9222,=8.8854,=5.4360
2023-04-03,=1126.4900,=1139.7500,=3245037167459.6802,=1589515998575,=1022534158461,=5.1419,=0.0994,=10.9222,=8.8867,=5.4377
2023-03-31,=1081.5400,=1094.2700,=3116645599112.2397,=1522731941492,=982160440060.9803,=5.0382,=0.0444,=10.9222,=8.8875,=5.4390
2023-03-30,=1065.6900,=1078.2400,=3081296241175.7495,=1490235522635,=948252342295.1198,=5.0264,=0.0337,=10.9427,=8.8882,=5.4390
2023-03-29,=1062.1400,=1074.6400,=3074237049419.0298,=1490053735540,=945296345584.0400,=5.0058,=0.0246,=10.9427,=8.8911,=5.4461
2023-03-28,=1038.6300,=1050.8500,=3008257750887.8501,=1448829794711,=923786178186.4600,=5.1262,=0.0877,=10.9427,=8.8941,=5.4463
2023-03-27,=1057.4900,=1069.9400,=3054857783026.3208,=1474909116181,=939828307464.0898,=5.2485,=0.1433,=10.9427,=8.9003,=5.4471
2023-03-24,=1060.9900,=1073.4800,=3069061680556.8198,=1479380978430,=943409802815.8002,=5.2455,=0.1420,=10.9427,=8.9064,=5.4632
2023-03-23,=1058.9900,=1071.4500,=3073424923255.0503,=1468406565904,=937516850850.1604,=5.2592,=0.1468,=10.9428,=8.9073,=5.4632
2023-03-22,=1034.0500,=1046.2200,=3022957498414.6396,=1422769688301,=915675930895.2400,=5.2076,=0.1207,=10.9428,=8.9081,=5.4635
2023-03-21,=1030.1900,=1042.3100,=3013293320928.0293,=1420330776134,=911769002724.8101,=5.1931,=0.1132,=10.9428,=8.9104,=5.4653
2023-03-20,=1025.3200,=1037.3900,=2986466863718.9795,=1415308821935,=907388052332.8600,=5.1341,=0.0885,=10.9428,=8.9127,=5.4671
2023-03-17,=1015.7600,=1027.7200,=2968981379425.3389,=1405928099110,=899440250139.0701,=5.0986,=0.0762,=10.9428,=8.9193,=5.4700
2023-03-16,=992.4400,=1004.1200,=2903273586058.3398,=1369669421361,=878003364650.3998,=5.0902,=0.0701,=10.9460,=8.9259,=5.4700
2023-03-15,=1007.3000,=1019.1600,=2949944948117.2705,=1387060391349,=889900778418.7301,=5.2131,=0.1186,=10.9460,=8.9262,=5.4758
2023-03-14,=1013.3900,=1025.3200,=2963225480120.9014,=1398242481469,=895805464115.4999,=5.2148,=0.1188,=10.9460,=8.9264,=5.4768
2023-03-13,=998.9100,=1010.6700,=2911978317703.3203,=1381434863953,=882414106842.0201,=5.1960,=0.1095,=10.9460,=8.9318,=5.4781
2023-03-10,=993.5500,=1005.2500,=2796278378483.7788,=1395981055093,=879199904164.9301,=5.2120,=0.1160,=10.9460,=8.9372,=5.4790
2023-03-09,=998.3000,=1010.0600,=2810287614024.8501,=1404398117096,=883426625114.6200,=5.2293,=0.1224,=10.9552,=8.9385,=5.4790
2023-03-08,=994.8900,=1006.6000,=2800033431214.7300,=1399397375591,=880321373265.6000,=5.2285,=0.1211,=10.9552,=8.9398,=5.4999
2023-03-07,=990.5800,=1002.2400,=2786725805228.2192,=1390178906853,=876106223604.7501,=5.2495,=0.1276,=10.9552,=8.9401,=5.5056
2023-03-06,=1007.6300,=1019.5000,=2843030857814.0801,=1416061124040,=891385969584.8300,=5.3189,=0.1514,=10.9552,=8.9403,=5.5127
2023-03-03,=998.9000,=1010.6600,=2811767099767.3696,=1404213506562,=883492731779.2900,=5.2787,=0.1406,=10.9552,=8.9404,=5.5155
2023-03-02,=988.8900,=1000.5400,=2784402163340.2798,=1392022133148,=875023234464.3401,=5.2571,=0.1297,=10.9565,=8.9405,=5.5155
2023-03-01,=994.6300,=1006.3400,=2807874619633.0996,=1396203238047,=879803355124.0199,=5.3011,=0.1442,=10.9565,=8.9423,=5.5260
2023-02-28,=990.4700,=1002.1300,=2798698769926.3501,=1387630569024,=875920101075.5099,=5.2729,=0.1333,=10.9565,=8.9441,=5.5302
2023-02-27,=986.2800,=997.8900,=2786055505347.7500,=1382381771590,=871854920678.5099,=5.2232,=0.1192,=10.9565,=8.9449,=5.5805
2023-02-24,=990.6300,=1002.2900,=2798820113953.0298,=1339758383606,=872346522419.5200,=5.2737,=0.1322,=10.9565,=8.9458,=5.5878
2023-02-23,=992.4600,=1004.1500,=2802783290038.6489,=1342491992823,=873892561242.9900,=5.3054,=0.1404,=10.9569,=8.9464,=5.5878
2023-02-22,=989.6500,=1001.3000,=2795203850321.3599,=1341351521593,=871660240711.2799,=5.2856,=0.1390,=10.9569,=8.9471,=5.6251
2023-02-21,=995.7300,=1007.4500,=2809446984428.3389,=1346110025949,=877055873384.3900,=5.3195,=0.1408,=10.9569,=8.9526,=5.6455
2023-02-20,=998.8300,=1010.5900,=2819286777803.3599,=1350208755561,=879780301828.4601,=5.3093,=0.1394,=10.9569,=8.9582,=5.6504
2023-02-17,=986.3300,=997.9500,=2787241831821.5508,=1334392055618,=868678669320.9198,=5.2685,=0.1300,=10.9569,=8.9620,=5.6635
2023-02-16,=1005.1800,=1017.0100,=2841769807458.7202,=1363108926608,=885640514565.6598,=5.3476,=0.1463,=10.9624,=8.9659,=5.6635
2023-02-15,=1024.2200,=1036.2700,=2898680699608.2202,=1387367953027,=902538815159.5798,=5.4632,=0.1659,=10.9624,=8.9662,=5.6759
2023-02-14,=1022.6700,=1034.7100,=2890179236283.9502,=1381811929961,=901206642674.4600,=5.4671,=0.1694,=10.9624,=8.9666,=5.6965
2023-02-13,=1024.0400,=1036.0900,=2893827654236.6299,=1382106799462,=902402564342.8400,=5.4781,=0.1745,=10.9624,=8.9695,=5.7256
2023-02-10,=1024.5400,=1036.6000,=2890585276370.0195,=1381311001507,=902730521541.4399,=5.4758,=0.1715,=10.9624,=8.9724,=5.7519
2023-02-09,=1036.8600,=1049.0700,=2923623501277.4497,=1402155974575,=914038787201.8400,=5.5260,=0.1815,=10.9655,=8.9736,=5.7519
2023-02-08,=1010.6900,=1022.5900,=2848836842173.3799,=1367676824931,=890867670562.3400,=5.4390,=0.1607,=10.9655,=8.9749,=5.7551
2023-02-07,=1020.1700,=1032.1800,=2874481414458.0098,=1378978782307,=899185071313.6400,=5.4635,=0.1659,=10.9655,=8.9773,=5.7555
2023-02-06,=1024.4300,=1036.4900,=2888847545163.0195,=1386406180851,=903242022016.5104,=5.4463,=0.1629,=10.9655,=8.9797,=5.7646
2023-02-03,=1033.8700,=1046.0400,=2911345421737.6992,=1397934023292,=911782994512.1400,=5.4790,=0.1697,=10.9655,=8.9901,=5.7717
2023-02-02,=1031.6800,=1043.8200,=2904010189659.2705,=1390867123876,=909611916136.8000,=5.4999,=0.1699,=10.9670,=9.0005,=5.7717
2023-02-01,=1026.4000,=1038.4800,=2890051291960.2598,=1379502979642,=904623346600.1398,=5.5127,=0.1718,=10.9670,=9.0048,=5.7844
2023-01-31,=1014.3600,=1026.3000,=2847514903743.6411,=1362277080673,=893313385923.0599,=5.4461,=0.1623,=10.9670,=9.0091,=5.8070
2023-01-30,=1031.6100,=1043.7500,=2891384673133.5205,=1389141840928,=908620255551.4900,=5.4768,=0.1675,=10.9670,=9.0132,=5.8408
2023-01-20,=1029.1400,=1041.2500,=2892057037092.9189,=1330609862699,=906033782201.5900,=5.4377,=0.1612,=10.9670,=9.0174,=5.8594
2023-01-19,=1023.6500,=1035.7000,=2880308988609.6997,=1324464081088,=900957808394.1700,=5.4176,=0.1582,=10.9755,=9.0174,=5.8594
2023-01-18,=1006.7500,=1018.6000,=2832946663958.2603,=1299752919971,=885946579302.1201,=5.3591,=0.1518,=10.9755,=9.0174,=5.8668
2023-01-17,=1003.6800,=1015.4900,=2830687924111.7905,=1295900576552,=882929719207.5101,=5.3467,=0.1488,=10.9755,=9.0187,=5.8671
2023-01-16,=992.6100,=1004.3000,=2807554607072.4995,=1281497189556,=873723977725.1302,=5.2841,=0.1407,=10.9755,=9.0200,=5.8933
2023-01-13,=974.3100,=985.7800,=2752696183980.4702,=1242144393353,=857371199041.3101,=5.1853,=0.1111,=10.9755,=9.0251,=5.9020
2023-01-12,=974.1900,=985.6600,=2746485683984.7900,=1241716340630,=857148566638.0099,=5.1468,=0.0980,=11.0071,=9.0301,=5.9020
2023-01-11,=973.9600,=985.4300,=2751430849216.7100,=1233431890712,=856937676225.6100,=5.1372,=0.0948,=11.0071,=9.0336,=5.9074
2023-01-10,=990.3200,=1001.9700,=2800243586900.9199,=1253343936792,=871405683114.3097,=5.2080,=0.1167,=11.0071,=9.0370,=5.9103
2023-01-09,=988.6700,=1000.3100,=2791710283398.4102,=1251852117994,=869945361160.5999,=5.2029,=0.1152,=11.0071,=9.0473,=5.9118
2023-01-06,=991.1000,=1002.7600,=2795819946188.9897,=1255879454612,=872260809704.5901,=5.1961,=0.1120,=11.0071,=9.0576,=5.9128
2023-01-05,=983.5200,=995.1000,=2771170948080.5498,=1249038308687,=865682958653.3701,=5.1652,=0.1039,=11.0123,=9.0611,=5.9128
2023-01-04,=972.3800,=983.8300,=2746066254542.7197,=1237545128399,=856074882963.2102,=5.0976,=0.0772,=11.0123,=9.0647,=5.9254
2023-01-03,=979.9100,=991.4500,=2765266168388.8296,=1246014770552,=862444575423.5302,=5.1245,=0.0874,=11.0123,=9.0738,=5.9323
2022-12-30,=959.9000,=971.2100,=2710094098338.2700,=1218216970001,=844466551690.5801,=5.0280,=0.0354,=11.0123,=9.0830,=5.9408
2022-12-29,=962.2500,=973.5800,=2714309223444.9199,=1221238063048,=846782055222.9103,=5.0319,=0.0354,=11.0123,=9.0840,=5.9542
2022-12-28,=957.2700,=968.5400,=2702501838081.0811,=1212919849004,=842450401577.9398,=5.0512,=0.0507,=11.0190,=9.0851,=5.9542
2022-12-27,=963.1400,=974.4700,=2721451667616.2505,=1220432981236,=847904779799.5800,=5.0900,=0.0694,=11.0190,=9.0855,=5.9583
2022-12-26,=951.1100,=962.3100,=2694658837492.2305,=1203298047711,=837461249157.2699,=5.0350,=0.0390,=11.0190,=9.0859,=5.9617
2022-12-23,=920.3500,=931.1900,=2609310922413.4297,=1166772301361,=810769597568.5000,=4.8455,=0.0034,=11.0190,=9.0897,=5.9708
2022-12-22,=930.8000,=941.7600,=2629960939693.9492,=1177278899440,=819385415890.2201,=4.8908,=0.0034,=11.0190,=9.0936,=5.9955
2022-12-21,=940.8400,=951.9100,=2661178013818.8096,=1189902563434,=828487954797.1702,=4.9846,=0.0170,=11.0210,=9.0962,=5.9955
2022-12-20,=952.7700,=963.9800,=2696457925863.1294,=1204159635258,=838853732764.7601,=5.0739,=0.0597,=11.0210,=9.0989,=5.9987
2022-12-19,=956.1900,=967.4400,=2701383616776.2905,=1197225005664,=842411035977.7999,=5.0736,=0.0581,=11.0210,=9.0992,=6.0050
2022-12-16,=978.3600,=989.8800,=2765141199794.9297,=1225326616602,=861798386245.1001,=5.1487,=0.0788,=11.0210,=9.0995,=6.0052
2022-12-15,=989.2000,=1000.8400,=2791935233900.1299,=1238141568105,=871774570390.6398,=5.2012,=0.0909,=11.0210,=9.1024,=6.0070
2022-12-14,=984.2200,=995.8100,=2779827603475.4404,=1231822226609,=867270739970.9102,=5.1575,=0.0825,=11.0246,=9.1054,=6.0070
2022-12-13,=989.3100,=1000.9500,=2785257496399.3701,=1239522072779,=871330656088.7798,=5.1929,=0.0878,=11.0246,=9.1062,=6.0076
2022-12-12,=1004.6200,=1016.4500,=2828661689170.1699,=1256140236913,=884928039283.3098,=5.2710,=0.1000,=11.0246,=9.1070,=6.0090
2022-12-09,=1001.6900,=1013.4800,=2547440702385.8506,=1282745656939,=895583070055.0900,=5.0210,=0.0276,=11.0246,=9.1135,=6.0199
2022-12-08,=997.3100,=1009.0600,=2542547388836.1396,=1278004803361,=892906454689.7698,=5.0342,=0.0311,=11.0246,=9.1200,=6.0224
2022-12-07,=1000.4700,=1012.2500,=2544193722569.1802,=1279988304473,=894738332258.8701,=5.0387,=0.0329,=11.0288,=9.1239,=6.0224
2022-12-06,=1003.1400,=1014.9500,=2555734167931.5991,=1284154958137,=896559609064.6700,=5.0605,=0.0486,=11.0288,=9.1279,=6.0259
2022-12-05,=1003.6000,=1015.4100,=2556142096931.4800,=1282295578029,=895308298545.5502,=5.0854,=0.0522,=11.0288,=9.1287,=6.0292
2022-12-02,=1008.1400,=1020.0100,=2557842504736.8003,=1282629935505,=898305796698.9700,=5.0570,=0.0453,=11.0288,=9.1294,=6.0302
2022-12-01,=1009.3300,=1021.2100,=2552879264607.4199,=1288955763026,=899738042218.6600,=5.0438,=0.0349,=11.0288,=9.1368,=6.0311
2022-11-30,=1000.2600,=1012.0400,=2533928262764.1401,=1275633957403,=891911787936.9401,=4.9931,=0.0175,=11.0356,=9.1441,=6.0311
2022-11-29,=1002.4500,=1014.2500,=2547230799083.8188,=1277867570812,=893954638192.8497,=5.0018,=0.0193,=11.0356,=9.1484,=6.0379
2022-11-28,=992.8100,=1004.5000,=2515047171626.0898,=1263243490203,=885431075542.9598,=4.9295,=0.0070,=11.0356,=9.1527,=6.0380
2022-11-25,=999.9900,=1011.7600,=2531179330991.9902,=1271167374128,=890730318441.7500,=4.9440,=0.0105,=11.0356,=9.1534,=6.0408
2022-11-24,=1015.3600,=1027.3100,=2570507495296.1401,=1289792924729,=904485294068.8800,=5.0369,=0.0246,=11.0356,=9.1541,=6.0460
2022-11-23,=1017.0200,=1028.9900,=2574754231785.5298,=1292814811482,=905562004289.8904,=5.0132,=0.0159,=11.0415,=9.1543,=6.0460
2022-11-22,=1017.8200,=1029.8000,=2577551861562.0405,=1295518608806,=906263500812.8500,=4.9936,=0.0141,=11.0415,=9.1545,=6.0491
2022-11-21,=1032.4700,=1044.6300,=2616313404362.1812,=1312886644338,=918783499199.8600,=5.0720,=0.0354,=11.0415,=9.1564,=6.0738
2022-11-18,=1031.9900,=1044.1400,=2616146977153.5000,=1311971391158,=918592986569.6400,=5.0412,=0.0213,=11.0415,=9.1584,=6.0875
2022-11-17,=1041.6700,=1053.9400,=2638721843616.5493,=1255961970027,=928245217905.4301,=5.0976,=0.0355,=11.0415,=9.1642,=6.0908
2022-11-16,=1036.4900,=1048.6900,=2626077489192.8101,=1248244226475,=922281566916.2296,=5.1363,=0.0480,=11.0516,=9.1700,=6.0908
2022-11-15,=1052.0400,=1064.4300,=2665228772855.9990,=1268294598071,=937240720837.3199,=5.2165,=0.0588,=11.0516,=9.1721,=6.0925
2022-11-14,=1022.9100,=1034.9600,=2594329399248.8203,=1220511728532,=910007633386.7900,=5.0576,=0.0304,=11.0516,=9.1742,=6.0970
2022-11-11,=1023.2600,=1035.3100,=2591826873473.4600,=1218709335807,=910082363753.9200,=5.0540,=0.0250,=11.0516,=9.1756,=6.1009
2022-11-10,=1023.0600,=1035.1100,=2590730451906.2402,=1214519560622,=905478730320.2600,=5.0264,=0.0179,=11.0516,=9.1771,=6.1024
2022-11-09,=1037.5300,=1049.7400,=2626773206212.9199,=1231685097422,=918386587885.9800,=5.1096,=0.0359,=11.0665,=9.1795,=6.1024
2022-11-08,=1051.7100,=1064.0900,=2664115966204.5098,=1246724497836,=930389879389.1899,=5.1760,=0.0486,=11.0665,=9.1820,=6.1043
2022-11-07,=1061.3500,=1073.8500,=2686375174224.3789,=1257290392030,=938638167616.4098,=5.2297,=0.0523,=11.0665,=9.1855,=6.1254
2022-11-04,=1072.8700,=1085.5000,=2705929787082.4600,=1256854664212,=948231844794.6000,=5.2450,=0.0560,=11.0665,=9.1891,=6.1258
2022-11-03,=1048.0700,=1060.4100,=2647523678163.5200,=1231757218899,=927642060965.8199,=5.1249,=0.0380,=11.0665,=9.1899,=6.1284
2022-11-02,=1037.1800,=1049.3900,=2622002903609.2603,=1215566541526,=916478079748.8398,=5.0610,=0.0272,=11.0669,=9.1907,=6.1284
2022-11-01,=1024.5200,=1036.5800,=2584432515029.9189,=1200632252066,=904869892034.3000,=4.9806,=0.0127,=11.0669,=9.1919,=6.1284
2022-10-31,=1010.3300,=1022.2200,=2543724107228.9297,=1183977151599,=892559298733.2700,=4.8940,=0.0036,=11.0669,=9.1931,=6.1290
2022-10-28,=993.7200,=1005.4200,=2514453417968.8599,=1161092839090,=851249997269.1910,=4.9300,=0.0073,=11.0669,=9.2022,=6.1424
2022-10-27,=1004.9100,=1016.7400,=2539447962302.1611,=1173342024606,=835211284135.5704,=5.1001,=0.0237,=11.0669,=9.2112,=6.1610
2022-10-26,=1003.2500,=1015.0700,=2528330125328.7100,=1173518288089,=834533941228.6002,=5.1573,=0.0347,=11.0729,=9.2113,=6.1610
2022-10-25,=971.3300,=982.7700,=2445500146741.3408,=1137405466739,=805978123583.1172,=5.0139,=0.0092,=11.0729,=9.2115,=6.1699
2022-10-24,=969.4900,=980.9100,=2438587774097.8501,=1128311632327,=804655502814.4169,=5.0336,=0.0110,=11.0729,=9.2144,=6.1737
2022-10-21,=967.9800,=979.3800,=2448397658513.8101,=1127993918581,=794136269135.0923,=5.1026,=0.0202,=11.0729,=9.2174,=6.1775
2022-10-20,=963.9500,=975.3000,=2436317872871.9902,=1124574907246,=789981751916.8730,=5.1353,=0.0239,=11.0729,=9.2189,=6.2030
2022-10-19,=949.5000,=960.6800,=2404961397076.1904,=1105730241195,=778813619119.0433,=5.0910,=0.0185,=11.0794,=9.2204,=6.2030
2022-10-18,=960,=971.3000,=2430427387928.2598,=1116735171452,=787135746358.1646,=5.1204,=0.0203,=11.0794,=9.2234,=6.2108
2022-10-17,=963.2200,=974.5600,=2433515682914.0898,=1119125787790,=789175410202.8882,=5.0568,=0.0167,=11.0794,=9.2264,=6.2157
2022-10-14,=954.9200,=966.1700,=2425571003654.7803,=1095296385029,=772925125807.2847,=5.1057,=0.0167,=11.0794,=9.2267,=6.2167
2022-10-13,=926.5200,=937.4300,=2340276811542.6001,=1056990062104,=750338578442.0802,=4.9739,=0.0074,=11.0794,=9.2270,=6.2230
2022-10-12,=924.9100,=935.8000,=2339016901512.7295,=1053472438774,=748002224119.6761,=4.9280,=0.0037,=11.0811,=9.2322,=6.2230
