日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2020-12-25,=1349.7900,=1356.7200,=1856995852196.2100,=614046871476,=450402790198.0701,=10.6905,=0.1810,=11.4534,=11.0699,=10.7036
2020-12-24,=1348.0100,=1354.9300,=1855015673761.3896,=610602663363,=449655724262.0500,=10.5498,=0.0481,=11.4534,=11.0729,=10.7042
2020-12-23,=1376.6000,=1383.6600,=1896273851414.8701,=624637385789,=459416905151.9302,=10.7431,=0.2427,=11.4534,=11.0762,=10.7235
2020-12-22,=1358.6200,=1365.5900,=1871469205397.0601,=616161802767,=453646215866.7801,=10.7042,=0.1961,=11.4605,=11.0794,=10.7042
2020-12-21,=1388.6700,=1395.8000,=1898999239817.7705,=626088582771,=463182953159.8199,=10.8827,=0.3465,=11.4605,=11.0803,=10.7235
2020-12-18,=1361.1100,=1368.0900,=1871939335224.6499,=613786287454,=453875413318.5800,=10.6977,=0.1800,=11.4605,=11.0811,=10.7235
2020-12-17,=1363.3600,=1370.3600,=1883715339487.8799,=615295286150,=454606394644.4100,=10.6802,=0.1616,=11.4605,=11.0869,=10.7284
2020-12-16,=1345.1300,=1352.0400,=1857689779602.0400,=607297817316,=448990343046.3400,=10.5376,=0.0306,=11.4605,=11.0926,=10.7365
2020-12-15,=1363.1800,=1370.1800,=1897581484664.5000,=616202810572,=456037672753.5500,=10.6425,=0.0928,=11.4693,=11.0980,=10.7365
2020-12-14,=1375.0600,=1382.1200,=1919584719112.9600,=618391747760,=460922941748.2300,=10.6179,=0.0729,=11.4693,=11.1035,=10.7425
2020-12-11,=1362.9600,=1369.9600,=1181564469277.5200,=505129105912,=350613311811.8001,=10.1640,=0,=11.4693,=11.1047,=10.7520
2020-12-10,=1360.1800,=1367.1700,=1168246279503.3398,=496970998442,=342101273952.2401,=10.2410,=0,=11.4693,=11.1059,=10.7554
2020-12-09,=1365.0400,=1372.0400,=1162724580685.7000,=493414208174,=337485598734.4900,=10.3355,=0,=11.4693,=11.1226,=10.7681
2020-12-08,=1398.7300,=1405.9100,=1187737944632.3799,=503425325552,=343415017371.1201,=10.6021,=0.0217,=11.5022,=11.1392,=10.7681
2020-12-07,=1406.1900,=1413.4100,=1191623217956.3604,=503940975452,=343047776371.3701,=10.5916,=0.0110,=11.5022,=11.1407,=10.7684
2020-12-04,=1404.8700,=1412.0800,=1189292350064.8098,=501513729869,=341362230537.3900,=10.6031,=0.0111,=11.5022,=11.1421,=10.7725
2020-12-03,=1410.8300,=1418.0700,=1195780787407.6201,=503462434355,=343049236808.5299,=10.6602,=0.0337,=11.5022,=11.1581,=10.7927
2020-12-02,=1408.4900,=1415.7200,=1191973136062.8999,=501571982193,=343318237400.6200,=10.7284,=0.1023,=11.5022,=11.1741,=10.7949
2020-12-01,=1404.2400,=1411.4500,=1186222644142.6101,=498445544521,=340780128157.4400,=10.7425,=0.1149,=11.5370,=11.1868,=10.7949
2020-11-30,=1385.4800,=1392.5900,=1166677110280.8398,=489577952837,=334887713151.4900,=10.6602,=0.0349,=11.5370,=11.1995,=10.8111
2020-11-27,=1387.7700,=1394.8900,=1161977126579.3701,=486948875534,=332884584017.3101,=10.6482,=0.0235,=11.5370,=11.2074,=10.8206
2020-11-26,=1385.3100,=1392.4200,=1158368835112.3501,=484214603022,=331030400623.5200,=10.6264,=0.0119,=11.5370,=11.2153,=10.8381
2020-11-25,=1388.3600,=1395.4900,=1159084883824.5698,=485096388920,=331909216400.1900,=10.6663,=0.0120,=11.5370,=11.2252,=10.8532
2020-11-24,=1412.7500,=1420,=1176127610459.2502,=493062472663,=336816391526.2301,=10.7949,=0.1463,=11.5422,=11.2351,=10.8532
2020-11-23,=1418.1000,=1425.3800,=1181127539667.2400,=494513699905,=337292682019.1099,=10.7927,=0.1358,=11.5422,=11.2358,=10.9101
2020-11-20,=1430.7200,=1438.0600,=1193632618571.0500,=497760190755,=340599322691.3300,=10.8206,=0.1500,=11.5422,=11.2364,=10.9136
2020-11-19,=1435.9200,=1443.3000,=1201783476967.8799,=500718230993,=341412098440.1801,=10.8111,=0.1392,=11.5422,=11.2365,=10.9210
2020-11-18,=1419.2300,=1426.5100,=1184158849502.5801,=492298578645,=337158293105.3700,=10.7681,=0.1026,=11.5422,=11.2365,=10.9427
2020-11-17,=1430.8100,=1438.1500,=1192583605302.0601,=451950252715,=340184969266.9301,=10.9101,=0.1558,=11.5545,=11.2366,=10.9427
2020-11-16,=1446.9500,=1454.3800,=1206136279110.2998,=458348728121,=344060674190.5801,=11.0288,=0.2632,=11.5545,=11.2366,=10.9552
2020-11-13,=1436.8900,=1444.2600,=1197747870582.9902,=454151824966,=344077455028.3200,=10.9136,=0.1600,=11.5545,=11.2495,=10.9552
2020-11-12,=1413.2900,=1420.5500,=1176704090022.1001,=444477479516,=337025812038.1500,=10.7725,=0.1216,=11.5545,=11.2625,=10.9624
2020-11-11,=1395.5100,=1402.6700,=1160894138512.6599,=440056426788,=331238227113.7700,=10.6843,=0.0274,=11.5545,=11.2650,=10.9755
2020-11-10,=1441.9600,=1449.3700,=1202567053981.1599,=455321221225,=343624827303.3702,=10.9552,=0.1667,=11.5613,=11.2676,=10.9755
2020-11-09,=1485.1500,=1492.7700,=1239768349558.7100,=466753693831,=353235984551.5399,=11.1059,=0.3380,=11.5613,=11.2848,=11.0071
2020-11-06,=1441.4700,=1448.8700,=1201932036934.0901,=442588613866,=339929707528.6700,=10.8381,=0.1143,=11.5613,=11.3021,=11.0071
2020-11-05,=1475.3800,=1482.9500,=1229125224954.2700,=441395748047,=347164628782.8500,=11.0356,=0.2174,=11.5613,=11.3039,=11.0210
2020-11-04,=1458.9000,=1466.3800,=1217884174405.8899,=422092260339,=343913927253.8599,=10.9624,=0.1618,=11.5613,=11.3058,=11.0210
2020-11-03,=1449.0100,=1456.4400,=1211363557396.1699,=421126430181,=343050011248.2301,=10.9427,=0.1493,=11.6417,=11.3075,=11.0210
2020-11-02,=1400.9100,=1408.1000,=1170828672881.1699,=407602149639,=331422343133.1700,=10.6720,=0.0152,=11.6417,=11.3092,=11.0516
2020-10-30,=1393.9100,=1401.0600,=1163014167246.0400,=402523749270,=330257052096.7201,=10.7365,=0.0462,=11.6417,=11.3155,=11.0669
2020-10-29,=1412.0600,=1419.3000,=1177101621272.9500,=404819370227,=271180146917.6100,=11.0729,=0.2031,=11.6417,=11.3217,=11.0729
2020-10-28,=1406.0700,=1413.2400,=1170231385785.8098,=400077725310,=214405945795,=11.0926,=0.2381,=11.6417,=11.3279,=11.0794
2020-10-27,=1385.7500,=1392.8100,=1151903204752.3501,=387292688014,=178538817616.3800,=11.2366,=0.3871,=11.6435,=11.3340,=11.0669
2020-10-26,=1356.1100,=1363.0200,=1126704682503.9302,=381252435265,=173565337577.6700,=11.1392,=0.2623,=11.6435,=11.3415,=11.0669
2020-10-23,=1336.5300,=1343.3400,=1110865996069.6602,=369599252479,=170903622407.6500,=11.0071,=0.1500,=11.6435,=11.3490,=11.0669
2020-10-22,=1376.5800,=1383.5900,=1147571375610.1001,=381398088346,=173103995613.9700,=11.2676,=0.3898,=11.6435,=11.3613,=11.0794
2020-10-21,=1396.9800,=1404.1000,=1162595061293.5698,=385443684948,=172302180456.6200,=11.3735,=0.5000,=11.6435,=11.3735,=11.0794
2020-10-20,=1426.1800,=1433.4500,=1188391902949.8098,=395541621137,=175789309552.8100,=11.5613,=0.7544,=11.6488,=11.3744,=11.0669
2020-10-19,=1412.1500,=1419.3400,=1175213016654.7000,=391755651891,=173857352934.3000,=11.4693,=0.6786,=11.6488,=11.3490,=11.0669
2020-10-16,=1438.5300,=1445.8600,=1193841771710.7302,=398188413949,=177041595029.8300,=11.6417,=0.7636,=11.6488,=11.3415,=11.0669
2020-10-15,=1453.7900,=1461.2000,=1205795365672.9900,=402995482398,=169745998326.1200,=11.5545,=0.7593,=11.6488,=11.3340,=11.0669
2020-10-14,=1488.6700,=1496.2600,=1233986632130.2998,=411426268701,=173818816475.1000,=11.7341,=0.8868,=11.6488,=11.3279,=11.0669
2020-10-13,=1497.6000,=1505.2300,=1246085167291.2200,=415308934303,=174946048704.3800,=11.8309,=0.9231,=11.6488,=11.3217,=11.0516
2020-10-12,=1490.5800,=1498.1700,=1241214699457.0105,=414055810043,=174202012634.8100,=11.8367,=0.9412,=11.6435,=11.3155,=11.0516
2020-10-09,=1465.9600,=1473.4300,=1219332709066.5798,=406060672583,=171315011280.8401,=11.6690,=0.8600,=11.5422,=11.3092,=11.0516
2020-09-30,=1418.8000,=1426.0300,=1179092484155,=392701017582,=165626519853.2300,=11.2365,=0.4286,=11.5370,=11.3075,=11.0516
2020-09-29,=1389.9600,=1397.0500,=1157465469804.8999,=356316922954,=162331005705.3201,=11.0516,=0.2083,=11.5370,=11.3092,=11.0516
2020-09-28,=1338.9500,=1345.7700,=1115573336814.1001,=342370571889,=156431465306.3300,=10.7520,=0.0638,=11.5422,=11.3155,=11.0210
2020-09-25,=1364.0200,=1370.9800,=1133849732712,=348885073293,=159168036745.1400,=10.9755,=0.1522,=11.5422,=11.3217,=11.0669
2020-09-24,=1394.9300,=1402.0300,=1159680456596.1001,=351539835303,=162825578828,=11.1741,=0.2889,=11.5422,=11.3279,=11.0794
2020-09-23,=1423.9000,=1431.1600,=1185631003098.7000,=360385311818,=166277944929.4200,=11.3998,=0.5455,=11.5422,=11.3340,=11.0794
2020-09-22,=1390.0900,=1397.1700,=1159419556603.6001,=352013796365,=162502957655.6300,=11.1421,=0.2791,=11.5422,=11.3279,=11.0794
2020-09-21,=1397.7500,=1404.8700,=1167194930174.3000,=355554365948,=163408449588.0501,=11.4176,=0.5952,=11.6435,=11.3340,=11.0669
2020-09-18,=1403.9000,=1411.0500,=1171591993411.2000,=355354991014,=164223375665.1900,=11.4122,=0.5854,=11.6435,=11.3279,=11.0669
2020-09-17,=1383.5900,=1390.6400,=1154997855215,=349931068257,=161914804488.5800,=11.2364,=0.3750,=11.6435,=11.3217,=11.0669
2020-09-16,=1349.6700,=1356.5500,=1127462763108.2998,=340330451514,=157961729011.3000,=10.9210,=0.1538,=11.6435,=11.3279,=11.0669
2020-09-15,=1364.6000,=1371.5600,=1143649895729.7000,=344229546913,=159803691613.6500,=11.0794,=0.2105,=11.6435,=11.3340,=11.0794
2020-09-14,=1348.0700,=1354.9400,=1128170363146.1001,=337858085454,=157781913679.0600,=11.0210,=0.1622,=11.6488,=11.3415,=11.0669
2020-09-11,=1312.5100,=1319.2000,=1030320851047.4000,=324963777897,=147723590585.8500,=10.7235,=0.0556,=11.6488,=11.3490,=11.0811
2020-09-10,=1280.1900,=1286.7100,=1006940307569.1000,=316553238878,=144097672184.1600,=10.5404,=0,=11.6488,=11.3746,=11.1035
2020-09-09,=1298.0800,=1304.6900,=1016491875384.9000,=321921135769,=146074505205.3900,=10.7684,=0.0588,=11.6488,=11.4002,=11.1995
2020-09-08,=1344.6100,=1351.4600,=1051751880650,=334798676499,=151231431221.2000,=11.0811,=0.1212,=11.6488,=11.4115,=11.2153
2020-09-07,=1356.7000,=1363.6100,=1060219391409.4000,=338427854049,=152610523090.7900,=11.0669,=0.0938,=11.6992,=11.4228,=11.2153
2020-09-04,=1390.2800,=1397.3700,=1088356495239.7000,=348199316155,=156112127133.7301,=11.2625,=0.2258,=11.6992,=11.4265,=11.2351
2020-09-03,=1402.1400,=1409.2900,=1094817091759.8000,=348586473580,=157543839462.1900,=11.3092,=0.3000,=11.6992,=11.4303,=11.2351
2020-09-02,=1422.9500,=1430.2000,=1111426386962.8000,=351962340139,=160234610894.2600,=11.4362,=0.5172,=11.6992,=11.4333,=11.2351
2020-09-01,=1426.6500,=1433.9200,=1115106465835.5000,=354175042408,=160398967234.7000,=11.5422,=0.6786,=11.6992,=11.4303,=11.2351
2020-08-31,=1423.2400,=1430.4900,=1117418142390.8999,=352446341587,=160085697777.2001,=11.5370,=0.6667,=11.7062,=11.4265,=11.2153
2020-08-28,=1413.6400,=1420.8400,=1106404195472.3000,=349161887008,=158684385952.4900,=11.3340,=0.3846,=11.7062,=11.4228,=11.2153
2020-08-27,=1417.5600,=1424.7800,=1108350174752.3999,=348427967931,=159247234500.2300,=11.1995,=0.1600,=11.7062,=11.4265,=11.2153
2020-08-26,=1383.3100,=1390.3500,=1080707647724.1000,=338183821083,=155362200015.1200,=11.1035,=0.1250,=11.7062,=11.4303,=11.2351
2020-08-25,=1427.7000,=1434.9800,=1112624262831,=349666937839,=159692432532.2601,=11.3058,=0.2609,=11.7062,=11.4419,=11.3021
2020-08-24,=1450.6700,=1458.0600,=1130440807456.2000,=354857328609,=162384581520.6700,=11.4534,=0.5000,=11.7284,=11.4534,=11.2351
2020-08-21,=1447.7100,=1455.0900,=1129408311751.8000,=355290986662,=161394786516.3000,=11.4228,=0.4286,=11.7284,=11.4454,=11.2351
2020-08-20,=1442.5800,=1449.9300,=1122032986668.3999,=354918040359,=160089083303,=11.3490,=0.3500,=11.7284,=11.4605,=11.2351
2020-08-19,=1472.0200,=1479.5200,=1144418760615.3000,=360781142891,=163316655404.0300,=11.4605,=0.4737,=11.7284,=11.4814,=11.2351
2020-08-18,=1512.5100,=1520.2200,=1172960706938.5000,=370667831022,=166139621277.8400,=11.6992,=0.6667,=11.7284,=11.5022,=11.2351
2020-08-17,=1496.4000,=1504.0300,=1159716334414.2000,=367847958045,=163719961591.3000,=11.6435,=0.5882,=11.8193,=11.4663,=11.2153
2020-08-14,=1484.0400,=1491.6000,=1152588383306.6001,=364190304061,=162570038441.2500,=11.5022,=0.5625,=11.8193,=11.4303,=11.2153
