日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM平均值,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2021-04-21,=1286.8600,=1293.5900,=2075902903901.8804,=701832412348,=529807795207.3400,=89.0478,=0.3867,=94.1260,=90.4122,=86.2923
2021-04-20,=1290.5000,=1297.2500,=2084287142463.3401,=703605138173,=530516628298.9100,=89.2154,=0.4167,=94.1260,=90.4290,=86.2923
2021-04-19,=1299.0100,=1305.8000,=2098004467255.0601,=693144777017,=523168213814.4601,=89.7826,=0.4413,=94.1260,=90.5390,=86.2923
2021-04-16,=1274.7000,=1281.3000,=2057964969913.4800,=679547327859,=512665648059.9299,=88.3035,=0.3371,=94.1260,=90.6491,=86.2923
2021-04-15,=1264.1600,=1270.7000,=2050759916546.1499,=673286015499,=505665143143.4299,=87.9106,=0.3107,=94.2324,=90.6998,=86.0537
2021-04-14,=1254.7100,=1261.2100,=2041441759158.5095,=670068428083,=502097757033.7099,=83.7321,=0.1136,=94.2324,=90.7506,=86.0537
2021-04-13,=1241.4000,=1247.8300,=2022794399842.9700,=664117132847,=496772725971.8000,=78.0807,=0,=94.2324,=90.7534,=86.2923
2021-04-12,=1243.5000,=1249.9300,=2023476608320.2100,=665203476264,=497017452311.0098,=82.6435,=0.0690,=94.2324,=90.7562,=86.3475
2021-04-09,=1271.4400,=1278.0300,=2068586854993.7900,=678970898642,=508801156022.5800,=84.3006,=0.1156,=94.2324,=90.7988,=86.4715
2021-04-08,=1291.8600,=1298.5500,=2097604438113.5901,=692836877475,=513314279956.7201,=85.1666,=0.1395,=94.2571,=90.8415,=86.4715
2021-04-07,=1298.7800,=1305.5100,=2113504280072.0801,=696954812312,=516398454393.2400,=80.0972,=0,=94.2571,=90.8607,=86.6088
2021-04-06,=1296.6200,=1303.3300,=2115123665711.3201,=698771885385,=517376225426.0700,=84.2820,=0.1059,=94.2571,=90.8798,=86.8444
2021-04-02,=1299.9200,=1306.6500,=2122991520861.4600,=699263104554,=519317569056.8801,=84.3192,=0.1065,=94.2571,=90.8982,=86.8836
2021-04-01,=1266.7500,=1273.3000,=2063566956300.1201,=683319736615,=506837941872.8099,=86.2923,=0.1667,=94.2571,=90.9167,=87.0921
2021-03-31,=1248.3300,=1254.7400,=2031943276695.8601,=676432067421,=502397074895.5601,=80.8740,=0.0120,=94.2601,=91.0570,=87.0921
2021-03-30,=1248.3400,=1254.7500,=2030837973266.9600,=675560331372,=495843807143.4700,=88.6506,=0.3072,=94.2601,=91.1974,=87.1059
2021-03-29,=1250.7700,=1257.1900,=2028388890217.5200,=676682127476,=496285721071.3001,=89.0650,=0.3455,=94.2601,=91.2074,=87.1059
2021-03-26,=1256.6600,=1263.1100,=2033468431735.8101,=679502269749,=498420785272.5900,=89.5479,=0.3780,=94.2601,=91.2174,=87.1059
2021-03-25,=1219.7100,=1225.9700,=1978545581149.6001,=658492464135,=477515018331.3602,=88.2582,=0.2945,=94.2601,=91.2812,=87.1059
2021-03-24,=1221.4500,=1227.7200,=1990220762582.2600,=657559553767,=477336829430.0200,=87.7850,=0.2531,=94.2778,=91.3451,=87.0921
2021-03-23,=1236.4700,=1242.8200,=2017553871393.3201,=662330197537,=448838311660.6701,=88.5578,=0.2981,=94.2778,=91.3586,=87.0921
2021-03-22,=1242.7600,=1249.1300,=2036188324021.8999,=666589150183,=445075849226.0100,=88.9998,=0.3313,=94.2778,=91.3721,=87.0921
2021-03-19,=1231.2900,=1237.6100,=2014890081583.1001,=659217052166,=437034711933.9101,=88.3529,=0.2956,=94.2778,=91.4329,=87.0921
2021-03-18,=1241.3100,=1247.6800,=2033288493089.1299,=665807476646,=441312195072.7400,=89.1495,=0.3418,=94.2778,=91.4936,=87.0921
2021-03-17,=1236.5400,=1242.8900,=2026132116334.1399,=661020075609,=439120038455.5101,=88.7247,=0.3057,=94.3162,=91.5050,=86.8836
2021-03-16,=1220.3700,=1226.6300,=1998973313044.9004,=650405543982,=432462730140.1101,=83.1707,=0.0897,=94.3162,=91.5164,=86.8836
2021-03-15,=1223.3900,=1229.6700,=2005609187831.6001,=650678131920,=434212934836.9400,=82.7259,=0.0645,=94.3162,=91.5178,=87.0921
2021-03-12,=1261.3200,=1267.8000,=1817538872639.1699,=654683096076,=429166979432.5000,=81.1953,=0.0130,=94.3162,=91.5193,=87.1059
2021-03-11,=1267.3000,=1273.8100,=1825009021838.9900,=656461163144,=431553755987.0200,=82.0146,=0.0261,=94.3162,=91.5227,=87.1450
2021-03-10,=1232.7300,=1239.0600,=1768612008751.6101,=641392722873,=419583833297.2100,=80.2334,=0,=94.3163,=91.5260,=87.1450
2021-03-09,=1230.1400,=1236.4500,=1756359567425.6602,=636125082074,=417678260047.5401,=80.8726,=0,=94.3163,=91.5267,=87.2087
2021-03-08,=1275.4600,=1282,=1819673111952.4695,=657412946234,=432323718314.6101,=85.0223,=0.0867,=94.3163,=91.5274,=87.4185
2021-03-05,=1329.8400,=1336.6700,=1892536575827.3403,=685801584736,=450938827091.4800,=87.4629,=0.2081,=94.3163,=91.5480,=87.4515
2021-03-04,=1324.1600,=1330.9600,=1886908756088.4399,=680810016194,=449239738018.0901,=87.0921,=0.1689,=94.3163,=91.5685,=87.4515
2021-03-03,=1359.4000,=1366.3800,=1927723454547.0100,=700479543667,=460928775591.9900,=89.4726,=0.3061,=94.3327,=91.5888,=87.4515
2021-03-02,=1352.0400,=1358.9800,=1918912376244.6201,=696564754310,=458510323744.7800,=88.6647,=0.2603,=94.3327,=91.6090,=87.4515
2021-03-01,=1358.1400,=1365.1100,=1922413223779.1299,=699461370470,=461024291182.4900,=88.7571,=0.2621,=94.3327,=91.6828,=87.4515
2021-02-26,=1325.5900,=1332.3900,=1875788786275.6101,=681653818666,=450463806486.8200,=86.6088,=0.1528,=94.3327,=91.7566,=87.4515
2021-02-25,=1349.7100,=1356.6400,=1915265111530.4497,=696825246573,=458074817561.5801,=87.8563,=0.2308,=94.3327,=91.8015,=87.4806
2021-02-24,=1365.6400,=1372.6500,=1931893977258.2800,=700573220410,=463260273436.6801,=93.3675,=0.6479,=94.7100,=91.8464,=87.4515
2021-02-23,=1390.5300,=1397.6600,=1970920433987.0205,=718556665541,=472164354821.8600,=90.3955,=0.3617,=94.7100,=91.8015,=87.4515
2021-02-22,=1389.9200,=1397.0500,=1961942550557.0696,=714524329678,=471775931355.2000,=94.2571,=0.7571,=94.7100,=91.8464,=87.4515
2021-02-19,=1427.9100,=1435.2400,=2024487747354.1604,=713589721615,=485603515588.9000,=94.9066,=0.8201,=94.7100,=91.8015,=87.4515
2021-02-18,=1429.7400,=1437.0800,=2029062481856.8096,=714252691377,=486386444839.2600,=94.2324,=0.7609,=94.3327,=91.7566,=87.4515
2021-02-10,=1437.0200,=1444.4000,=2022115524409.8296,=707290128887,=488472439136.6600,=94.2778,=0.7737,=94.7100,=91.6828,=87.4185
2021-02-09,=1427.6800,=1435.0100,=2004817685813.2305,=702080852363,=485136893148.2599,=93.3266,=0.6544,=94.7100,=91.6090,=87.4185
2021-02-08,=1382.4800,=1389.5800,=1927844249148.4504,=676327313921,=468795208011.2100,=90.7506,=0.3926,=94.7100,=91.5888,=87.4185
2021-02-05,=1368.8000,=1375.8300,=1920847542617.6899,=673098370617,=464150270680.9299,=90.3110,=0.3582,=94.7100,=91.6090,=87.4185
2021-02-04,=1394.1000,=1401.2500,=1953430106107.8696,=679573417642,=472375504529.9500,=92.3409,=0.5414,=94.7100,=91.6828,=87.4185
2021-02-03,=1410.1500,=1417.3800,=1968927072655.0696,=687664116224,=476212845348.4900,=93.8077,=0.7197,=94.8012,=91.6090,=87.2087
2021-02-02,=1438.0600,=1445.4400,=2003064415090.9705,=695960596352,=486465179516.7600,=95.2713,=0.8321,=94.8012,=91.5888,=87.2087
2021-02-01,=1421.4800,=1428.7800,=1992956235496.8301,=686994564421,=481175363305.2101,=94.8012,=0.8077,=94.7100,=91.5685,=87.2087
2021-01-29,=1421.9600,=1429.2600,=1991291586344.6699,=689752802792,=482231163322.4000,=94.3327,=0.7984,=94.3327,=91.5480,=87.2087
2021-01-28,=1421.5900,=1428.8800,=1979236370495.9299,=684985358945,=480707972250.9800,=94.3162,=0.7891,=94.3163,=91.5274,=87.2087
2021-01-27,=1458.3700,=1465.8600,=2031955348882.8501,=704183923024,=493574534881.9100,=96.9356,=0.8898,=94.7100,=91.5267,=87.1450
2021-01-26,=1478.4500,=1486.0400,=2079290478122.3301,=715954881046,=500755338031.9599,=98.2383,=0.9286,=94.3163,=91.5260,=87.1450
2021-01-25,=1498.6000,=1506.2900,=2100705673593.6599,=730239695585,=506980481077.3500,=99.5280,=0.9600,=94.2601,=91.5227,=87.1450
2021-01-22,=1486.3100,=1493.9400,=2079601227238.3401,=717097229946,=501079138589.0300,=99.5109,=0.9597,=94.1260,=91.5193,=87.1450
2021-01-21,=1482.2800,=1489.8900,=2076769619873.6001,=712288919835,=501105102220.2799,=99.5826,=0.9675,=93.9330,=91.5178,=87.1450
2021-01-20,=1481.4500,=1489.0600,=2067367072120.4600,=703891542707,=500179402359.8101,=99.0328,=0.9672,=93.9330,=91.5164,=87.1059
2021-01-19,=1443.9200,=1451.3300,=2019469442899.5896,=669315392132,=487294740727.1500,=92.3982,=0.6033,=93.8834,=91.5050,=87.1059
2021-01-18,=1481.2500,=1488.8500,=2070547663034.3999,=688639338385,=499670051680.2900,=98.5608,=0.9667,=93.8834,=91.4936,=87.1059
2021-01-15,=1447.5800,=1455.0100,=2027036921169.2600,=660645227001,=485674910519.1000,=96.1741,=0.9244,=93.8625,=91.4329,=87.1059
2021-01-14,=1447.2700,=1454.7000,=2041169363817.6396,=659092558026,=486640026622.7200,=96.0700,=0.9237,=93.8601,=91.3721,=87.1059
2021-01-13,=1407.4100,=1414.6400,=1983265224491.3501,=639947187642,=472480034123.3700,=93.3025,=0.7179,=93.8601,=91.3586,=86.8836
2021-01-12,=1405.2200,=1412.4400,=1983669471453.4104,=641583038991,=471850709736.4200,=93.5539,=0.7759,=93.8601,=91.3451,=86.8836
2021-01-11,=1390.6600,=1397.7900,=1964656602864.5601,=637142908486,=467171464798.6000,=93.1106,=0.7130,=93.8601,=91.2812,=86.8836
2021-01-08,=1378.7400,=1385.8200,=1940489004478.6201,=631843873261,=462813945749.5900,=88.0420,=0.2895,=93.8601,=91.2174,=86.8836
2021-01-07,=1381.9400,=1389.0400,=1930475062178.1299,=634747199342,=463740240877.5800,=88.9956,=0.3186,=93.8601,=91.2812,=86.8836
2021-01-06,=1415.0200,=1422.2900,=1981016486874.6499,=650526565791,=475569112971.9900,=91.5193,=0.5357,=93.8625,=91.3451,=86.8444
2021-01-05,=1425.1600,=1432.4800,=1982024435334.8799,=656840342989,=478453693452.8800,=92.4878,=0.6396,=93.8625,=91.2812,=86.8444
2021-01-04,=1422.1200,=1429.4200,=1966645600537.5305,=656966997859,=477303166994.6201,=92.6701,=0.6636,=93.8625,=91.2174,=86.8444
2020-12-31,=1393.0300,=1400.1800,=1931431147474.4099,=640635223384,=466803401682.6201,=90.0716,=0.3945,=93.8625,=91.2074,=86.8444
2020-12-30,=1362.9100,=1369.9100,=1880993339269.9199,=621717432692,=456275634434.9300,=87.8155,=0.2870,=93.8625,=91.2174,=86.8444
2020-12-29,=1337.4700,=1344.3300,=1834800564988.8301,=609542857862,=446488695988.5102,=87.1059,=0.2243,=93.8834,=91.2812,=86.4715
2020-12-28,=1339.0100,=1345.8800,=1833003734936.5496,=610021673699,=447054373583.3900,=91.3721,=0.5094,=93.8834,=91.3451,=86.4715
2020-12-25,=1349.7900,=1356.7200,=1856995852196.2100,=614046871476,=450402790198.0701,=91.5685,=0.5524,=93.8834,=91.2812,=86.4715
2020-12-24,=1348.0100,=1354.9300,=1855015673761.3896,=610602663363,=449655724262.0500,=90.7562,=0.4519,=93.8834,=91.2174,=86.4715
2020-12-23,=1376.6000,=1383.6600,=1896273851414.8701,=624637385789,=459416905151.9302,=92.6725,=0.6505,=93.8834,=91.2812,=86.4715
2020-12-22,=1358.6200,=1365.5900,=1871469205397.0601,=616161802767,=453646215866.7801,=91.9308,=0.5882,=93.9330,=91.2174,=86.3475
2020-12-21,=1388.6700,=1395.8000,=1898999239817.7705,=626088582771,=463182953159.8199,=93.8625,=0.7822,=93.9330,=91.2074,=86.3475
2020-12-18,=1361.1100,=1368.0900,=1871939335224.6499,=613786287454,=453875413318.5800,=91.6090,=0.5700,=93.9330,=91.1974,=86.3475
2020-12-17,=1363.3600,=1370.3600,=1883715339487.8799,=615295286150,=454606394644.4100,=91.4936,=0.5354,=93.9330,=91.0570,=86.3475
2020-12-16,=1345.1300,=1352.0400,=1857689779602.0400,=607297817316,=448990343046.3400,=90.3188,=0.4388,=93.9330,=90.9167,=86.3475
2020-12-15,=1363.1800,=1370.1800,=1897581484664.5000,=616202810572,=456037672753.5500,=91.3451,=0.5258,=94.1260,=91.0570,=86.0537
2020-12-14,=1375.0600,=1382.1200,=1919584719112.9600,=618391747760,=460922941748.2300,=90.8798,=0.4896,=94.1260,=90.9167,=86.0537
2020-12-11,=1362.9600,=1369.9600,=1181564469277.5200,=505129105912,=350613311811.8001,=81.3891,=0,=94.1260,=91.0570,=86.0537
2020-12-10,=1360.1800,=1367.1700,=1168246279503.3398,=496970998442,=342101273952.2401,=82.4641,=0.0213,=94.1260,=91.1974,=86.3475
2020-12-09,=1365.0400,=1372.0400,=1162724580685.7000,=493414208174,=337485598734.4900,=83.3162,=0.0753,=94.1260,=91.2074,=86.4715
2020-12-08,=1398.7300,=1405.9100,=1187737944632.3799,=503425325552,=343415017371.1201,=81.7985,=0,=94.2601,=91.2174,=86.4715
2020-12-07,=1406.1900,=1413.4100,=1191623217956.3604,=503940975452,=343047776371.3701,=82.4211,=0,=94.2601,=91.3669,=86.8444
2020-12-04,=1404.8700,=1412.0800,=1189292350064.8098,=501513729869,=341362230537.3900,=82.6230,=0.0111,=94.2601,=91.5164,=86.8836
2020-12-03,=1410.8300,=1418.0700,=1195780787407.6201,=503462434355,=343049236808.5299,=82.8524,=0.0112,=94.2601,=91.5212,=87.1450
2020-12-02,=1408.4900,=1415.7200,=1191973136062.8999,=501571982193,=343318237400.6200,=82.9412,=0.0114,=94.2601,=91.5260,=87.2087
2020-12-01,=1404.2400,=1411.4500,=1186222644142.6101,=498445544521,=340780128157.4400,=86.4715,=0.1494,=94.3163,=91.5267,=87.2087
2020-11-30,=1385.4800,=1392.5900,=1166677110280.8398,=489577952837,=334887713151.4900,=85.8102,=0.0930,=94.3163,=91.5274,=87.4185
2020-11-27,=1387.7700,=1394.8900,=1161977126579.3701,=486948875534,=332884584017.3101,=85.7858,=0.0824,=94.3163,=91.6420,=87.4515
2020-11-26,=1385.3100,=1392.4200,=1158368835112.3501,=484214603022,=331030400623.5200,=85.7416,=0.0714,=94.3163,=91.7566,=87.4806
2020-11-25,=1388.3600,=1395.4900,=1159084883824.5698,=485096388920,=331909216400.1900,=86.0391,=0.0843,=94.3163,=91.8015,=87.6046
2020-11-24,=1412.7500,=1420,=1176127610459.2502,=493062472663,=336816391526.2301,=87.2087,=0.1463,=94.7100,=91.8464,=87.6046
2020-11-23,=1418.1000,=1425.3800,=1181127539667.2400,=494513699905,=337292682019.1099,=86.8836,=0.1235,=94.7100,=92.0495,=87.8489
2020-11-20,=1430.7200,=1438.0600,=1193632618571.0500,=497760190755,=340599322691.3300,=87.6046,=0.1750,=94.7100,=92.2525,=88.0624
2020-11-19,=1435.9200,=1443.3000,=1201783476967.8799,=500718230993,=341412098440.1801,=87.8489,=0.1772,=94.7100,=92.2764,=88.2045
2020-11-18,=1419.2300,=1426.5100,=1184158849502.5801,=492298578645,=337158293105.3700,=87.4185,=0.1410,=94.7100,=92.3003,=88.8089
2020-11-17,=1430.8100,=1438.1500,=1192583605302.0601,=451950252715,=340184969266.9301,=88.2045,=0.1818,=94.8547,=92.3293,=88.8089
2020-11-16,=1446.9500,=1454.3800,=1206136279110.2998,=458348728121,=344060674190.5801,=93.2096,=0.5921,=94.8547,=92.3583,=89.1227
2020-11-13,=1436.8900,=1444.2600,=1197747870582.9902,=454151824966,=344077455028.3200,=92.4382,=0.5200,=94.8547,=92.3293,=89.1227
2020-11-12,=1413.2900,=1420.5500,=1176704090022.1001,=444477479516,=337025812038.1500,=87.4515,=0.1486,=94.8547,=92.3003,=89.1227
2020-11-11,=1395.5100,=1402.6700,=1160894138512.6599,=440056426788,=331238227113.7700,=82.5026,=0,=94.8547,=92.3293,=89.1262
2020-11-10,=1441.9600,=1449.3700,=1202567053981.1599,=455321221225,=343624827303.3702,=84.9041,=0.0278,=95.1544,=92.3583,=89.1262
2020-11-09,=1485.1500,=1492.7700,=1239768349558.7100,=466753693831,=353235984551.5399,=87.1450,=0.1127,=95.1544,=92.4540,=89.2105
2020-11-06,=1441.4700,=1448.8700,=1201932036934.0901,=442588613866,=339929707528.6700,=88.8089,=0.1429,=95.1544,=92.5496,=89.6155
2020-11-05,=1475.3800,=1482.9500,=1229125224954.2700,=441395748047,=347164628782.8500,=95.3236,=0.8261,=95.1544,=92.5566,=89.6560
2020-11-04,=1458.9000,=1466.3800,=1217884174405.8899,=422092260339,=343913927253.8599,=90.3705,=0.2794,=94.8547,=92.5496,=89.6560
2020-11-03,=1449.0100,=1456.4400,=1211363557396.1699,=421126430181,=343050011248.2301,=90.1587,=0.2537,=95.1544,=92.5566,=89.6155
2020-11-02,=1400.9100,=1408.1000,=1170828672881.1699,=407602149639,=331422343133.1700,=86.8444,=0.1061,=95.1544,=92.5636,=89.6155
2020-10-30,=1393.9100,=1401.0600,=1163014167246.0400,=402523749270,=330257052096.7201,=83.0142,=0,=95.1544,=92.6236,=89.6560
2020-10-29,=1412.0600,=1419.3000,=1177101621272.9500,=404819370227,=271180146917.6100,=90.6491,=0.2656,=95.1544,=92.6835,=89.9233
2020-10-28,=1406.0700,=1413.2400,=1170231385785.8098,=400077725310,=214405945795,=87.4806,=0.0952,=95.1544,=92.8762,=89.9233
2020-10-27,=1385.7500,=1392.8100,=1151903204752.3501,=387292688014,=178538817616.3800,=89.2105,=0.1452,=95.2072,=93.0689,=89.9233
2020-10-26,=1356.1100,=1363.0200,=1126704682503.9302,=381252435265,=173565337577.6700,=89.6560,=0.1639,=95.2072,=93.0851,=90.0458
2020-10-23,=1336.5300,=1343.3400,=1110865996069.6602,=369599252479,=170903622407.6500,=88.0624,=0.1000,=95.2072,=93.1013,=90.2686
2020-10-22,=1376.5800,=1383.5900,=1147571375610.1001,=381398088346,=173103995613.9700,=91.5260,=0.3051,=95.2072,=93.2302,=90.4290
2020-10-21,=1396.9800,=1404.1000,=1162595061293.5698,=385443684948,=172302180456.6200,=93.4340,=0.5690,=95.2072,=93.3591,=90.4290
2020-10-20,=1426.1800,=1433.4500,=1188391902949.8098,=395541621137,=175789309552.8100,=95.1544,=0.7719,=95.3624,=93.2302,=90.2686
2020-10-19,=1412.1500,=1419.3400,=1175213016654.7000,=391755651891,=173857352934.3000,=94.1260,=0.6964,=95.3624,=93.1013,=90.2686
2020-10-16,=1438.5300,=1445.8600,=1193841771710.7302,=398188413949,=177041595029.8300,=96.3025,=0.8545,=95.3624,=93.0851,=90.2686
2020-10-15,=1453.7900,=1461.2000,=1205795365672.9900,=402995482398,=169745998326.1200,=97.3364,=0.8889,=95.2072,=93.0689,=90.2686
2020-10-14,=1488.6700,=1496.2600,=1233986632130.2998,=411426268701,=173818816475.1000,=99.8527,=0.9623,=94.8547,=92.8762,=90.2686
2020-10-13,=1497.6000,=1505.2300,=1246085167291.2200,=415308934303,=174946048704.3800,=100.2957,=1,=94.8547,=92.6835,=90.0458
2020-10-12,=1490.5800,=1498.1700,=1241214699457.0105,=414055810043,=174202012634.8100,=99.6689,=0.9804,=94.7100,=92.6236,=90.0458
2020-10-09,=1465.9600,=1473.4300,=1219332709066.5798,=406060672583,=171315011280.8401,=98.1243,=0.9800,=94.3163,=92.5636,=90.0458
2020-09-30,=1418.8000,=1426.0300,=1179092484155,=392701017582,=165626519853.2300,=95.2072,=0.8776,=94.2601,=92.5566,=90.0458
2020-09-29,=1389.9600,=1397.0500,=1157465469804.8999,=356316922954,=162331005705.3201,=93.3778,=0.6250,=93.9330,=92.5496,=90.0458
2020-09-28,=1338.9500,=1345.7700,=1115573336814.1001,=342370571889,=156431465306.3300,=90.0458,=0.2128,=94.2601,=92.4540,=89.9233
2020-09-25,=1364.0200,=1370.9800,=1133849732712,=348885073293,=159168036745.1400,=92.3583,=0.4783,=94.2601,=92.5496,=89.9233
2020-09-24,=1394.9300,=1402.0300,=1159680456596.1001,=351539835303,=162825578828,=93.9330,=0.7778,=94.2601,=92.5566,=89.9233
2020-09-23,=1423.9000,=1431.1600,=1185631003098.7000,=360385311818,=166277944929.4200,=95.8734,=0.9318,=94.2601,=92.5496,=89.9233
2020-09-22,=1390.0900,=1397.1700,=1159419556603.6001,=352013796365,=162502957655.6300,=93.3591,=0.6279,=93.8834,=92.4249,=89.9233
2020-09-21,=1397.7500,=1404.8700,=1167194930174.3000,=355554365948,=163408449588.0501,=93.7890,=0.7381,=94.2601,=92.3003,=89.6155
2020-09-18,=1403.9000,=1411.0500,=1171591993411.2000,=355354991014,=164223375665.1900,=94.2601,=0.8049,=94.2601,=92.2764,=89.6155
2020-09-17,=1383.5900,=1390.6400,=1154997855215,=349931068257,=161914804488.5800,=92.5636,=0.5750,=93.8834,=92.2525,=89.6155
2020-09-16,=1349.6700,=1356.5500,=1127462763108.2998,=340330451514,=157961729011.3000,=89.9233,=0.2308,=93.8834,=92.0495,=89.6155
2020-09-15,=1364.6000,=1371.5600,=1143649895729.7000,=344229546913,=159803691613.6500,=91.1974,=0.3421,=93.8834,=92.2525,=89.6155
2020-09-14,=1348.0700,=1354.9400,=1128170363146.1001,=337858085454,=157781913679.0600,=90.2686,=0.2432,=94.3163,=92.2764,=89.1262
2020-09-11,=1312.5100,=1319.2000,=1030320851047.4000,=324963777897,=147723590585.8500,=86.0537,=0.1111,=94.3163,=92.3003,=89.1262
2020-09-10,=1280.1900,=1286.7100,=1006940307569.1000,=316553238878,=144097672184.1600,=84.0138,=0,=94.3163,=92.4249,=89.6155
2020-09-09,=1298.0800,=1304.6900,=1016491875384.9000,=321921135769,=146074505205.3900,=85.8502,=0.0588,=94.3163,=92.5496,=90.4290
2020-09-08,=1344.6100,=1351.4600,=1051751880650,=334798676499,=151231431221.2000,=89.1227,=0.0909,=94.3163,=92.6165,=90.8415
2020-09-07,=1356.7000,=1363.6100,=1060219391409.4000,=338427854049,=152610523090.7900,=89.6155,=0.1250,=94.7100,=92.6835,=90.8415
2020-09-04,=1390.2800,=1397.3700,=1088356495239.7000,=348199316155,=156112127133.7301,=91.5274,=0.2903,=94.7100,=92.8762,=90.9167
2020-09-03,=1402.1400,=1409.2900,=1094817091759.8000,=348586473580,=157543839462.1900,=92.3003,=0.4000,=94.7100,=93.0689,=90.9167
2020-09-02,=1422.9500,=1430.2000,=1111426386962.8000,=351962340139,=160234610894.2600,=93.4930,=0.6207,=94.7100,=93.0851,=90.9167
2020-09-01,=1426.6500,=1433.9200,=1115106465835.5000,=354175042408,=160398967234.7000,=93.6222,=0.6429,=94.7100,=93.0689,=90.9167
2020-08-31,=1423.2400,=1430.4900,=1117418142390.8999,=352446341587,=160085697777.2001,=93.4036,=0.6296,=94.8547,=92.8762,=90.8415
2020-08-28,=1413.6400,=1420.8400,=1106404195472.3000,=349161887008,=158684385952.4900,=93.0689,=0.5385,=94.8547,=92.6835,=90.8415
2020-08-27,=1417.5600,=1424.7800,=1108350174752.3999,=348427967931,=159247234500.2300,=92.2525,=0.4400,=94.8547,=92.6165,=90.8415
2020-08-26,=1383.3100,=1390.3500,=1080707647724.1000,=338183821083,=155362200015.1200,=89.1262,=0.1250,=94.8547,=92.6835,=90.8415
2020-08-25,=1427.7000,=1434.9800,=1112624262831,=349666937839,=159692432532.2601,=93.1013,=0.5217,=94.8547,=92.8924,=90.9167
2020-08-24,=1450.6700,=1458.0600,=1130440807456.2000,=354857328609,=162384581520.6700,=94.8547,=0.7727,=95.3624,=92.6835,=90.8415
2020-08-21,=1447.7100,=1455.0900,=1129408311751.8000,=355290986662,=161394786516.3000,=90.4290,=0.1429,=95.3624,=92.6165,=90.8415
2020-08-20,=1442.5800,=1449.9300,=1122032986668.3999,=354918040359,=160089083303,=90.9167,=0.2000,=95.3624,=92.6835,=90.9167
2020-08-19,=1472.0200,=1479.5200,=1144418760615.3000,=360781142891,=163316655404.0300,=91.7566,=0.3158,=95.3624,=93.0357,=91.2174
