日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM平均值,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-10-23,=1401.2600,=1444.0200,=4924297440856.7197,=3777161757439,=2128397791286.5190,=65.3187,=0.6423,=82.6230,=59.9373,=52.5397
2025-10-22,=1405.4100,=1448.3000,=4937419737356.4102,=3797138257029,=2136091999802.6023,=65.3038,=0.6412,=82.6230,=59.9265,=52.5397
2025-10-21,=1406.3200,=1449.0800,=4933473861322.9502,=3786252721335,=2133473592134.5601,=65.6723,=0.6528,=82.6230,=59.9157,=52.5397
2025-10-20,=1367.9000,=1409.4700,=4788846838723.8408,=3676445037553,=2071845124084.3877,=64.2988,=0.6312,=82.6230,=59.9148,=52.5397
2025-10-17,=1363.1700,=1404.5100,=4764942520657.2002,=3658198742882,=2062809584503.9253,=64.0483,=0.6262,=82.6230,=59.9138,=52.5397
2025-10-16,=1416.5800,=1459.4800,=4944418891197.3301,=3792053439594,=2142255360143.7605,=66.5600,=0.6654,=82.6435,=59.9068,=52.4737
2025-10-15,=1430,=1473.3100,=4987372527751.5498,=3826911927387,=2139654303011.8960,=67.9104,=0.6809,=82.6435,=59.8997,=52.4737
2025-10-14,=1410.3000,=1453.0200,=4899993106218.3398,=3757793131002,=2108257526072.4517,=67.0414,=0.6688,=82.6435,=59.8421,=52.4737
2025-10-13,=1473.0200,=1517.6300,=5141180034656.0996,=3928454543609,=2205083366977.2998,=70.2447,=0.7017,=82.6435,=59.7844,=52.4737
2025-10-10,=1452.6800,=1496.6800,=5035222228258.3398,=3874252989666,=2172216819611.4021,=69.2539,=0.6975,=82.6435,=59.7540,=52.4737
2025-10-09,=1539.0800,=1585.7000,=5349365841743.8711,=4106925010749,=2304954959164.3589,=72.9678,=0.7124,=82.6766,=59.7236,=52.4571
2025-09-30,=1495.2900,=1540.5800,=5232703957702.7607,=3995569962348,=2242284665074.5703,=70.6633,=0.7042,=82.6766,=59.7158,=52.4571
2025-09-29,=1470.4100,=1514.9500,=5154493949166.0117,=3952348926498,=2206144846168.2974,=69.4750,=0.6992,=82.6766,=59.7079,=52.4571
2025-09-26,=1450.8200,=1494.7700,=5097947945419.9805,=3916853718302,=2177162716461.3215,=68.3553,=0.6902,=82.6766,=59.7015,=52.4571
2025-09-25,=1474.4900,=1519.1500,=5173487959929.2813,=3991473838774,=2214869075971.9702,=68.7185,=0.6963,=82.6766,=59.6951,=52.4571
2025-09-24,=1456.4700,=1500.5300,=5116968856731.3301,=3942157113816,=2188965806666.8916,=67.7878,=0.6842,=82.7259,=59.6800,=52.4546
2025-09-23,=1407.3000,=1449.8800,=4947327634430.7393,=3819346804033,=2116286851137.0496,=65.2432,=0.6457,=82.7259,=59.6649,=52.4546
2025-09-22,=1408.6400,=1451.2600,=4966554559732.3008,=3836291910659,=2120086266092.6001,=58.8929,=0.4645,=82.7259,=59.6643,=52.4546
2025-09-19,=1362.6500,=1403.8700,=4793486017493.2607,=3706304523704,=2047822135641.4705,=63.5293,=0.6204,=82.7259,=59.6649,=52.4546
2025-09-18,=1380.3500,=1422.1100,=4861915280540.8398,=3769733170518,=2077090649466.9780,=64.1509,=0.6337,=82.7259,=59.6643,=52.4546
2025-09-17,=1370.4300,=1411.8900,=4812701808185.3994,=3748690896532,=2060557113312.6985,=63.5006,=0.6190,=82.8515,=59.6637,=52.4166
2025-09-16,=1358.0500,=1399.1300,=4742423054629.2002,=3730212613000,=2040025675392.4541,=62.7533,=0.5923,=82.8515,=59.6616,=52.4166
2025-09-15,=1340.4000,=1380.9500,=4681330951641.6211,=3677157361624,=2014373143114.6384,=62.0510,=0.5680,=82.8515,=59.6595,=52.4166
2025-09-12,=1338.0200,=1378.5000,=4620739657744.4502,=3619510455291,=2002570591174.5576,=60.3360,=0.5196,=82.8515,=59.6586,=52.4166
2025-09-11,=1326.0300,=1366.1500,=4601378951536.2900,=3590153827483,=1981599323746.2241,=61.1108,=0.5425,=82.8515,=59.6577,=52.4166
2025-09-10,=1259.1000,=1296.9400,=4352242424735.8198,=3385280222870,=1881849761379.3069,=58.0396,=0.4218,=82.8524,=59.6466,=52.3591
2025-09-09,=1245.5300,=1282.9000,=4318185081812.2822,=3348421676828,=1861522136515.6731,=57.6228,=0.3989,=82.8524,=59.6577,=52.3591
2025-09-08,=1275.8700,=1314.1500,=4463376138559.2598,=3398446114361,=1909021819511.7605,=59.3722,=0.4843,=82.8524,=59.6586,=52.3591
2025-09-05,=1268.5500,=1306.6200,=4446499357456.5215,=3357343388476,=1898257281709.8411,=58.3270,=0.4357,=82.8524,=59.6595,=52.3591
2025-09-04,=1226.9800,=1263.8000,=4319010717215.8110,=3240579009344,=1836947947223.9292,=56.8347,=0.3596,=82.8524,=59.6616,=52.3591
2025-09-03,=1306.4800,=1345.6800,=4555820666492.5703,=3465530916886,=1953862968572.0630,=59.5269,=0.4919,=82.8655,=59.6637,=52.3560
2025-09-02,=1328.2800,=1368.1300,=4604706693469.2998,=3533607223602,=1995133588592.6023,=60.2225,=0.5141,=82.8655,=59.6643,=52.3560
2025-09-01,=1357.1500,=1397.8700,=4681471177669.6201,=3606200340527,=2037708045175.3340,=62.2819,=0.5726,=82.8655,=59.6637,=52.3560
2025-08-29,=1341.3100,=1381.5600,=4628172441629.3701,=3535845880296,=2010016776421.6624,=65.9534,=0.6578,=82.8655,=59.6616,=52.3560
2025-08-28,=1364.6000,=1405.5500,=4727439752450.1289,=3619532279427,=2032479439839.7351,=67.4661,=0.6761,=82.8655,=59.6595,=52.3560
2025-08-27,=1272.5600,=1310.7400,=4379642951124.2002,=3384237857998,=1886975600157.5725,=64.2845,=0.6330,=82.9412,=59.6586,=52.3254
2025-08-26,=1270.8700,=1309,=4389031331149.9702,=3306640030939,=1882535527418.1589,=64.6776,=0.6359,=82.9412,=59.6577,=52.3254
2025-08-25,=1287.7300,=1326.3700,=4450097509525.8096,=3358953204108,=1902017765525.5583,=65.3539,=0.6437,=82.9412,=59.6466,=52.3254
2025-08-22,=1247.8600,=1285.3000,=4317809955978.9199,=3229466546049,=1839764061865.8030,=64.7059,=0.6378,=82.9412,=59.6354,=52.3254
2025-08-21,=1149.1500,=1183.6300,=3953232029783.7798,=2924063222895,=1692917614433.6541,=61.2257,=0.5434,=82.9412,=59.6286,=52.3254
2025-08-20,=1148.1500,=1182.6000,=3952128865162.6499,=2920098422400,=1691578040789.0752,=56.5916,=0.3531,=83.0142,=59.6218,=52.2968
2025-08-19,=1112.2700,=1145.4400,=3832580478926.1001,=2826870554543,=1635217128881.8081,=59.9157,=0.5093,=83.0142,=59.6286,=52.2968
2025-08-18,=1124.8200,=1158.3700,=3887232483793.1802,=2861615984119,=1654305704667.6218,=60.8572,=0.5325,=83.0142,=59.6218,=52.2968
2025-08-15,=1101.2900,=1134.1400,=3820548063678.1909,=2819276605592,=1619422368673.7629,=59.4295,=0.4890,=83.0142,=59.6199,=52.2968
2025-08-14,=1085.7400,=1118.1200,=3767756006288.9600,=2787397490375,=1596438246406.8347,=58.2818,=0.4381,=83.0142,=59.6218,=52.2968
2025-08-13,=1077.7000,=1109.8400,=3732971296341.6191,=2802512912007,=1584473685137.6040,=58.6116,=0.4515,=83.0366,=59.6286,=52.2877
2025-08-12,=1069.8100,=1101.7100,=3706145563808.9497,=2783476859682,=1572904985866.6206,=58.2290,=0.4347,=83.0366,=59.6354,=52.2877
2025-08-11,=1049.7300,=1081.0400,=3642759005355.2300,=2529934395052,=1542980791819.8650,=58.2301,=0.4351,=83.0366,=59.6466,=52.2877
2025-08-08,=1043.5400,=1074.6600,=3617779175479.8701,=2511464642318,=1534039186437.8840,=57.9561,=0.4216,=83.0366,=59.6577,=52.2877
2025-08-07,=1058.2100,=1089.5900,=3675789837827.2700,=2545422441336,=1556356529086.1226,=58.6767,=0.4554,=83.0366,=59.6586,=52.2877
2025-08-06,=1059.7600,=1091.1900,=3688010051168.1499,=2552456358949,=1559008643862.6753,=58.9570,=0.4705,=83.1707,=59.6595,=52.2833
2025-08-05,=1053.6500,=1084.8900,=3671440411786.2598,=2538823716025,=1549966509245.7480,=59.0298,=0.4726,=83.1707,=59.6616,=52.2833
2025-08-04,=1049.4100,=1080.5300,=3658438647137.7202,=2529073173566,=1543742061806.9285,=58.8786,=0.4664,=83.1707,=59.6637,=52.2833
2025-08-01,=1036.7700,=1067.5200,=3619260853132.1001,=2503198126785,=1524146587247.3289,=58.5435,=0.4504,=83.1707,=59.6643,=52.2833
2025-07-31,=1047.8700,=1078.8100,=3650845286607.9199,=2525855636750,=1540673832223.3257,=58.7949,=0.4631,=83.1707,=59.6649,=52.2833
2025-07-30,=1058.5700,=1089.8300,=3689318506611.8398,=2546332221233,=1555793814633.7971,=59.5262,=0.4906,=83.1804,=59.6800,=52.2645
2025-07-29,=1070.4500,=1102.0500,=3733436393676.7490,=2574870292542,=1573805255120.6111,=59.9884,=0.5066,=83.1804,=59.6951,=52.2645
2025-07-28,=1055.1100,=1086.2600,=3688022899119.4800,=2535856082394,=1551396449419.9851,=59.5818,=0.4938,=83.1804,=59.6800,=52.2645
2025-07-25,=1054.2000,=1085.3200,=3689854788597.4502,=2532141455547,=1550336239376.1362,=59.7079,=0.5008,=83.1804,=59.6951,=52.2645
2025-07-24,=1032.8400,=1063,=3624746999273.7891,=2438734826146,=1518543961353.7488,=59.1098,=0.4740,=83.1804,=59.6800,=52.2645
2025-07-23,=1020.8600,=1050.6700,=3575192180262.2109,=2411285777707,=1500763767555.1831,=58.6280,=0.4563,=83.2645,=59.6951,=52.2614
2025-07-22,=1016.2700,=1045.9500,=3563976632439.8906,=2399082026538,=1493852893219.5984,=58.0439,=0.4319,=83.2645,=59.7093,=52.2614
2025-07-21,=1007.8900,=1037.3300,=3531244785933.0996,=2355439308305,=1481817854193.6672,=57.3436,=0.3967,=83.2645,=59.7236,=52.2614
2025-07-18,=1007.5300,=1036.9500,=3528166140231.9102,=2352260412552,=1481154338574.4587,=57.1982,=0.3904,=83.2645,=59.7540,=52.2614
2025-07-17,=1005.6500,=1035.0200,=3517932682959.8813,=2345366277857,=1478754976936.5305,=56.9588,=0.3791,=83.2645,=59.7844,=52.2614
2025-07-16,=997.6300,=1026.7700,=3484288981691.3906,=2326997412156,=1466616742495.7195,=56.4287,=0.3480,=83.3102,=59.8421,=52.2454
2025-07-15,=996.2500,=1025.3400,=3482837453925.2490,=2321560206304,=1464833710154.7500,=56.6858,=0.3640,=83.3102,=59.8997,=52.2454
2025-07-14,=992.3900,=1021.3700,=3470905975534.8789,=2314632838481,=1459161370284.6858,=56.4458,=0.3494,=83.3102,=59.9068,=52.2454
2025-07-11,=994.4500,=1023.4800,=3479673926808.9009,=2310892336588,=1462353355018.6990,=56.8735,=0.3713,=83.3102,=59.9138,=52.2454
2025-07-10,=979.9900,=1008.4600,=3429152150546.2100,=2277369679712,=1440446334668.1174,=56.1231,=0.3234,=83.3102,=59.9256,=52.2454
2025-07-09,=983.1100,=1011.5800,=3439574671999.9897,=2285028897529,=1444983320289.0493,=56.1522,=0.3261,=83.3162,=59.9373,=52.2445
2025-07-08,=991.9500,=1020.6700,=3467076769012.7402,=2303928590739,=1458135651308.4814,=56.5271,=0.3547,=83.3162,=59.9467,=52.2445
2025-07-07,=978.2900,=1006.5300,=3422484076583.8804,=2272316178374,=1437846816479.3254,=55.8705,=0.3100,=83.3162,=59.9561,=52.2445
2025-07-04,=984.8000,=1013.2300,=3441705769743.4995,=2287013280037,=1447548937095.5544,=56.0166,=0.3178,=83.3162,=59.9733,=52.2445
2025-07-03,=984.9500,=1013.3700,=3442979575455.7900,=2289165666578,=1447925490226.8171,=56.1715,=0.3255,=83.3162,=59.9905,=52.2445
2025-07-02,=982.6400,=1010.9300,=3436183165782.0103,=2285385746226,=1444380597838.3335,=56.1252,=0.3233,=83.3205,=60.0147,=52.2287
2025-07-01,=994.8000,=1023.3700,=3477259529442.6304,=2315559636731,=1462613716611.5298,=56.8836,=0.3696,=83.3205,=60.0390,=52.2287
2025-06-30,=1003.4100,=1032.2300,=3505700207078.0591,=2335869650943,=1475130591942.8904,=57.0618,=0.3816,=83.3205,=60.0643,=52.2287
2025-06-27,=988.2100,=1016.5700,=3453117266703.0903,=2281056740684,=1452637375670.9800,=56.2440,=0.3300,=83.3205,=60.0897,=52.2287
2025-06-26,=989.9700,=1018.3800,=3460393809602.6494,=2282686191732,=1455500648314.4700,=56.4559,=0.3470,=83.3205,=60.0927,=52.2287
2025-06-25,=995.6100,=1024.1800,=3479575737696.6304,=2298358708419,=1464151821181.2000,=56.8588,=0.3649,=83.4433,=60.0958,=52.1730
2025-06-24,=978.7100,=1006.8000,=3415590264172.9302,=2261166679377,=1438725892488.9502,=55.8084,=0.3073,=83.4433,=60.1125,=52.1730
2025-06-23,=961.4900,=988.9700,=3357591491065.9595,=2202836097631,=1413042614998.5698,=55.1286,=0.2824,=83.4433,=60.1292,=52.1730
2025-06-20,=957.8700,=985.2500,=3327992911450.0898,=2192413340781,=1406646600266.8804,=54.8098,=0.2675,=83.4433,=60.1548,=52.1730
2025-06-19,=962.9400,=990.4700,=3344922929055.1387,=2206926433435,=1414207020193.5596,=55.1062,=0.2803,=83.4433,=60.1805,=52.1730
2025-06-18,=968.1800,=995.6800,=3369697567972.2891,=2220661296375,=1421848592284.7302,=55.1890,=0.2848,=83.5603,=60.2102,=52.1531
2025-06-17,=963.0800,=990.4400,=3356595500553.4185,=2205581260234,=1414664476495.2798,=54.9640,=0.2740,=83.5603,=60.2399,=52.1531
2025-06-16,=970.8900,=998.4700,=3388035514457.7197,=2226048954194,=1426298228910.3604,=55.0574,=0.2785,=83.5603,=60.2411,=52.1531
2025-06-13,=972.9400,=1000.4800,=3365871016751.8301,=2198536490376,=1400104219548.9202,=54.7286,=0.2627,=83.5603,=60.2423,=52.1531
2025-06-12,=977.9700,=1005.2000,=3377419968425.0601,=2209307587096,=1407113995454.1299,=54.7654,=0.2637,=83.5603,=60.2847,=52.1531
2025-06-11,=980.9300,=1008.2200,=3384896706956.3296,=2214071653203,=1411602471435.0300,=55.1650,=0.2800,=83.5862,=60.3270,=52.1265
2025-06-10,=982.9000,=1010.2400,=3392376063256.2402,=2214997694114,=1414175216987.1101,=55.1771,=0.2803,=83.5862,=60.3272,=52.1265
2025-06-09,=997.6100,=1025.3600,=3440372438635.2212,=2252477538209,=1435617074190.9795,=56.1459,=0.3195,=83.5862,=60.3275,=52.1265
2025-06-06,=991.6400,=1019.0900,=3414290443813.0811,=2226174121042,=1427731878569.9102,=55.9150,=0.3079,=83.5862,=60.3564,=52.1265
2025-06-05,=996.4100,=1023.9900,=3425405049250.0811,=2237987413305,=1434804743058.1399,=56.2192,=0.3217,=83.5862,=60.3854,=52.1265
2025-06-04,=986.1100,=1012.9100,=3396486340389.2104,=2216714872652,=1419999496611.2400,=55.5538,=0.2931,=83.7321,=60.3994,=52.1095
2025-06-03,=981.7100,=1008.3900,=3377964307215.3203,=2205128515854,=1413830963639.1699,=55.5115,=0.2917,=83.7321,=60.4135,=52.1095
2025-05-30,=977.0300,=1003.5100,=3369535777478.0195,=2196944803707,=1406634189352.0503,=55.5028,=0.2911,=83.7321,=60.4263,=52.1095
2025-05-29,=986.3000,=1012.4100,=3397258183850.7397,=2219401176928,=1420457792932.7805,=56.2690,=0.3220,=83.7321,=60.4391,=52.1095
2025-05-28,=970.6400,=996.3300,=3342190851618.6802,=2182864186389,=1397803224749.7900,=55.3960,=0.2856,=83.7321,=60.4426,=52.1095
2025-05-27,=972.9200,=998.6300,=3356142068918.8901,=2187857478646,=1401292989438.6602,=55.4435,=0.2875,=83.8552,=60.4460,=52.0912
2025-05-26,=982.2600,=1008.2200,=3386320358371.6309,=2212008368357,=1414977127167.3401,=55.7177,=0.2972,=83.8552,=60.4535,=52.0912
2025-05-23,=980.5800,=1006.4900,=3373162023540.2412,=2207732681161,=1412516080082.3904,=55.3644,=0.2846,=83.8552,=60.4610,=52.0912
2025-05-22,=990.7100,=1016.8900,=3408165160490.1904,=2229291042377,=1426949786119.3403,=56.0293,=0.3097,=83.8552,=60.4612,=52.0912
2025-05-21,=995.4900,=1021.7900,=3425677391795.4600,=2241479428042,=1433985911243.7402,=56.4019,=0.3313,=83.8552,=60.4614,=52.0912
2025-05-20,=997.6800,=1024.0400,=3435632718631.4502,=2247227929674,=1437113293604.7195,=56.0929,=0.3136,=84.0138,=60.5384,=52.0463
2025-05-19,=995.2500,=1021.5600,=3434290953891.8496,=2243877262807,=1433734706524.3301,=56.1274,=0.3139,=84.0138,=60.6154,=52.0463
2025-05-16,=995.2400,=1021.5400,=3430516607449.0498,=2244718821869,=1433228025683.4695,=56.2105,=0.3150,=84.0138,=60.6423,=52.0463
2025-05-15,=1000.9700,=1027.2800,=3445525299736.3906,=2256673838474,=1441325288062.2300,=56.4789,=0.3325,=84.0138,=60.6692,=52.0463
2025-05-14,=1013.7700,=1040.4200,=3491822109904.9609,=2284643821769,=1459921410284.6892,=57.0364,=0.3611,=84.0138,=60.6717,=52.0463
2025-05-13,=1009.6800,=1036.2200,=3479546285946.8491,=2275186988982,=1453614139868.7195,=56.8601,=0.3503,=84.0695,=60.6743,=52.0322
2025-05-12,=1011.2300,=1037.8100,=3488637772306.2300,=2279454620177,=1456549554204.0300,=57.3685,=0.3721,=84.0695,=60.6844,=52.0322
2025-05-09,=1006.3200,=1032.7700,=3475547482021.7798,=2271902811664,=1449179671385.6299,=56.8411,=0.3500,=84.0695,=60.6945,=52.0322
2025-05-08,=1026.4400,=1053.3500,=3549304762855.3804,=2312790977649,=1479088587549.4998,=59.0426,=0.4495,=84.0695,=60.6968,=52.0322
2025-05-07,=1030.1900,=1057.1900,=3564906898049.2388,=2318923753773,=1484535641982.4597,=59.1573,=0.4525,=84.0695,=60.6991,=52.0322
2025-05-06,=1026.5200,=1053.4300,=3542766412042.9902,=2308302153510,=1479326111198.6499,=58.7217,=0.4356,=84.2316,=60.7143,=52.0213
2025-04-30,=1012.4200,=1038.9600,=3496655135875.9507,=2275318628002,=1459202783091.1101,=57.7978,=0.3893,=84.2316,=60.7296,=52.0213
2025-04-29,=1003.8700,=1030.1800,=3475255936546.3496,=2259999595270,=1434597400642.7800,=57.5527,=0.3784,=84.2316,=60.7507,=52.0213
2025-04-28,=1002.8300,=1029.1200,=3477254888614.7305,=2262417127472,=1426979439630.8994,=57.1548,=0.3666,=84.2316,=60.7718,=52.0213
2025-04-25,=1004.5700,=1030.9100,=3477278093875.3496,=2261587092366,=1428557227076.8799,=59.4502,=0.4597,=84.2316,=60.8036,=52.0213
2025-04-24,=1003.3200,=1029.6200,=3479341008633.0298,=2238503812077,=1427000948317.6602,=59.3033,=0.4575,=84.2820,=60.8353,=52.0161
2025-04-23,=1012.6500,=1039.2000,=3509497800376.1299,=2257000327546,=1434061640374.9204,=60.4135,=0.4891,=84.2820,=60.8372,=52.0161
2025-04-22,=1016.2200,=1042.8600,=3526265265900.1196,=2267478156242,=1439358959443.1899,=60.8716,=0.5009,=84.2820,=60.8391,=52.0161
2025-04-21,=1019.4100,=1046.1400,=3531247738388.9609,=2275274503304,=1444188444043.8101,=62.3152,=0.5457,=84.2820,=60.8372,=52.0161
2025-04-18,=1008.6000,=1035.0400,=3500853539798.9292,=2190262298648,=1368339310642.2200,=63.0535,=0.5732,=84.2820,=60.8353,=52.0161
2025-04-17,=1016.8100,=1043.4700,=3529349773534.0103,=2206322000384,=1377898258205.5696,=63.2368,=0.5789,=84.3006,=60.8036,=52.0056
2025-04-16,=1014.5100,=1041.1100,=3525502872718.6909,=2201330625667,=1377442588032.8899,=63.4216,=0.5864,=84.3006,=60.7718,=52.0056
2025-04-15,=1006.3400,=1032.7200,=3489260399218.7700,=2182048315654,=1367949988358.9402,=63.2876,=0.5799,=84.3006,=60.7507,=52.0056
2025-04-14,=1014.2800,=1040.8700,=3514619842361.4604,=2200411203830,=1378357805536.4700,=63.5012,=0.5892,=84.3006,=60.7296,=52.0056
2025-04-11,=1011.7100,=1038.2300,=3510408971460.5303,=2195366694795,=1373871768093.5503,=63.5554,=0.5914,=84.3006,=60.7143,=52.0056
2025-04-10,=991.2200,=1017.2100,=3441601949557.2808,=2156949779037,=1345648453444.0500,=60.4391,=0.4930,=84.3123,=60.6991,=52.0053
2025-04-09,=980.5700,=1006.2800,=3410635769915.2896,=2134845307527,=1329794968429.7705,=59.6637,=0.4759,=84.3123,=60.7143,=52.0053
2025-04-08,=940.0900,=964.7400,=3263332681867.2495,=2047523755828,=1276224757936.5298,=57.4366,=0.3798,=84.3123,=60.7296,=52.0053
2025-04-07,=924.1700,=948.4000,=3203385580163.5898,=2005011909726,=1254685416207.3999,=56.0378,=0.3178,=84.3123,=60.7507,=52.0053
2025-04-03,=1018.0700,=1044.7600,=3504288742003.6699,=2207454871970,=1378231383017.5703,=62.2150,=0.5439,=84.3123,=60.7718,=52.0053
2025-04-02,=1022.7500,=1049.5600,=3505551371148.1104,=2215078130987,=1384556246074.6599,=62.8195,=0.5646,=84.3192,=60.7507,=52.0036
2025-04-01,=1024.3800,=1051.2300,=3508157269247.4502,=2218393314963,=1386243506772.3899,=62.7433,=0.5625,=84.3192,=60.7296,=52.0036
2025-03-31,=1022.7100,=1049.5300,=3509920825536.8101,=2212790155453,=1384724477979.8601,=62.3780,=0.5480,=84.3192,=60.7143,=52.0036
2025-03-28,=1029.4800,=1056.4700,=3532893835311.0698,=2230167736720,=1393790142062.7305,=62.6547,=0.5600,=84.3192,=60.6991,=52.0036
2025-03-27,=1040.5700,=1067.8500,=3571860328933.7490,=2253085670503,=1408888336878.2100,=63.4365,=0.5843,=84.3192,=60.6968,=52.0036
2025-03-26,=1029.0500,=1056.0300,=3531398478704.6411,=2233430700842,=1391642121786.2000,=62.7207,=0.5610,=84.3945,=60.6945,=51.9952
2025-03-25,=1031.7000,=1058.7400,=3539241637647.4102,=2239141746339,=1395341153473.6997,=62.9684,=0.5712,=84.3945,=60.6844,=51.9952
2025-03-24,=1045.9400,=1073.3600,=3588724321008.6299,=2265109492197,=1412329959949.0701,=63.4619,=0.5850,=84.3945,=60.6743,=51.9952
2025-03-21,=1042.8900,=1070.2300,=3585338238604.7998,=2260550966600,=1407877062011.2395,=63.3071,=0.5793,=84.3945,=60.6717,=51.9952
2025-03-20,=1064.7900,=1092.7100,=3657318309081.8799,=2305819032829,=1437288965857.9602,=64.6707,=0.6028,=84.3945,=60.6692,=51.9952
2025-03-19,=1076.9400,=1105.1700,=3692827370981.9102,=2331881460193,=1453930513437.5205,=65.5682,=0.6185,=84.4753,=60.6423,=51.9500
2025-03-18,=1089.8300,=1118.4000,=3733652010575.5811,=2362439663732,=1468017412305.5100,=66.1968,=0.6306,=84.4753,=60.6154,=51.9500
2025-03-17,=1083.2100,=1111.6100,=3715318237290.9102,=2347766532673,=1458277634621.0198,=65.7757,=0.6231,=84.4753,=60.5384,=51.9500
2025-03-14,=1088.1100,=1116.6400,=3734482532302.2710,=2343468841688,=1455273512172.6201,=66.1813,=0.6290,=84.4753,=60.4614,=51.9500
2025-03-13,=1069.7000,=1097.7500,=3674750873811.8701,=2306200249636,=1430833526954.1602,=65.3909,=0.6135,=84.4753,=60.4612,=51.9500
2025-03-12,=1092.7100,=1121.3500,=3753595589138.8501,=2351201035688,=1460306383247.2700,=66.7794,=0.6346,=84.5749,=60.4610,=51.8746
2025-03-11,=1100.7400,=1129.6000,=3775738072774.1899,=2369705387608,=1469719337704.2000,=66.7348,=0.6343,=84.5749,=60.4535,=51.8746
2025-03-10,=1105.1600,=1134.1400,=3783097395408.8589,=2377044236317,=1476930561607.9297,=67.0620,=0.6348,=84.5749,=60.4460,=51.8746
2025-03-07,=1107.6200,=1136.6600,=3792416061452.4790,=2388640894948,=1483797223305.2795,=67.4201,=0.6416,=84.5749,=60.4157,=51.8746
2025-03-06,=1121.5800,=1150.9900,=3844072544916.8701,=2417002751174,=1501130595569.8696,=68.0021,=0.6458,=84.5749,=60.3854,=51.8746
2025-03-05,=1083.8200,=1112.2300,=3730261602592.6299,=2334452422084,=1454527560884.0500,=66.1175,=0.6312,=84.5979,=60.3564,=51.8480
2025-03-04,=1080.6600,=1109,=3720828196017.3091,=2329575241576,=1452165285839.9297,=61.3765,=0.5278,=84.5979,=60.3275,=51.8480
2025-03-03,=1062.3500,=1090.2000,=3669246927498.0898,=2294312318820,=1426283939847.3301,=60.6743,=0.5067,=84.5979,=60.3272,=51.8480
2025-02-28,=1078.8000,=1107.0800,=3723731934299.0991,=2317995914501,=1445473734103.2100,=65.3907,=0.6158,=84.5979,=60.3270,=51.8480
2025-02-27,=1126.2900,=1155.8100,=3878267297875.0103,=2417309073138,=1506724749513.1597,=68.1176,=0.6478,=84.5979,=60.2847,=51.8480
