日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM中位数,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2021-12-30,=1375.5600,=1386.4300,=2746401267813.9502,=1151846917469,=898498191182.5895,=16.1826,=0.3732,=17.7131,=16.5277,=15.6619
2021-12-29,=1356.2100,=1366.9300,=2711278143622.5601,=1127057373770,=886108896689.9800,=15.8798,=0.2800,=17.7131,=16.5333,=15.6619
2021-12-28,=1369.6200,=1380.4400,=2737683950924.5000,=1138506021090,=895174319121.7103,=15.9437,=0.2951,=17.7131,=16.5403,=15.6619
2021-12-27,=1355.6400,=1366.3500,=2710780449736.1504,=1127098157321,=886361763148.5400,=15.3620,=0.1466,=17.7131,=16.5473,=15.6619
2021-12-24,=1358.7300,=1369.4700,=2720234205931.7100,=1126551565000,=887790040627.1101,=15.6908,=0.2133,=18.0292,=16.5565,=15.6619
2021-12-23,=1375.9700,=1386.8400,=2750361707108.9102,=1139571842783,=898779539512.3499,=16.0068,=0.3006,=18.0292,=16.5657,=15.6619
2021-12-22,=1375.0300,=1385.9000,=2755210853070.4204,=1139495219227,=898734189948.6801,=15.9434,=0.2899,=18.0292,=16.5797,=15.6619
2021-12-21,=1374.6500,=1385.5100,=2754845677655.7598,=1138153034547,=898639060113.0201,=15.7731,=0.2413,=18.0292,=16.5937,=15.6619
2021-12-20,=1363.9600,=1374.7300,=2731532650089.5000,=1126593759391,=891210735802.3699,=15.9317,=0.2828,=18.0292,=16.5962,=15.6619
2021-12-17,=1399.0600,=1410.1100,=2796405243296.5000,=1156553725219,=914408979102.4200,=16.7451,=0.5322,=18.0687,=16.5987,=15.6520
2021-12-16,=1425.9300,=1437.2000,=2844674002182.9902,=1179146765292,=931859991797.8600,=16.6831,=0.5191,=18.0687,=16.5962,=15.6520
2021-12-15,=1424.9000,=1436.1600,=2843673704063.9800,=1162110230506,=931077403936.0204,=16.5937,=0.5000,=18.0687,=16.5937,=15.6520
2021-12-14,=1439.4700,=1450.8400,=2870169993066.2397,=1172515463143,=940629447037.3898,=16.9675,=0.6047,=18.0687,=16.5822,=15.6520
2021-12-13,=1445.7100,=1457.1300,=2881434285893,=1176600945337,=945395826070.0900,=16.8790,=0.5651,=18.0687,=16.5657,=15.6520
2021-12-10,=1435.7000,=1447.0500,=2689702308005.9702,=1152334127614,=918305736306.8602,=15.0060,=0.0890,=18.0952,=16.5565,=15.6453
2021-12-09,=1434.5200,=1445.8600,=2673188520146.0996,=1143621277257,=911734149922.1896,=15.0508,=0.0923,=18.0952,=16.5657,=15.6520
2021-12-08,=1415.3700,=1426.5600,=2628021713737.1602,=1127435065034,=899080968250.7802,=14.9392,=0.0746,=18.0952,=16.5822,=15.6619
2021-12-07,=1389.4400,=1400.4200,=2583218897444.0698,=1106445453552,=882376854820.7100,=14.5823,=0.0329,=18.0952,=16.5987,=15.6737
2021-12-06,=1405.7700,=1416.8800,=2602198500305.5503,=1113735845369,=889353392223.7198,=14.8386,=0.0571,=18.0952,=16.6005,=15.6760
2021-12-03,=1444.8300,=1456.2500,=2667847557966.2598,=1132860211724,=911984058365.1300,=15.2848,=0.1205,=18.1227,=16.6022,=15.6760
2021-12-02,=1429.5000,=1440.7400,=2637473033875.5400,=1119187460830,=900801701589.0200,=15.1961,=0.1057,=18.1227,=16.6022,=15.6817
2021-12-01,=1456.4800,=1467.9400,=2687388537597.6997,=1143729797454,=918871825982.3101,=15.5242,=0.1576,=18.1227,=16.6022,=15.6868
2021-11-30,=1475.7100,=1487.3200,=2721062934318.2490,=1161097360291,=931881669954.1200,=15.8807,=0.2644,=18.1227,=16.6057,=15.7237
2021-11-29,=1471.2300,=1482.8000,=2708881140357.1401,=1155676880567,=928954740464.9902,=15.7237,=0.2012,=18.1227,=16.6091,=15.7237
2021-11-26,=1459.9300,=1471.4100,=2698394899291.9097,=1149369272292,=921710263934.5500,=15.3214,=0.1254,=18.2842,=16.6302,=15.6868
2021-11-25,=1468.0700,=1479.6200,=2715712183121.7197,=1155046752261,=926260367960.6500,=15.0687,=0.0859,=18.2842,=16.6513,=15.7248
2021-11-24,=1472.2200,=1483.8000,=2719381995925.5811,=1158059115512,=928854864691.6700,=14.9236,=0.0677,=18.2842,=16.6525,=15.7282
2021-11-23,=1476.2500,=1487.8600,=2728296264829.5811,=1141722696720,=931707249863.2400,=14.9431,=0.0679,=18.2842,=16.6536,=15.7422
2021-11-22,=1479.9900,=1491.6300,=2733004182971.4995,=1145614656975,=935247804099.1396,=15.2846,=0.1084,=18.2842,=16.6733,=15.7532
2021-11-19,=1444.7800,=1456.1500,=2676716290145.2798,=1122371951055,=915315424838.8000,=15.0049,=0.0745,=18.2870,=16.6930,=15.7532
2021-11-18,=1423.9700,=1435.1700,=2637823200029.5698,=1102942241268,=899726451761.2301,=14.5904,=0.0343,=18.2870,=16.6960,=15.7539
2021-11-17,=1436.1600,=1447.4500,=2662383773370.8096,=1110838619382,=906587061115.9702,=14.7818,=0.0438,=18.2870,=16.6989,=15.7559
2021-11-16,=1421.2700,=1432.4500,=2635205479243.1001,=1097278558083,=896393642596.9199,=14.6733,=0.0376,=18.2870,=16.7114,=15.7566
2021-11-15,=1432.6000,=1443.8700,=2659229174560.6899,=1106687863741,=904483407465.1600,=14.7454,=0.0377,=18.2870,=16.7239,=15.7649
2021-11-12,=1440.1600,=1451.4800,=2660949872017.9102,=1110186175146,=907295898186.3400,=14.6043,=0.0347,=18.3783,=16.7279,=15.7649
2021-11-11,=1437.1500,=1448.4500,=2662185044182.1704,=1105598857017,=859892408867.1101,=14.1204,=0.0095,=18.3783,=16.7320,=15.7965
2021-11-10,=1420.4500,=1431.6200,=2639921592666.4497,=1093603291955,=849779557647.6801,=14.1934,=0.0095,=18.3783,=16.7521,=15.8008
2021-11-09,=1420.5100,=1431.6800,=2633973363800.1602,=1094802731843,=850285624626.5699,=14.3976,=0.0191,=18.3783,=16.7723,=15.8074
2021-11-08,=1400.8000,=1411.8100,=2593550553735.5195,=1082065131608,=840307279887.9399,=13.9785,=0.0064,=18.3783,=16.7754,=15.8081
2021-11-05,=1396.7400,=1407.7200,=2604352244317.2900,=1080915537706,=839020148592.5901,=14.3462,=0.0128,=18.6041,=16.7784,=15.8081
2021-11-04,=1410.7400,=1421.8400,=2624172507297.2202,=1090307517171,=846437662680.4500,=14.8054,=0.0257,=18.6041,=16.7937,=15.8477
2021-11-03,=1399.5500,=1410.5600,=2599860478129.1104,=1081114144778,=839003937659.7599,=14.8525,=0.0258,=18.6041,=16.8090,=15.8506
2021-11-02,=1405.6400,=1416.6900,=2602540022360.9600,=1087762152405,=843565326963.3601,=14.9864,=0.0356,=18.6041,=16.8113,=15.8570
2021-11-01,=1404.2100,=1415.2500,=2598602921657.6211,=1085993279073,=843544156608.4901,=14.7998,=0.0227,=18.6041,=16.8136,=15.8602
2021-10-29,=1396.2000,=1407.1800,=2592600171984.9902,=1085679821372,=786489080975.6699,=15.1838,=0.0456,=18.6105,=16.8139,=15.8602
2021-10-28,=1356.3700,=1367.0400,=2519241912873.0498,=1027267789659,=732098608996.8098,=15.1349,=0.0392,=18.6105,=16.8141,=15.8646
2021-10-27,=1361.8200,=1372.5300,=2529188920493.4102,=1029315421138,=732714981137.4601,=15.4030,=0.0820,=18.6105,=16.8257,=15.8646
2021-10-26,=1376.1300,=1386.9500,=2571030626188.9600,=1032685489079,=737887185078.0901,=16.0505,=0.2368,=18.6105,=16.8373,=15.8668
2021-10-25,=1380.3100,=1391.1600,=2577675242181.3198,=1034218638024,=734894383150.7102,=16.1905,=0.2937,=18.6105,=16.8463,=15.8668
2021-10-22,=1368.1400,=1378.9000,=2561628608833.1011,=1023032486683,=726350243609.8402,=15.8646,=0.1987,=18.6483,=16.8554,=15.8646
2021-10-21,=1362.4000,=1373.1200,=2539932550161.0400,=1018587636486,=723719159843.7201,=15.8506,=0.1860,=18.6483,=16.8589,=15.8668
2021-10-20,=1373.5900,=1384.4000,=2568020631192.3398,=1027820965298,=730471752570.5898,=16.1382,=0.2667,=18.6483,=16.8623,=15.8792
2021-10-19,=1366.7900,=1377.5400,=2558927902757.4097,=1021365740146,=724645931203.1301,=16.4489,=0.3813,=18.6483,=16.8662,=15.8792
2021-10-18,=1352.5700,=1363.2100,=2534588363931.2700,=1010091165009,=717469279242.1903,=16.4811,=0.3960,=18.6483,=16.8701,=15.8792
2021-10-15,=1363.1600,=1373.8800,=2553454924880.1396,=1012600198520,=720864285253.3597,=16.4118,=0.3704,=18.6608,=16.8733,=15.8668
2021-10-14,=1347.2700,=1357.8600,=2530933245559.3799,=1004415316232,=713206452179.4598,=16.3671,=0.3311,=18.6608,=16.8766,=15.8668
2021-10-13,=1344.7600,=1355.3400,=2531462879984.3901,=1000309068071,=711296199193.8301,=16.5183,=0.4136,=18.6608,=16.8768,=15.8668
2021-10-12,=1319.3900,=1329.7700,=2489597718758.9302,=979519465860,=694867499091.1801,=16.2835,=0.3095,=18.6608,=16.8770,=15.8668
2021-10-11,=1349.7700,=1360.3900,=2534984883506.0596,=1000070161205,=709293133549.6599,=17.0647,=0.5836,=18.6608,=16.8810,=15.8668
2021-10-08,=1364.4600,=1375.1900,=2560405268887.1802,=1009056039133,=717203440175.1998,=17.0589,=0.5822,=18.7325,=16.8770,=15.8646
2021-09-30,=1368.7200,=1379.4800,=2563167234462.4902,=1013039202417,=720408185155.0302,=16.6989,=0.4570,=18.7325,=16.8768,=15.8646
2021-09-29,=1345.7700,=1356.3500,=2533371570540.2500,=996699279726,=707863851422.1099,=16.3387,=0.3207,=18.7325,=16.8770,=15.8646
2021-09-28,=1354.1000,=1364.7500,=2537913174757.0796,=999984330657,=711301517489.6700,=16.8090,=0.4706,=18.7325,=16.8810,=15.8646
2021-09-27,=1368.6900,=1379.4500,=2566920937609.0503,=1013295390280,=720621201111.5701,=16.9240,=0.5243,=18.7325,=16.8851,=15.8646
2021-09-24,=1375,=1385.8100,=2566548613775.5298,=1016590610354,=725410575709.5900,=17.6830,=0.7456,=18.7388,=16.8810,=15.8602
2021-09-23,=1363.7900,=1374.5100,=2552261731776.9502,=1006725739671,=718139370755.8499,=16.9056,=0.5210,=18.7388,=16.8770,=15.8602
2021-09-22,=1355.2800,=1365.9400,=2535594914187.8501,=999307663623,=712666300390.9100,=16.5191,=0.4211,=18.7388,=16.8768,=15.8602
2021-09-17,=1349.6800,=1360.3000,=2537333215314.8701,=984626705435,=709081251364.2002,=16.8766,=0.4965,=18.7388,=16.8770,=15.8602
2021-09-16,=1351.4300,=1362.0500,=2536165626613.7905,=985942588549,=710269322558.3900,=16.4293,=0.3852,=18.7388,=16.8810,=15.8602
2021-09-15,=1384.5200,=1395.4100,=2594963333550.5801,=1011818613996,=729034373805.4200,=17.0892,=0.5816,=18.7547,=16.8851,=15.8570
2021-09-14,=1396.6700,=1407.6500,=2619176657625.8701,=1020712437290,=734095922666.3900,=17.3384,=0.6441,=18.7547,=16.8810,=15.8570
2021-09-13,=1384.4300,=1395.3200,=2615686461935.7197,=1015869954394,=727819484475.2299,=17.0535,=0.5750,=18.7547,=16.8770,=15.8570
2021-09-10,=1426.8100,=1438.0300,=2547200094499.4902,=1054734744317,=733286370920.9100,=16.8623,=0.4946,=18.7547,=16.8735,=15.8570
2021-09-09,=1402.1900,=1413.2200,=2505116380713.3804,=1039263791388,=721204037946.1299,=16.3967,=0.3669,=18.7547,=16.8770,=15.8570
2021-09-08,=1412.7200,=1423.8300,=2530468807668.3999,=1049344548840,=726535892065.9701,=16.3535,=0.3430,=18.8088,=16.8810,=15.8477
2021-09-07,=1438.5700,=1449.8800,=2566481199580.3398,=1068720577907,=742206263095.3101,=16.4978,=0.4058,=18.8088,=16.8851,=15.8477
2021-09-06,=1439,=1450.3100,=2568192703120.0601,=1068038600605,=741918690827.8400,=17.1017,=0.5782,=18.8088,=16.8885,=15.8477
2021-09-03,=1400.8900,=1411.9100,=2512418493049.7300,=1045353465654,=723527001033.6101,=16.2448,=0.3212,=18.8088,=16.8851,=15.8477
2021-09-02,=1399.4800,=1410.4900,=2497679051900.9199,=1042346968637,=723513293322.2198,=16.6022,=0.4432,=18.8088,=16.8885,=15.8477
2021-09-01,=1424.6600,=1435.8700,=2532410765512.4604,=1054114214228,=734110117815.0502,=16.5657,=0.4338,=18.8275,=16.8919,=15.8081
2021-08-31,=1441.1700,=1452.5100,=2551319465519.1699,=1066797672965,=743824223208.9500,=16.7320,=0.4613,=18.8275,=16.8922,=15.8081
2021-08-30,=1471.4500,=1483.0300,=2614019144530.3101,=1093191148343,=748279908818.5798,=17.4003,=0.6630,=18.8275,=16.8925,=15.8081
2021-08-27,=1480.3100,=1491.9600,=2617386679840.3901,=1074801241202,=741676041849.1300,=16.9181,=0.5130,=18.8275,=16.8922,=15.8081
2021-08-26,=1497.3400,=1509.1100,=2645527127716.3403,=1084421618526,=746617930496.3899,=17.4965,=0.6903,=18.8275,=16.8919,=15.8081
2021-08-25,=1542.7800,=1554.9100,=2715647300189.3203,=1115942574571,=765074554404.2501,=18.7325,=0.7828,=18.9286,=16.8885,=15.8074
2021-08-24,=1578.0300,=1590.3900,=2754601739377.0801,=1137683818954,=754798180397.8800,=18.8275,=0.7970,=18.9286,=16.8851,=15.8074
2021-08-23,=1564.1100,=1576.3600,=2735504257518.5298,=1130020543575,=748221595296.1599,=18.6105,=0.7774,=18.9286,=16.8810,=15.8074
2021-08-20,=1529.0900,=1541.0600,=2672885589946.5801,=1100411169812,=730981990544.3602,=17.6633,=0.7348,=18.9286,=16.8770,=15.8074
2021-08-19,=1546.1100,=1558.2200,=2710315661718.0703,=1115729527661,=739581577379.9698,=18.2870,=0.7681,=18.9286,=16.8735,=15.8074
2021-08-18,=1507.9900,=1519.8000,=2653030130031.1699,=1090134779304,=721033054563.0499,=18.0952,=0.7595,=18.9485,=16.8701,=15.8008
2021-08-17,=1509.2500,=1521.0700,=2649298953158.7002,=1077297101771,=713793485540.8101,=20.8790,=0.8851,=18.9485,=16.8627,=15.8008
2021-08-16,=1547.9300,=1560.0600,=2728166464071.6401,=1106439688816,=729788865124.4298,=22.0257,=0.9769,=18.9286,=16.8554,=15.8008
2021-08-13,=1552.7800,=1564.9400,=2730121704931.8101,=1110490365864,=731955692972.0901,=21.3024,=0.9266,=18.8088,=16.8463,=15.8008
2021-08-12,=1586.5000,=1598.9300,=2815617596272.1812,=1114152089393,=747090263231.3600,=21.6222,=0.9651,=18.7547,=16.8373,=15.8008
2021-08-11,=1578.7900,=1591.1600,=2803911548536.8398,=1094119076671,=743245612205.5898,=20.3271,=0.8599,=18.7547,=16.8257,=15.7965
2021-08-10,=1588.1900,=1600.6300,=2834299703391.4600,=1100206379470,=747012318242.2100,=20.8815,=0.8984,=18.7388,=16.8141,=15.7965
2021-08-09,=1574.4400,=1586.7700,=2816546300769.9897,=1087914083838,=740460181183.3000,=21.5246,=0.9529,=18.6608,=16.8139,=15.7965
2021-08-06,=1586.6700,=1599.1000,=2855416785125.7500,=1093402091913,=744204510940.7202,=20.7469,=0.8937,=18.6483,=16.8136,=15.7965
2021-08-05,=1604.8100,=1617.3800,=2890492279231.5303,=1104268033146,=752551297799.6802,=21.2601,=0.9289,=18.6041,=16.7960,=15.7965
2021-08-04,=1605.8900,=1618.4700,=2869022749651.3389,=1098939509263,=752973587115.6998,=21.3524,=0.9444,=18.6041,=16.7784,=15.7649
2021-08-03,=1564.1900,=1576.4400,=2806367122505.7798,=1069040076298,=733238412359.7898,=20.5852,=0.8964,=18.3783,=16.7754,=15.7649
2021-08-02,=1599.4700,=1612,=2870966970983.5596,=1095933827495,=750209795553.8900,=20.9022,=0.9200,=18.2842,=16.7723,=15.7649
2021-07-30,=1591.2200,=1603.6800,=2854061882360.8101,=1087042214675,=744838439580.8800,=22.2023,=0.9880,=18.1227,=16.7481,=15.7649
2021-07-29,=1588.4700,=1600.9100,=2830261966638.8101,=1084054044159,=740599684048.8701,=22.5939,=0.9960,=18.0687,=16.7239,=15.7649
2021-07-28,=1518.7000,=1530.5600,=2705484876793.1401,=1035043826639,=708072457839.9700,=21.5786,=0.9676,=18.0687,=16.7085,=15.7566
2021-07-27,=1545.2900,=1557.3500,=2759330320077.6304,=1059052959862,=720842664677.3099,=21.9227,=0.9837,=18.0292,=16.6930,=15.7566
2021-07-26,=1556.9800,=1569.0600,=2740821525675.7202,=1062949016468,=726639041777.6798,=22.1669,=0.9918,=17.7131,=16.6733,=15.7566
2021-07-23,=1563.4900,=1575.6200,=2742985591204.3799,=1064790478105,=729813572940.4200,=22.0811,=0.9918,=17.6949,=16.6536,=15.7566
2021-07-22,=1582.1300,=1594.4100,=2783036825118.1201,=1076473155359,=738183275565.4600,=21.5019,=0.9753,=17.6886,=16.6525,=15.7566
2021-07-21,=1565.6400,=1577.7900,=2757294844344.5298,=1025569932128,=730331992763.5400,=21.5700,=0.9793,=17.6886,=16.6513,=15.7559
2021-07-20,=1522.6300,=1534.4400,=2690074549104.7798,=998626643322,=710250136628.1299,=20.8917,=0.9461,=17.6194,=16.6302,=15.7559
2021-07-19,=1514.1800,=1525.9300,=2683012541293.2603,=969108002887,=706247498431.0598,=20.7724,=0.9458,=17.6008,=16.6091,=15.7559
2021-07-16,=1525.2300,=1537.0700,=2717225147133.5811,=955275790329,=711422774243.7999,=20.7035,=0.9414,=17.5976,=16.6057,=15.7559
2021-07-15,=1560.7000,=1572.7500,=2775343764969.6602,=931456909772,=727692753119.3898,=20.8967,=0.9496,=17.5851,=16.6022,=15.7559
2021-07-14,=1556.7200,=1567.6700,=2786346529895.8101,=901911449159,=725539137335.4698,=21.1790,=0.9536,=17.5851,=16.6005,=15.7539
2021-07-13,=1590.9800,=1602.1700,=2826974544036.9204,=921872466666,=741890742087.9202,=21.3045,=0.9703,=17.5850,=16.5987,=15.7539
2021-07-12,=1601.6100,=1612.7600,=2857029354824.9302,=926406705806,=746681277056.2599,=21.8894,=0.9915,=17.5473,=16.5730,=15.7539
2021-07-09,=1583.7100,=1594.7400,=2838462281390.3398,=918983535905,=738497382929.9799,=22.2407,=0.9957,=17.5425,=16.5473,=15.7539
2021-07-08,=1610.7700,=1621.9900,=2877428129668.0898,=936918474215,=751580414669.7401,=22.8541,=1,=17.5295,=16.5403,=15.7539
2021-07-07,=1570.0300,=1580.9600,=2827256911407.7012,=913436985091,=732195931661.1201,=21.8870,=1,=17.5295,=16.5333,=15.7532
2021-07-06,=1532.7900,=1543.4700,=2764825943025.5200,=890915308707,=715082215087.0399,=21.2682,=0.9870,=17.5187,=16.5277,=15.7532
2021-07-05,=1575.8900,=1586.8700,=2844596933335.1699,=914130773469,=734699113194.2400,=21.6219,=1,=17.4926,=16.5220,=15.7532
2021-07-02,=1538.1600,=1548.8700,=2777647202407.4302,=895556968996,=717470365652.6000,=20.7712,=0.9825,=17.4811,=16.5176,=15.7532
2021-07-01,=1579.8000,=1590.8100,=2867994890534.5498,=920818010254,=737410846510.6200,=21.4301,=1,=17.4394,=16.5132,=15.7532
2021-06-30,=1588.2200,=1599.2800,=2889133208428.3799,=916416558998,=741109836962.8300,=21.2062,=0.9912,=17.4394,=16.5120,=15.7422
2021-06-29,=1562.0800,=1572.9600,=2826313906790.4600,=902289182040,=729124760078.2200,=21.3280,=1,=17.4294,=16.5108,=15.7422
2021-06-28,=1562.9800,=1573.6800,=2829507459775.3604,=902531764992,=729598285692.0898,=21.2444,=1,=17.4084,=16.5075,=15.7422
2021-06-25,=1534.8500,=1545.3600,=2790733471151.2803,=885920602256,=716723433510.3298,=20.4401,=1,=17.4066,=16.5043,=15.7422
2021-06-24,=1504.8100,=1514.8400,=2728630494874.4902,=867444080970,=702515516876.2799,=20.0230,=0.9865,=17.4026,=16.5040,=15.7422
2021-06-23,=1534.3000,=1544.5200,=2774698885128.9307,=882516206843,=715842187737.4601,=20.4280,=0.9955,=17.4026,=16.5038,=15.7282
2021-06-22,=1523.3600,=1533.5100,=2728771229204.0400,=880372646267,=711983285688.6300,=20.4351,=1,=17.3838,=16.4929,=15.7282
2021-06-21,=1528.1300,=1538.0900,=2739690560936.9097,=883283642369,=713961424439.0601,=20.3702,=1,=17.3826,=16.4819,=15.7282
2021-06-18,=1494.7000,=1504.4400,=2690438978990.2104,=859034270878,=697734042718.5802,=19.4821,=0.9817,=17.3749,=16.4809,=15.7282
2021-06-17,=1473.5100,=1483.0700,=2663037186226.2803,=847724276292,=688122136626.1901,=19.4244,=0.9817,=17.3596,=16.4798,=15.7282
2021-06-16,=1406.4700,=1415.3800,=2540744595253.5400,=810333753601,=656905171731.3699,=18.9485,=0.9631,=17.3596,=16.4730,=15.7248
2021-06-15,=1448.2000,=1457.3800,=2598248613902.3999,=834478262227,=676980219292.9700,=19.6585,=0.9907,=17.3576,=16.4663,=15.7248
2021-06-11,=1436.2800,=1445.3800,=2285456972448.3398,=812136661826,=653511307054.5300,=17.6194,=0.8977,=17.3520,=16.4647,=15.7248
2021-06-10,=1450.4000,=1459.0600,=2300362726365.8901,=816138819120,=658372197701.7898,=17.3838,=0.8271,=17.3446,=16.4632,=15.7248
2021-06-09,=1427.3200,=1435.8000,=2264059097335.4502,=786477670749,=648926114462.1399,=17.1299,=0.7277,=17.3409,=16.4572,=15.7248
2021-06-08,=1419.0800,=1427.4800,=2246584846332.1904,=778370487602,=643674742204.5200,=16.8136,=0.5991,=17.3446,=16.4512,=15.6868
2021-06-07,=1433.5700,=1442.0400,=2265637551767.0703,=782992966284,=647863248445.8801,=16.8770,=0.6209,=17.3446,=16.4372,=15.6868
2021-06-04,=1431.5200,=1439.9700,=2258943598597.7002,=780903956874,=646240165893.7200,=16.9965,=0.6857,=17.3446,=16.4231,=15.6868
2021-06-03,=1414.5300,=1422.8100,=2246173286149.5303,=774681300176,=640257051466.9303,=16.8701,=0.6220,=17.3446,=16.4185,=15.6868
2021-06-02,=1426.8500,=1435.1900,=2269840183924.3105,=781838825855,=646089298708.7800,=16.9032,=0.6442,=17.3446,=16.4138,=15.6868
2021-06-01,=1460.5400,=1469.0800,=2332559364386.8398,=801086121149,=661597881325.6801,=17.0786,=0.7101,=17.3520,=16.4115,=15.6817
2021-05-31,=1442.6700,=1450.9600,=2298040158170.4497,=790641857859,=653613529351.8099,=17.1611,=0.7282,=17.3520,=16.4091,=15.6817
2021-05-28,=1386.0400,=1394,=2214219011597.5303,=757271288270,=626169229222.9700,=16.6022,=0.5805,=17.3520,=16.4060,=15.6817
2021-05-27,=1397.7700,=1405.7500,=2247894813257.4204,=767045499084,=632510949986.6200,=16.9502,=0.6569,=17.3520,=16.4030,=15.6817
2021-05-26,=1364.0400,=1371.7600,=2191687455814.7000,=749703910455,=618418996976.5399,=16.5333,=0.5714,=17.3520,=16.4018,=15.6817
2021-05-25,=1370.1200,=1377.8200,=2202520040898.2305,=754456758925,=622186604882.6799,=16.5108,=0.5594,=17.3576,=16.4006,=15.6760
2021-05-24,=1330.8700,=1338.3500,=2141583337270.8501,=731352727388,=603971089362.4998,=15.8477,=0.2736,=17.3576,=16.3987,=15.6760
2021-05-21,=1315.2100,=1322.6000,=2118021958153.4800,=723971134590,=597812717552.5100,=16.0959,=0.3600,=17.3576,=16.4006,=15.6760
2021-05-20,=1329.7900,=1337.2700,=2141692849260.0200,=730659015892,=603729001376.1299,=16.3701,=0.4623,=17.3576,=16.4018,=15.6760
2021-05-19,=1326.1400,=1333.3000,=2138446749259.4905,=727878269274,=601597458631.2400,=16.5132,=0.5556,=17.3576,=16.4030,=15.6760
2021-05-18,=1321.6400,=1328.7700,=2134633519208.6001,=725756010941,=599353978089.4600,=16.4632,=0.5279,=17.3596,=16.4018,=15.6737
2021-05-17,=1328.9200,=1336.0900,=2146290257591.3303,=730651533194,=602964860310.1902,=16.5220,=0.5561,=17.3596,=16.4006,=15.6737
2021-05-14,=1300.5400,=1307.5500,=2105973715999.2300,=713841569511,=589288014997.5300,=15.8646,=0.2923,=17.3596,=16.3987,=15.6737
2021-05-13,=1275.4800,=1282.3600,=2074589304832.8799,=699160293488,=573845147095.3700,=16.1004,=0.3660,=17.3596,=16.4006,=15.6737
2021-05-12,=1270.9100,=1277.7700,=2070760560081.1201,=698880814724,=573372939534.8000,=16.0740,=0.3575,=17.3596,=16.4018,=15.6737
2021-05-11,=1258.1100,=1264.9000,=2038699060282.9500,=690791727520,=567007203896.2300,=15.6453,=0.1875,=17.3749,=16.4030,=15.6619
2021-05-10,=1254.4900,=1261.2500,=2032359182991.9199,=688563785493,=565559285604.1801,=15.7649,=0.2565,=17.3749,=16.4060,=15.6737
2021-05-07,=1263.9000,=1270.7100,=2043982415799.8401,=694944178079,=570313831415.2899,=16.0115,=0.3263,=17.3749,=16.4091,=15.6737
2021-05-06,=1310.1300,=1317.1900,=2113770367003.2900,=722570852516,=592259011634.3600,=16.5043,=0.5397,=17.3749,=16.4115,=15.6737
2021-04-30,=1322.2400,=1329.2800,=2139535284430.9504,=732262578682,=598751878061.4000,=16.3968,=0.4840,=17.3749,=16.4091,=15.6737
2021-04-29,=1324.0500,=1331,=2130554430352.0701,=726244045118,=579400714195.8000,=16.4663,=0.5187,=17.3826,=16.4115,=15.6619
2021-04-28,=1324.2400,=1331.1800,=2133759607507.3401,=725702867437,=572899797897.4700,=16.8919,=0.6075,=17.3826,=16.4091,=15.6619
2021-04-27,=1311.9100,=1318.8000,=2116251853455.1001,=717997680952,=562946106112.8201,=16.3809,=0.4757,=17.3826,=16.4060,=15.6619
2021-04-26,=1314.9100,=1321.8100,=2114999263994.2300,=718272897613,=550038250429.8101,=17.2289,=0.7174,=17.3826,=16.4091,=15.6619
2021-04-23,=1311.8300,=1318.6900,=2111875643248.7000,=716861984527,=538827869456.5399,=17.5851,=0.8689,=17.3826,=16.4060,=15.6619
2021-04-22,=1305.1800,=1312.0100,=2105867882845.8401,=713540806299,=536201830214.1001,=17.4394,=0.8297,=17.3826,=16.4030,=15.6520
2021-04-21,=1286.8600,=1293.5900,=2075902903901.8804,=701832412348,=529807795207.3400,=17.1953,=0.7182,=17.3749,=16.4018,=15.6520
2021-04-20,=1290.5000,=1297.2500,=2084287142463.3401,=703605138173,=530516628298.9100,=17.1728,=0.7167,=17.3749,=16.4006,=15.6520
2021-04-19,=1299.0100,=1305.8000,=2098004467255.0601,=693144777017,=523168213814.4601,=17.3446,=0.7765,=17.3749,=16.3983,=15.6520
2021-04-16,=1274.7000,=1281.3000,=2057964969913.4800,=679547327859,=512665648059.9299,=16.9848,=0.6685,=17.3749,=16.3961,=15.6520
2021-04-15,=1264.1600,=1270.7000,=2050759916546.1499,=673286015499,=505665143143.4299,=16.4091,=0.5198,=17.3826,=16.3898,=15.6445
2021-04-14,=1254.7100,=1261.2100,=2041441759158.5095,=670068428083,=502097757033.7099,=16.6930,=0.5852,=17.3826,=16.3836,=15.6445
2021-04-13,=1241.4000,=1247.8300,=2022794399842.9700,=664117132847,=496772725971.8000,=16.9544,=0.6457,=17.3826,=16.3807,=15.6445
2021-04-12,=1243.5000,=1249.9300,=2023476608320.2100,=665203476264,=497017452311.0098,=17.1450,=0.7126,=17.3826,=16.3779,=15.6445
2021-04-09,=1271.4400,=1278.0300,=2068586854993.7900,=678970898642,=508801156022.5800,=16.9702,=0.6647,=17.3826,=16.3743,=15.6445
2021-04-08,=1291.8600,=1298.5500,=2097604438113.5901,=692836877475,=513314279956.7201,=17.2879,=0.7384,=17.4026,=16.3708,=15.6340
2021-04-07,=1298.7800,=1305.5100,=2113504280072.0801,=696954812312,=516398454393.2400,=17.1221,=0.7135,=17.4026,=16.3604,=15.6340
2021-04-06,=1296.6200,=1303.3300,=2115123665711.3201,=698771885385,=517376225426.0700,=17.2264,=0.7176,=17.4026,=16.3500,=15.6340
