日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM中位数,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2021-04-02,=1299.9200,=1306.6500,=2122991520861.4600,=699263104554,=519317569056.8801,=17.3596,=0.7811,=17.4026,=16.3496,=15.6340
2021-04-01,=1266.7500,=1273.3000,=2063566956300.1201,=683319736615,=506837941872.8099,=17.3253,=0.7500,=17.4026,=16.3491,=15.6340
2021-03-31,=1248.3300,=1254.7400,=2031943276695.8601,=676432067421,=502397074895.5601,=17.2809,=0.7425,=17.4066,=16.3420,=15.5985
2021-03-30,=1248.3400,=1254.7500,=2030837973266.9600,=675560331372,=495843807143.4700,=17.5295,=0.8373,=17.4066,=16.3349,=15.5985
2021-03-29,=1250.7700,=1257.1900,=2028388890217.5200,=676682127476,=496285721071.3001,=17.6949,=0.8788,=17.4026,=16.3126,=15.5985
2021-03-26,=1256.6600,=1263.1100,=2033468431735.8101,=679502269749,=498420785272.5900,=17.4811,=0.8293,=17.3826,=16.2903,=15.5985
2021-03-25,=1219.7100,=1225.9700,=1978545581149.6001,=658492464135,=477515018331.3602,=16.9566,=0.6933,=17.3749,=16.2818,=15.5985
2021-03-24,=1221.4500,=1227.7200,=1990220762582.2600,=657559553767,=477336829430.0200,=17.0811,=0.7407,=17.3826,=16.2733,=15.5827
2021-03-23,=1236.4700,=1242.8200,=2017553871393.3201,=662330197537,=448838311660.6701,=17.2702,=0.7453,=17.3826,=16.2609,=15.5827
2021-03-22,=1242.7600,=1249.1300,=2036188324021.8999,=666589150183,=445075849226.0100,=17.4066,=0.8125,=17.3826,=16.2485,=15.5827
2021-03-19,=1231.2900,=1237.6100,=2014890081583.1001,=659217052166,=437034711933.9101,=17.3576,=0.7925,=17.3749,=16.2424,=15.5827
2021-03-18,=1241.3100,=1247.6800,=2033288493089.1299,=665807476646,=441312195072.7400,=17.5187,=0.8354,=17.3749,=16.2362,=15.5827
2021-03-17,=1236.5400,=1242.8900,=2026132116334.1399,=661020075609,=439120038455.5101,=17.5976,=0.8599,=17.3749,=16.2362,=15.5687
2021-03-16,=1220.3700,=1226.6300,=1998973313044.9004,=650405543982,=432462730140.1101,=17.5473,=0.8526,=17.3520,=16.2362,=15.5687
2021-03-15,=1223.3900,=1229.6700,=2005609187831.6001,=650678131920,=434212934836.9400,=17.6008,=0.8645,=17.3409,=16.2087,=15.5687
2021-03-12,=1261.3200,=1267.8000,=1817538872639.1699,=654683096076,=429166979432.5000,=15.0294,=0.0649,=17.3372,=16.1813,=15.5687
2021-03-11,=1267.3000,=1273.8100,=1825009021838.9900,=656461163144,=431553755987.0200,=15.2294,=0.0980,=17.3372,=16.2087,=15.5827
2021-03-10,=1232.7300,=1239.0600,=1768612008751.6101,=641392722873,=419583833297.2100,=14.7836,=0.0395,=17.3409,=16.2362,=15.5827
2021-03-09,=1230.1400,=1236.4500,=1756359567425.6602,=636125082074,=417678260047.5401,=14.8597,=0.0397,=17.3409,=16.2362,=15.5985
2021-03-08,=1275.4600,=1282,=1819673111952.4695,=657412946234,=432323718314.6101,=15.6868,=0.2467,=17.3409,=16.2362,=15.6340
2021-03-05,=1329.8400,=1336.6700,=1892536575827.3403,=685801584736,=450938827091.4800,=15.9319,=0.3557,=17.3409,=16.2424,=15.6340
2021-03-04,=1324.1600,=1330.9600,=1886908756088.4399,=680810016194,=449239738018.0901,=15.5687,=0.1824,=17.3409,=16.2485,=15.6340
2021-03-03,=1359.4000,=1366.3800,=1927723454547.0100,=700479543667,=460928775591.9900,=16.5038,=0.6122,=17.3520,=16.2609,=15.6340
2021-03-02,=1352.0400,=1358.9800,=1918912376244.6201,=696564754310,=458510323744.7800,=16.9583,=0.7192,=17.3520,=16.2485,=15.6340
2021-03-01,=1358.1400,=1365.1100,=1922413223779.1299,=699461370470,=461024291182.4900,=16.1425,=0.4483,=17.3520,=16.2424,=15.6340
2021-02-26,=1325.5900,=1332.3900,=1875788786275.6101,=681653818666,=450463806486.8200,=15.6445,=0.2083,=17.3520,=16.2485,=15.6340
2021-02-25,=1349.7100,=1356.6400,=1915265111530.4497,=696825246573,=458074817561.5801,=15.7559,=0.2797,=17.3520,=16.2609,=15.6340
2021-02-24,=1365.6400,=1372.6500,=1931893977258.2800,=700573220410,=463260273436.6801,=16.2733,=0.5000,=17.3749,=16.2733,=15.5985
2021-02-23,=1390.5300,=1397.6600,=1970920433987.0205,=718556665541,=472164354821.8600,=16.8925,=0.6950,=17.3749,=16.2694,=15.5985
2021-02-22,=1389.9200,=1397.0500,=1961942550557.0696,=714524329678,=471775931355.2000,=16.0350,=0.3786,=17.3749,=16.2485,=15.5985
2021-02-19,=1427.9100,=1435.2400,=2024487747354.1604,=713589721615,=485603515588.9000,=16.1813,=0.4748,=17.3749,=16.2694,=15.5985
2021-02-18,=1429.7400,=1437.0800,=2029062481856.8096,=714252691377,=486386444839.2600,=16.7723,=0.6522,=17.3749,=16.2903,=15.5985
2021-02-10,=1437.0200,=1444.4000,=2022115524409.8296,=707290128887,=488472439136.6600,=16.8958,=0.6934,=17.3826,=16.2694,=15.5827
2021-02-09,=1427.6800,=1435.0100,=2004817685813.2305,=702080852363,=485136893148.2599,=16.6513,=0.6397,=17.3826,=16.2485,=15.5827
2021-02-08,=1382.4800,=1389.5800,=1927844249148.4504,=676327313921,=468795208011.2100,=15.3245,=0.1185,=17.3826,=16.2424,=15.5827
2021-02-05,=1368.8000,=1375.8300,=1920847542617.6899,=673098370617,=464150270680.9299,=15.2446,=0.0970,=17.3826,=16.2485,=15.5985
2021-02-04,=1394.1000,=1401.2500,=1953430106107.8696,=679573417642,=472375504529.9500,=15.5569,=0.1805,=17.3826,=16.2694,=15.6340
2021-02-03,=1410.1500,=1417.3800,=1968927072655.0696,=687664116224,=476212845348.4900,=15.8008,=0.2955,=17.4026,=16.2903,=15.6340
2021-02-02,=1438.0600,=1445.4400,=2003064415090.9705,=695960596352,=486465179516.7600,=16.1479,=0.4427,=17.4026,=16.3126,=15.6340
2021-02-01,=1421.4800,=1428.7800,=1992956235496.8301,=686994564421,=481175363305.2101,=16.9996,=0.7077,=17.4026,=16.3349,=15.6340
2021-01-29,=1421.9600,=1429.2600,=1991291586344.6699,=689752802792,=482231163322.4000,=16.8554,=0.6744,=17.4026,=16.3126,=15.6340
2021-01-28,=1421.5900,=1428.8800,=1979236370495.9299,=684985358945,=480707972250.9800,=16.7239,=0.6484,=17.4026,=16.2903,=15.6340
2021-01-27,=1458.3700,=1465.8600,=2031955348882.8501,=704183923024,=493574534881.9100,=17.3409,=0.7638,=17.4084,=16.2694,=15.5985
2021-01-26,=1478.4500,=1486.0400,=2079290478122.3301,=715954881046,=500755338031.9599,=17.3364,=0.7540,=17.4084,=16.2485,=15.5985
2021-01-25,=1498.6000,=1506.2900,=2100705673593.6599,=730239695585,=506980481077.3500,=17.3520,=0.7680,=17.4084,=16.2424,=15.5985
2021-01-22,=1486.3100,=1493.9400,=2079601227238.3401,=717097229946,=501079138589.0300,=17.4026,=0.7903,=17.4084,=16.2362,=15.5985
2021-01-21,=1482.2800,=1489.8900,=2076769619873.6001,=712288919835,=501105102220.2799,=17.6886,=0.8374,=17.4084,=16.2362,=15.5985
2021-01-20,=1481.4500,=1489.0600,=2067367072120.4600,=703891542707,=500179402359.8101,=17.0264,=0.7541,=17.4084,=16.2362,=15.5827
2021-01-19,=1443.9200,=1451.3300,=2019469442899.5896,=669315392132,=487294740727.1500,=16.3491,=0.5455,=17.4084,=16.2077,=15.5827
2021-01-18,=1481.2500,=1488.8500,=2070547663034.3999,=688639338385,=499670051680.2900,=16.4006,=0.5917,=17.4084,=16.1792,=15.5827
2021-01-15,=1447.5800,=1455.0100,=2027036921169.2600,=660645227001,=485674910519.1000,=16.6091,=0.6639,=17.4084,=16.1703,=15.5827
2021-01-14,=1447.2700,=1454.7000,=2041169363817.6396,=659092558026,=486640026622.7200,=16.4512,=0.6271,=17.4084,=16.1614,=15.5827
2021-01-13,=1407.4100,=1414.6400,=1983265224491.3501,=639947187642,=472480034123.3700,=16.0927,=0.4444,=17.4294,=16.1559,=15.5394
2021-01-12,=1405.2200,=1412.4400,=1983669471453.4104,=641583038991,=471850709736.4200,=16.1312,=0.4828,=17.4294,=16.1614,=15.5394
2021-01-11,=1390.6600,=1397.7900,=1964656602864.5601,=637142908486,=467171464798.6000,=15.8602,=0.3652,=17.4294,=16.1703,=15.5394
2021-01-08,=1378.7400,=1385.8200,=1940489004478.6201,=631843873261,=462813945749.5900,=15.7422,=0.2982,=17.4294,=16.1792,=15.5394
2021-01-07,=1381.9400,=1389.0400,=1930475062178.1299,=634747199342,=463740240877.5800,=16.3836,=0.5752,=17.4294,=16.2077,=15.5394
2021-01-06,=1415.0200,=1422.2900,=1981016486874.6499,=650526565791,=475569112971.9900,=16.8851,=0.6875,=17.4926,=16.1792,=15.5227
2021-01-05,=1425.1600,=1432.4800,=1982024435334.8799,=656840342989,=478453693452.8800,=17.4926,=0.8018,=17.4926,=16.1703,=15.5227
2021-01-04,=1422.1200,=1429.4200,=1966645600537.5305,=656966997859,=477303166994.6201,=16.9905,=0.7091,=17.4294,=16.1614,=15.5227
2020-12-31,=1393.0300,=1400.1800,=1931431147474.4099,=640635223384,=466803401682.6201,=16.8141,=0.6881,=17.4294,=16.1559,=15.5227
2020-12-30,=1362.9100,=1369.9100,=1880993339269.9199,=621717432692,=456275634434.9300,=16.4138,=0.6204,=17.4294,=16.1504,=15.5227
2020-12-29,=1337.4700,=1344.3300,=1834800564988.8301,=609542857862,=446488695988.5102,=16.0394,=0.4486,=17.5425,=16.1395,=15.4883
2020-12-28,=1339.0100,=1345.8800,=1833003734936.5496,=610021673699,=447054373583.3900,=16.0732,=0.4528,=17.5425,=16.1504,=15.4883
2020-12-25,=1349.7900,=1356.7200,=1856995852196.2100,=614046871476,=450402790198.0701,=16.3779,=0.5905,=17.5425,=16.1559,=15.4883
2020-12-24,=1348.0100,=1354.9300,=1855015673761.3896,=610602663363,=449655724262.0500,=15.8570,=0.3846,=17.5425,=16.1504,=15.4883
2020-12-23,=1376.6000,=1383.6600,=1896273851414.8701,=624637385789,=459416905151.9302,=16.1015,=0.4660,=17.5425,=16.1559,=15.4883
2020-12-22,=1358.6200,=1365.5900,=1871469205397.0601,=616161802767,=453646215866.7801,=16.1285,=0.4804,=17.5850,=16.1614,=15.4663
2020-12-21,=1388.6700,=1395.8000,=1898999239817.7705,=626088582771,=463182953159.8199,=16.4819,=0.6238,=17.5850,=16.1703,=15.4663
2020-12-18,=1361.1100,=1368.0900,=1871939335224.6499,=613786287454,=453875413318.5800,=16.3349,=0.5600,=17.5850,=16.1614,=15.4663
2020-12-17,=1363.3600,=1370.3600,=1883715339487.8799,=615295286150,=454606394644.4100,=15.8963,=0.4242,=17.5850,=16.1559,=15.4663
2020-12-16,=1345.1300,=1352.0400,=1857689779602.0400,=607297817316,=448990343046.3400,=15.9966,=0.4490,=17.5850,=16.1614,=15.4663
2020-12-15,=1363.1800,=1370.1800,=1897581484664.5000,=616202810572,=456037672753.5500,=15.6737,=0.2990,=17.7131,=16.1703,=15.4214
2020-12-14,=1375.0600,=1382.1200,=1919584719112.9600,=618391747760,=460922941748.2300,=15.3642,=0.1667,=17.7131,=16.1792,=15.4214
2020-12-11,=1362.9600,=1369.9600,=1181564469277.5200,=505129105912,=350613311811.8001,=14.2019,=0.0211,=17.7131,=16.2077,=15.4663
2020-12-10,=1360.1800,=1367.1700,=1168246279503.3398,=496970998442,=342101273952.2401,=13.9652,=0.0106,=17.7131,=16.2362,=15.4883
2020-12-09,=1365.0400,=1372.0400,=1162724580685.7000,=493414208174,=337485598734.4900,=13.7162,=0,=17.7131,=16.2362,=15.5227
2020-12-08,=1398.7300,=1405.9100,=1187737944632.3799,=503425325552,=343415017371.1201,=14.2280,=0,=18.0292,=16.2362,=15.5227
2020-12-07,=1406.1900,=1413.4100,=1191623217956.3604,=503940975452,=343047776371.3701,=14.5257,=0,=18.0292,=16.2424,=15.5394
2020-12-04,=1404.8700,=1412.0800,=1189292350064.8098,=501513729869,=341362230537.3900,=14.9081,=0.0111,=18.0292,=16.2485,=15.5827
2020-12-03,=1410.8300,=1418.0700,=1195780787407.6201,=503462434355,=343049236808.5299,=14.9797,=0.0112,=18.0292,=16.2694,=15.5985
2020-12-02,=1408.4900,=1415.7200,=1191973136062.8999,=501571982193,=343318237400.6200,=15.1078,=0.0114,=18.0292,=16.2903,=15.6340
2020-12-01,=1404.2400,=1411.4500,=1186222644142.6101,=498445544521,=340780128157.4400,=15.2961,=0.0690,=18.0687,=16.3202,=15.6340
2020-11-30,=1385.4800,=1392.5900,=1166677110280.8398,=489577952837,=334887713151.4900,=15.2902,=0.0581,=18.0687,=16.3500,=15.6520
2020-11-27,=1387.7700,=1394.8900,=1161977126579.3701,=486948875534,=332884584017.3101,=15.1910,=0.0353,=18.0687,=16.3604,=15.6619
2020-11-26,=1385.3100,=1392.4200,=1158368835112.3501,=484214603022,=331030400623.5200,=15.5227,=0.1190,=18.0687,=16.3708,=15.6760
2020-11-25,=1388.3600,=1395.4900,=1159084883824.5698,=485096388920,=331909216400.1900,=15.3661,=0.0602,=18.0687,=16.3834,=15.6817
2020-11-24,=1412.7500,=1420,=1176127610459.2502,=493062472663,=336816391526.2301,=15.6520,=0.1585,=18.1227,=16.3961,=15.6817
2020-11-23,=1418.1000,=1425.3800,=1181127539667.2400,=494513699905,=337292682019.1099,=15.4214,=0.0741,=18.1227,=16.3995,=15.7248
2020-11-20,=1430.7200,=1438.0600,=1193632618571.0500,=497760190755,=340599322691.3300,=15.5985,=0.1250,=18.1227,=16.4030,=15.7282
2020-11-19,=1435.9200,=1443.3000,=1201783476967.8799,=500718230993,=341412098440.1801,=15.6760,=0.1519,=18.1227,=16.4130,=15.7532
2020-11-18,=1419.2300,=1426.5100,=1184158849502.5801,=492298578645,=337158293105.3700,=15.6619,=0.1410,=18.1227,=16.4231,=15.7539
2020-11-17,=1430.8100,=1438.1500,=1192583605302.0601,=451950252715,=340184969266.9301,=15.7539,=0.1948,=18.2842,=16.4515,=15.7539
2020-11-16,=1446.9500,=1454.3800,=1206136279110.2998,=458348728121,=344060674190.5801,=16.1792,=0.3684,=18.2842,=16.4798,=15.7566
2020-11-13,=1436.8900,=1444.2600,=1197747870582.9902,=454151824966,=344077455028.3200,=15.5827,=0.1200,=18.2842,=16.5136,=15.7566
2020-11-12,=1413.2900,=1420.5500,=1176704090022.1001,=444477479516,=337025812038.1500,=15.3607,=0.0541,=18.2842,=16.5473,=15.7965
2020-11-11,=1395.5100,=1402.6700,=1160894138512.6599,=440056426788,=331238227113.7700,=15.3841,=0.0548,=18.2842,=16.5730,=15.8074
2020-11-10,=1441.9600,=1449.3700,=1202567053981.1599,=455321221225,=343624827303.3702,=15.6817,=0.1111,=18.3783,=16.5987,=15.8074
2020-11-09,=1485.1500,=1492.7700,=1239768349558.7100,=466753693831,=353235984551.5399,=16.2362,=0.3521,=18.3783,=16.6261,=15.8081
2020-11-06,=1441.4700,=1448.8700,=1201932036934.0901,=442588613866,=339929707528.6700,=15.5394,=0.0857,=18.3783,=16.6536,=15.8081
2020-11-05,=1475.3800,=1482.9500,=1229125224954.2700,=441395748047,=347164628782.8500,=16.0363,=0.2609,=18.3783,=16.7160,=15.8668
2020-11-04,=1458.9000,=1466.3800,=1217884174405.8899,=422092260339,=343913927253.8599,=15.8668,=0.2059,=18.3783,=16.7784,=15.8668
2020-11-03,=1449.0100,=1456.4400,=1211363557396.1699,=421126430181,=343050011248.2301,=15.7566,=0.1493,=18.6041,=16.8079,=15.8081
2020-11-02,=1400.9100,=1408.1000,=1170828672881.1699,=407602149639,=331422343133.1700,=15.1892,=0.0303,=18.6041,=16.8373,=15.8792
2020-10-30,=1393.9100,=1401.0600,=1163014167246.0400,=402523749270,=330257052096.7201,=15.4883,=0.0615,=18.6041,=16.8888,=15.9699
2020-10-29,=1412.0600,=1419.3000,=1177101621272.9500,=404819370227,=271180146917.6100,=15.8074,=0.1406,=18.6041,=16.9403,=15.9930
2020-10-28,=1406.0700,=1413.2400,=1170231385785.8098,=400077725310,=214405945795,=16.1504,=0.2381,=18.6041,=16.9694,=16.1012
2020-10-27,=1385.7500,=1392.8100,=1151903204752.3501,=387292688014,=178538817616.3800,=15.9930,=0.1935,=18.6483,=16.9986,=15.9930
2020-10-26,=1356.1100,=1363.0200,=1126704682503.9302,=381252435265,=173565337577.6700,=16.1128,=0.2131,=18.6483,=17.0050,=16.1012
2020-10-23,=1336.5300,=1343.3400,=1110865996069.6602,=369599252479,=170903622407.6500,=15.7965,=0.1333,=18.6483,=17.0113,=16.1012
2020-10-22,=1376.5800,=1383.5900,=1147571375610.1001,=381398088346,=173103995613.9700,=16.1614,=0.2034,=18.6483,=17.0183,=16.1614
2020-10-21,=1396.9800,=1404.1000,=1162595061293.5698,=385443684948,=172302180456.6200,=16.3708,=0.2759,=18.6483,=17.0253,=16.2362
2020-10-20,=1426.1800,=1433.4500,=1188391902949.8098,=395541621137,=175789309552.8100,=16.3500,=0.2632,=18.6608,=17.1486,=16.1012
2020-10-19,=1412.1500,=1419.3400,=1175213016654.7000,=391755651891,=173857352934.3000,=16.2903,=0.2500,=18.6608,=17.2718,=16.1012
2020-10-16,=1438.5300,=1445.8600,=1193841771710.7302,=398188413949,=177041595029.8300,=16.4798,=0.3091,=18.6608,=17.2908,=16.1012
2020-10-15,=1453.7900,=1461.2000,=1205795365672.9900,=402995482398,=169745998326.1200,=15.8792,=0.1667,=18.6608,=17.3099,=16.1012
2020-10-14,=1488.6700,=1496.2600,=1233986632130.2998,=411426268701,=173818816475.1000,=16.6536,=0.3396,=18.6608,=17.3235,=16.2362
2020-10-13,=1497.6000,=1505.2300,=1246085167291.2200,=415308934303,=174946048704.3800,=17.3099,=0.4808,=18.7388,=17.3372,=16.1012
2020-10-12,=1490.5800,=1498.1700,=1241214699457.0105,=414055810043,=174202012634.8100,=16.4231,=0.2941,=18.7388,=17.3560,=16.1012
2020-10-09,=1465.9600,=1473.4300,=1219332709066.5798,=406060672583,=171315011280.8401,=16.2485,=0.2400,=18.7388,=17.3749,=16.1012
2020-09-30,=1418.8000,=1426.0300,=1179092484155,=392701017582,=165626519853.2300,=15.7248,=0.1020,=18.7388,=17.3787,=16.1012
2020-09-29,=1389.9600,=1397.0500,=1157465469804.8999,=356316922954,=162331005705.3201,=15.7282,=0.1042,=18.7388,=17.3826,=16.2362
2020-09-28,=1338.9500,=1345.7700,=1115573336814.1001,=342370571889,=156431465306.3300,=15.4663,=0.0638,=18.7547,=17.3955,=16.2362
2020-09-25,=1364.0200,=1370.9800,=1133849732712,=348885073293,=159168036745.1400,=15.9699,=0.1304,=18.7547,=17.4084,=16.3961
2020-09-24,=1394.9300,=1402.0300,=1159680456596.1001,=351539835303,=162825578828,=16.1012,=0.1333,=18.7547,=17.4189,=16.4030
2020-09-23,=1423.9000,=1431.1600,=1185631003098.7000,=360385311818,=166277944929.4200,=16.5473,=0.2045,=18.7547,=17.4294,=16.5473
2020-09-22,=1390.0900,=1397.1700,=1159419556603.6001,=352013796365,=162502957655.6300,=16.4030,=0.1860,=18.7547,=17.4860,=16.5987
2020-09-21,=1397.7500,=1404.8700,=1167194930174.3000,=355554365948,=163408449588.0501,=16.7784,=0.2143,=18.8088,=17.5425,=16.5987
2020-09-18,=1403.9000,=1411.0500,=1171591993411.2000,=355354991014,=164223375665.1900,=16.9986,=0.2683,=18.8088,=17.5637,=16.5987
2020-09-17,=1383.5900,=1390.6400,=1154997855215,=349931068257,=161914804488.5800,=16.5987,=0.2000,=18.8088,=17.5850,=16.5987
2020-09-16,=1349.6700,=1356.5500,=1127462763108.2998,=340330451514,=157961729011.3000,=15.7532,=0.1026,=18.8088,=17.6490,=16.8373
2020-09-15,=1364.6000,=1371.5600,=1143649895729.7000,=344229546913,=159803691613.6500,=15.8081,=0.1053,=18.8088,=17.7131,=16.9403
2020-09-14,=1348.0700,=1354.9400,=1128170363146.1001,=337858085454,=157781913679.0600,=15.6340,=0.0811,=18.9286,=17.8711,=16.9403
2020-09-11,=1312.5100,=1319.2000,=1030320851047.4000,=324963777897,=147723590585.8500,=15.1718,=0.0278,=18.9286,=18.0292,=17.0113
2020-09-10,=1280.1900,=1286.7100,=1006940307569.1000,=316553238878,=144097672184.1600,=14.5324,=0,=18.9286,=18.0489,=17.0253
2020-09-09,=1298.0800,=1304.6900,=1016491875384.9000,=321921135769,=146074505205.3900,=15.1996,=0,=18.9286,=18.0687,=17.2718
2020-09-08,=1344.6100,=1351.4600,=1051751880650,=334798676499,=151231431221.2000,=16.2362,=0,=18.9286,=18.0957,=17.3372
2020-09-07,=1356.7000,=1363.6100,=1060219391409.4000,=338427854049,=152610523090.7900,=16.3961,=0,=19.0874,=18.1227,=17.3372
2020-09-04,=1390.2800,=1397.3700,=1088356495239.7000,=348199316155,=156112127133.7301,=16.8373,=0,=19.0874,=18.2034,=17.3749
2020-09-03,=1402.1400,=1409.2900,=1094817091759.8000,=348586473580,=157543839462.1900,=17.0253,=0.0667,=19.0874,=18.2842,=17.3826
2020-09-02,=1422.9500,=1430.2000,=1111426386962.8000,=351962340139,=160234610894.2600,=17.2718,=0.0690,=19.0874,=18.3312,=17.4084
2020-09-01,=1426.6500,=1433.9200,=1115106465835.5000,=354175042408,=160398967234.7000,=17.4084,=0.1786,=19.0874,=18.3783,=17.4294
2020-08-31,=1423.2400,=1430.4900,=1117418142390.8999,=352446341587,=160085697777.2001,=17.3749,=0.1111,=19.2203,=18.4912,=17.4294
2020-08-28,=1413.6400,=1420.8400,=1106404195472.3000,=349161887008,=158684385952.4900,=17.3372,=0.0769,=19.2203,=18.6041,=17.5425
2020-08-27,=1417.5600,=1424.7800,=1108350174752.3999,=348427967931,=159247234500.2300,=16.9403,=0,=19.2203,=18.6262,=17.5850
2020-08-26,=1383.3100,=1390.3500,=1080707647724.1000,=338183821083,=155362200015.1200,=17.0113,=0,=19.2203,=18.6483,=17.7131
2020-08-25,=1427.7000,=1434.9800,=1112624262831,=349666937839,=159692432532.2601,=18.0687,=0.2609,=19.2203,=18.6546,=18.0292
2020-08-24,=1450.6700,=1458.0600,=1130440807456.2000,=354857328609,=162384581520.6700,=18.1227,=0.2727,=19.4068,=18.6608,=17.7131
2020-08-21,=1447.7100,=1455.0900,=1129408311751.8000,=355290986662,=161394786516.3000,=17.5425,=0.0952,=19.4068,=18.6998,=17.7131
2020-08-20,=1442.5800,=1449.9300,=1122032986668.3999,=354918040359,=160089083303,=17.5850,=0.1000,=19.4068,=18.7388,=18.0292
2020-08-19,=1472.0200,=1479.5200,=1144418760615.3000,=360781142891,=163316655404.0300,=18.0292,=0.1579,=19.4068,=18.7468,=18.2842
2020-08-18,=1512.5100,=1520.2200,=1172960706938.5000,=370667831022,=166139621277.8400,=18.6041,=0.2778,=19.4068,=18.7547,=18.3783
2020-08-17,=1496.4000,=1504.0300,=1159716334414.2000,=367847958045,=163719961591.3000,=18.7388,=0.4118,=19.4175,=18.7817,=18.2842
2020-08-14,=1484.0400,=1491.6000,=1152588383306.6001,=364190304061,=162570038441.2500,=18.6483,=0.3125,=19.4175,=18.8088,=18.2842
2020-08-13,=1468.2300,=1475.7100,=1143903967186.8999,=362058358124,=160921190059.5300,=18.3783,=0.2667,=19.4175,=18.8687,=18.2842
2020-08-12,=1458.6400,=1466.0800,=1140083049385.6997,=361016607416,=159986273512.4000,=18.2842,=0.2143,=19.4175,=18.9286,=18.2842
2020-08-11,=1491.8400,=1499.4400,=1166482115790.6001,=355492640900,=163677816430.2501,=18.8088,=0.3846,=19.4175,=19.0080,=18.6608
2020-08-10,=1535.6000,=1543.4200,=1200408213327,=366129368410,=168577772659.0501,=19.4175,=0.7500,=19.6574,=19.0874,=17.7131
2020-08-07,=1526.8000,=1534.5800,=1191541821005.8000,=353276792534,=167497378310.4400,=18.9286,=0.4545,=19.6574,=19.0080,=17.7131
2020-08-06,=1573.8700,=1581.8900,=1232837186033.3000,=363789058665,=172697955527.4000,=19.4068,=0.7000,=19.6574,=19.0874,=17.7131
2020-08-05,=1588.6200,=1596.7200,=1245438068636.6001,=367172703967,=174386155932.1800,=19.8606,=1,=19.6574,=18.9211,=17.7131
2020-08-04,=1566.0600,=1574.0400,=1224095012275.5000,=362404642021,=171848342648.6100,=19.6574,=0.8750,=19.2203,=18.7547,=17.7131
2020-08-03,=1622.8100,=1631.0800,=1267782284755.8000,=375838743973,=178064194248.0700,=19.6850,=1,=19.2203,=18.7078,=17.4294
