日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2021-07-14,=25364.5500,=31364.0200,=7503948204253.6016,=7014523779713,=3300959090129.6177,=8.8911,=0.9480,=6.6457,=5.0328,=3.6438
2021-07-13,=25329.8600,=31320.7500,=7516350623296.3486,=7024358390898,=3309068624009.6758,=8.9051,=0.9490,=6.6444,=5.0326,=3.6438
2021-07-12,=24823.3800,=30693.7300,=7374479968001.8604,=6887261557370,=3253000744315.5708,=8.7342,=0.9353,=6.6441,=5.0321,=3.6438
2021-07-09,=24597.7900,=30414.8000,=7326739745152.7998,=6846607665069,=3234552703419.0435,=8.6777,=0.9322,=6.6441,=5.0317,=3.6437
2021-07-08,=25114.2800,=30994.3900,=7459399058183.1895,=6971414181539,=3286144603384.2109,=8.6776,=0.9322,=6.6436,=5.0306,=3.6437
2021-07-07,=25592.0800,=31571.9000,=7596867747159.4424,=7097739145180,=3348960160300.2183,=8.8249,=0.9432,=6.6397,=5.0295,=3.6437
2021-07-06,=25509.2300,=31469.4500,=7575743672257.1094,=7070825384373,=3339037949640.1001,=8.7989,=0.9400,=6.6371,=5.0292,=3.6437
2021-07-05,=25641.2600,=31632.3300,=7597845526863.0693,=7091567245743,=3344500368789.3525,=8.8246,=0.9431,=6.6368,=5.0289,=3.6437
2021-07-02,=25794.4200,=31820.3400,=7652648233785.3398,=7145402587615,=3372563394880.8120,=8.8864,=0.9479,=6.6368,=5.0283,=3.6433
2021-07-01,=26572.1900,=32779.8200,=7937038650827.4912,=7417318350230,=3492840085992.8740,=9.2167,=0.9750,=6.6364,=5.0277,=3.6433
2021-06-30,=26374.6300,=32536.1000,=7842629477222.4082,=7318851304753,=3452961736439.9341,=9.1071,=0.9643,=6.6364,=5.0274,=3.6433
2021-06-29,=26352.4300,=32508.7100,=7838908846530.6904,=7312957681264,=3452955170573.5908,=9.1027,=0.9643,=6.6363,=5.0271,=3.6433
2021-06-28,=26746.6000,=32994.9700,=7973668976342.3623,=7441102969255,=3513643478590.0649,=9.2592,=0.9767,=6.6340,=5.0261,=3.6433
2021-06-25,=26329.8100,=32479.6400,=7874680602223.1924,=7354577353640,=3468198320752.7495,=9.1425,=0.9688,=6.6340,=5.0251,=3.6430
2021-06-24,=25863.1000,=31870.5400,=7738263124449.1201,=7231498258068,=3411388676359.4380,=8.7326,=0.9382,=6.6309,=5.0239,=3.6430
2021-06-23,=25822.9900,=31815.3000,=7690235518471.5498,=7181966053102,=3392967320022.4536,=8.6714,=0.9344,=6.6302,=5.0226,=3.6430
2021-06-22,=26184.7600,=32260.8500,=7829223879237.2500,=7322431800478,=3447846569818.3574,=8.8275,=0.9453,=6.6295,=5.0225,=3.6430
2021-06-21,=26037.0300,=32078.8500,=7796761617332.9102,=7297031324745,=3436196909201.5908,=8.7909,=0.9422,=6.6286,=5.0223,=3.6430
2021-06-18,=26318.4300,=32424.4500,=7844261822525.2881,=7334604533781,=3457133877531.7969,=8.8421,=0.9467,=6.6286,=5.0218,=3.6423
2021-06-17,=26678.1500,=32866.9200,=7989705411546.8701,=7472899504067,=3520324279967.7817,=9.0053,=0.9573,=6.6285,=5.0214,=3.6423
2021-06-16,=26573.8400,=32737.5000,=7963658457091.8906,=7444275810213,=3510601637374.5933,=8.9748,=0.9549,=6.6264,=5.0213,=3.6423
2021-06-15,=26787.5400,=33000.7600,=8059166854544.6621,=7534245217257,=3551108543532.2852,=9.0824,=0.9642,=6.6251,=5.0212,=3.6423
2021-06-11,=26994.8100,=33254.6600,=8220866677279.9980,=7695404769685,=3628415728179.3730,=8.9890,=0.9563,=6.6245,=5.0210,=3.6423
2021-06-10,=27570.9800,=33897.8100,=8400163283987.8018,=7862645802171,=3706399580449.8936,=9.1312,=0.9683,=6.6245,=5.0208,=3.6407
2021-06-09,=27400.6000,=33688.3200,=8307801870053.5898,=7766994642721,=3669691801843.4912,=9.0308,=0.9600,=6.6244,=5.0198,=3.6407
2021-06-08,=27271.8400,=33511.4300,=8285000539381.1299,=7745644756615,=3656417739967.2842,=8.9717,=0.9562,=6.6243,=5.0188,=3.6407
2021-06-07,=28164.7500,=34606.8800,=8591294205463.3184,=8031080328756,=3782704974616.5078,=9.3007,=0.9790,=6.6196,=5.0181,=3.6407
2021-06-04,=28291.1200,=34762.1500,=8578194881646.7803,=8017825708497,=3788196990048.6318,=9.2865,=0.9779,=6.6179,=5.0173,=3.6407
2021-06-03,=28030.9400,=34442.4600,=8490554131651.0596,=7909771468396,=3750101690500.0449,=9.1917,=0.9724,=6.6179,=5.0169,=3.6406
2021-06-02,=28003.8400,=34373.2600,=8479320511423.8301,=7897173925423,=3744287385333.2778,=9.1252,=0.9682,=6.6175,=5.0165,=3.6406
2021-06-01,=28250.3100,=34675.2200,=8556804811164.4004,=7970529000070,=3778184315343.2202,=9.2072,=0.9744,=6.6171,=5.0161,=3.6406
2021-05-31,=28068.4600,=34444.1100,=8489627663831.6602,=7907897314876,=3750774967563.1089,=9.1200,=0.9686,=6.6161,=5.0156,=3.6406
2021-05-28,=28047.1200,=34417.9200,=8496357802824.1729,=7911664278783,=3756528221520.9258,=9.1272,=0.9696,=6.6148,=5.0153,=3.6406
2021-05-27,=28240.3900,=34653.1800,=8554133776210.2988,=7963860839459,=3782580849299.3970,=9.1873,=0.9723,=6.6148,=5.0149,=3.6398
2021-05-26,=28208.7800,=34610.6800,=8520924492702.7598,=7932772140515,=3768449475405.5181,=9.1446,=0.9706,=6.6132,=5.0148,=3.6398
2021-05-25,=28353.8600,=34788.6900,=8536823656866.0596,=7944210923364,=3772687618303.7305,=9.1618,=0.9716,=6.6067,=5.0147,=3.6398
2021-05-24,=27457.3000,=33688.6600,=8200743803207.0596,=7617813023206,=3621032833858.4580,=8.8011,=0.9488,=6.6061,=5.0134,=3.6398
2021-05-21,=27242.1700,=33424.3000,=8100441769935.4111,=7515896527674,=3580869275993.0483,=8.6920,=0.9439,=6.6056,=5.0120,=3.6398
2021-05-20,=27505.3100,=33714.6800,=8175388957027.9219,=7586054649372,=3617726989205.7598,=8.7348,=0.9453,=6.6056,=5.0114,=3.6397
2021-05-19,=27204.8700,=33339.2200,=8103992582398.3311,=7517405820742,=3586085917963.2871,=8.6512,=0.9418,=6.6047,=5.0107,=3.6397
2021-05-18,=27349.6600,=33516.6500,=8140761844099.7715,=7550632517699,=3600494086996.4961,=8.6905,=0.9442,=6.6044,=5.0103,=3.6397
2021-05-17,=27405.9900,=33585.6800,=8139771909011.6602,=7553669085262,=3603386765197.9790,=8.7200,=0.9452,=6.6040,=5.0099,=3.6397
2021-05-14,=26837.9800,=32876.4400,=7957308381299.7695,=7379277455677,=3521400953591.6509,=8.4941,=0.9351,=6.6033,=5.0097,=3.6397
2021-05-13,=26385.9200,=32322.6800,=7803751116960.3896,=7234522888250,=3455117092544.3638,=8.3302,=0.9303,=6.6033,=5.0096,=3.6392
2021-05-12,=26447.1600,=32397.6900,=7823827648056.0996,=7255539562582,=3467722386203.7427,=8.3516,=0.9309,=6.6027,=5.0095,=3.6392
2021-05-11,=26131.2400,=32010.6900,=7732543998965.2285,=7171254436925,=3426913578344.9971,=8.2553,=0.9292,=6.6008,=5.0093,=3.6392
2021-05-10,=25484.3600,=31214.7500,=7494887131971.9307,=6940865538612,=3322996123904.3896,=7.9958,=0.9278,=6.6004,=5.0088,=3.6392
2021-05-07,=25967.3200,=31806.3100,=7622612024703.0986,=7053803795680,=3383578148883.0898,=8.1320,=0.9284,=6.5971,=5.0083,=3.6392
2021-05-06,=26335.1600,=32256.8600,=7760884504552.4902,=7189621869513,=3446253975112.0986,=8.2796,=0.9298,=6.5971,=5.0078,=3.6391
2021-04-30,=27107.1300,=33202.4200,=7978897456545.3311,=7391292294431,=3544353105799.1011,=8.5121,=0.9360,=6.5961,=5.0073,=3.6391
2021-04-29,=27322.3300,=33461.0700,=8050496693703.9785,=7455478426596,=3568508779265.6597,=8.7172,=0.9450,=6.5945,=5.0060,=3.6391
2021-04-28,=26870.0400,=32907.1600,=7982927615255.6904,=7399891301657,=3525882365423.4795,=8.7640,=0.9461,=6.5936,=5.0047,=3.6391
2021-04-27,=26639.3900,=32624.6900,=7976854392034.3096,=7398235227995,=3525320732270.7803,=9.0593,=0.9662,=6.5904,=5.0046,=3.6391
2021-04-26,=26426.8200,=32364.3600,=7898614781332.5596,=7319412287329,=3495196465362.6982,=9.0097,=0.9624,=6.5904,=5.0045,=3.6369
2021-04-23,=26973.0800,=33033.3500,=8051992637568.3096,=7462405444559,=3562073546284.6709,=9.2060,=0.9739,=6.5890,=5.0025,=3.6369
2021-04-22,=26577.1100,=32548.4100,=7905766620548.2461,=7317555223516,=3488059879382.5293,=9.0540,=0.9655,=6.5878,=5.0004,=3.6369
2021-04-21,=26623.1100,=32604.7600,=7938124818538.4502,=7351000216475,=3502820076260.2612,=9.1104,=0.9690,=6.5877,=5,=3.6369
2021-04-20,=26438.1800,=32378.2700,=7894401590563.9502,=7312875036778,=3491680183028.5903,=9.0697,=0.9676,=6.5829,=4.9995,=3.6369
2021-04-19,=26165.3100,=32044.1000,=7827332164674.6504,=7256534908777,=3456997146903.7900,=9.0116,=0.9644,=6.5829,=4.9993,=3.6349
2021-04-16,=25709.5900,=31485.9900,=7702414765078.4805,=7136505938005,=3399908647476.7305,=8.8704,=0.9564,=6.5816,=4.9991,=3.6349
2021-04-15,=25542.4000,=31281.2400,=7617376724411.2305,=7051654389465,=3361890276722.0396,=8.7752,=0.9497,=6.5816,=4.9985,=3.6349
2021-04-14,=25743.6000,=31527.6300,=7700887006602.3711,=7134237299305,=3401011462307.7388,=8.8767,=0.9567,=6.5815,=4.9980,=3.6349
2021-04-13,=25604.9900,=31357.8800,=7640709761241.0703,=7076493829239,=3376617938000.0996,=8.8072,=0.9525,=6.5801,=4.9963,=3.6349
2021-04-12,=25368.2400,=31067.9500,=7579347556715.3301,=7018955772272,=3347157742223.9404,=8.7483,=0.9493,=6.5801,=4.9946,=3.6342
2021-04-09,=25633.1800,=31392.4100,=7651202125372.0293,=7081474118704,=3378430676303.3403,=8.8312,=0.9542,=6.5773,=4.9939,=3.6342
2021-04-08,=26147.7000,=32022.5300,=7814033965311.8301,=7242318018884,=3452721528048.9102,=9.0191,=0.9647,=6.5727,=4.9932,=3.6342
2021-04-07,=25836.8800,=31634.6800,=7733795874083.1699,=7163555783235,=3419577311758.8403,=8.9151,=0.9591,=6.5719,=4.9928,=3.6342
2021-04-06,=26475.3200,=32416.3900,=7949608012526.2002,=7369195560145,=3515574642825.4795,=9.1639,=0.9720,=6.5712,=4.9923,=3.6342
2021-04-02,=26710.1800,=32703.9500,=8036567806283.3086,=7452855453378,=3553137085486.6011,=9.2642,=0.9772,=6.5712,=4.9923,=3.6340
2021-04-01,=25969.0100,=31796.4600,=7746116135309.6299,=7166217915333,=3425261242540.5693,=8.9293,=0.9601,=6.5700,=4.9922,=3.6340
2021-03-31,=25547.0300,=31279.7900,=7606393125549.1201,=7035690421888,=3368030021530.0908,=8.7683,=0.9524,=6.5688,=4.9894,=3.6340
2021-03-30,=25814.4800,=31607.2500,=7717840604746.5869,=7138307300071,=3292966861410.0112,=8.9913,=0.9639,=6.5648,=4.9867,=3.6340
2021-03-29,=25554.1500,=31288.5100,=7635877128639.1582,=7061615312732,=3260442374963.3501,=8.8993,=0.9600,=6.5646,=4.9862,=3.6340
2021-03-26,=25347.5600,=31035.5600,=7549369953422.9004,=6983165814102,=3229106655215.0107,=8.7915,=0.9544,=6.5646,=4.9857,=3.6334
2021-03-25,=24785.5700,=30347.4600,=7376407685243.0420,=6815093653081,=3155121266649.8999,=8.5901,=0.9477,=6.5646,=4.9857,=3.6334
2021-03-24,=24831.8400,=30404.1100,=7411321774577.7539,=6852325694641,=3171007885097.3701,=8.6308,=0.9495,=6.5644,=4.9856,=3.6334
2021-03-23,=24982.5100,=30588.5900,=7451107648524.7598,=6889012888491,=3187987828657.9297,=8.6813,=0.9519,=6.5631,=4.9847,=3.6334
2021-03-22,=25034.4000,=30652.1200,=7449913448749.8906,=6884636375976,=3187559634255.0400,=8.6800,=0.9519,=6.5595,=4.9838,=3.6334
2021-03-19,=24935.8900,=30531.5100,=7454235763159.5869,=6892327312593,=3188514534269.3306,=8.6850,=0.9522,=6.5595,=4.9831,=3.6332
2021-03-18,=25638.8100,=31392.1600,=7672726354509.8301,=7094748857586,=3281229900797.3799,=8.9396,=0.9606,=6.5589,=4.9824,=3.6332
2021-03-17,=25172.6100,=30821.3500,=7523851234102.6299,=6951427394648,=3219421714551.6885,=8.7661,=0.9536,=6.5575,=4.9812,=3.6332
2021-03-16,=24722.3500,=30270.0400,=7413498077558.2881,=6857272449017,=3171785680093.4600,=8.6375,=0.9518,=6.5563,=4.9800,=3.6332
2021-03-15,=24308.9900,=29763.9300,=7272839436651.4111,=6720082167176,=3112515975295.2905,=8.4736,=0.9448,=6.5560,=4.9799,=3.6332
2021-03-12,=25246.9800,=30912.4100,=7538762735833.4424,=6968296424891,=3224706818344.3799,=8.7835,=0.9543,=6.5560,=4.9798,=3.6330
2021-03-11,=25270.1200,=30940.7400,=7569975089731.5098,=6996990330292,=3236423611929.6294,=8.8243,=0.9567,=6.5558,=4.9789,=3.6330
2021-03-10,=24587.0800,=30104.4300,=7329296202127.5020,=6768846782592,=3135704036771.4092,=8.5437,=0.9486,=6.5547,=4.9781,=3.6330
2021-03-09,=24201.8800,=29632.7900,=7197816904124.9092,=6637552553956,=3081616691599.4517,=8.3904,=0.9433,=6.5546,=4.9755,=3.6330
2021-03-08,=24930.5300,=30524.9500,=7370576439953.9980,=6790484885948,=3153893480015.2808,=8.5918,=0.9510,=6.5502,=4.9729,=3.6330
2021-03-05,=26313,=32217.6400,=7793431390855.0107,=7192287244224,=3332106641283.3521,=9.0850,=0.9690,=6.5502,=4.9725,=3.6329
2021-03-04,=26318.5100,=32224.3900,=7761885076291.6465,=7153381285872,=3319963312169.1699,=9.0482,=0.9669,=6.5498,=4.9720,=3.6329
2021-03-03,=27509.0600,=33682.1000,=8135880416480.8418,=7510933611254,=3482085489042.3389,=9.4842,=0.9838,=6.5483,=4.9720,=3.6329
2021-03-02,=27144.8500,=33236.1600,=7968603074251.3096,=7352449936059,=3412324813922.3799,=9.2886,=0.9781,=6.5474,=4.9719,=3.6329
2021-03-01,=27715.1400,=33934.4300,=8196041749877.4004,=7572314062221,=3509993379099.1099,=9.5537,=0.9848,=6.5443,=4.9710,=3.6329
2021-02-26,=27400.3500,=33549,=8091974716445.3496,=7475618102386,=3461203059342.1987,=9.4324,=0.9831,=6.5443,=4.9700,=3.6326
2021-02-25,=28174.7900,=34497.2100,=8295295929271.1787,=7653411677168,=3544311820002.4595,=9.6694,=0.9887,=6.5354,=4.9689,=3.6326
2021-02-24,=28468.8400,=34857.2500,=8405708594928.2598,=7758731170504,=3589033304743.2603,=9.7981,=0.9912,=6.5326,=4.9679,=3.6326
2021-02-23,=29545.8900,=36176,=8780232695994.1816,=8114303384917,=3750163836126.6392,=10.2347,=0.9968,=6.5315,=4.9663,=3.6326
2021-02-22,=29849,=36547.1200,=8799651503090.7188,=8124944951657,=3765507466405.6792,=10.2573,=0.9972,=6.5270,=4.9647,=3.6326
2021-02-19,=31313.3900,=38340.1200,=9335370704150.7305,=8640496144838,=3988679274066.3511,=10.8818,=0.9996,=6.5270,=4.9643,=3.6323
2021-02-18,=30819.2200,=37735.0600,=9251254970262.4375,=8573896475683,=3938955079818.0210,=10.7837,=0.9996,=6.5269,=4.9640,=3.6323
2021-02-10,=31779.7400,=38911.1200,=9607534760161.5488,=8898502672972,=4084865493360.7612,=11.1990,=1,=6.5267,=4.9637,=3.6323
2021-02-09,=30717.0700,=37609.9900,=9228164494033.5703,=8538949590530,=3925898829749.3398,=10.7568,=1,=6.5257,=4.9635,=3.6323
2021-02-08,=29990.2700,=36720.1000,=8966147502919.9297,=8285021336386,=3819384565753.4102,=10.4514,=0.9996,=6.5255,=4.9632,=3.6323
2021-02-05,=29401.6000,=35999.3200,=8806596660782.8809,=8141003598682,=3747704190224.7002,=10.2654,=0.9993,=6.5255,=4.9629,=3.6318
2021-02-04,=29131.2900,=35668.3600,=8748086978809.1582,=8089865933520,=3722235770843.0190,=10.1972,=0.9993,=6.5243,=4.9627,=3.6318
2021-02-03,=29053.2200,=35572.7700,=8598787261507.9180,=7932952304561,=3657052902099.5898,=10.0232,=0.9975,=6.5225,=4.9626,=3.6318
2021-02-02,=28882.2600,=35363.4400,=8512382939268.8896,=7854677811029,=3620781365371.9390,=9.9228,=0.9972,=6.5217,=4.9618,=3.6318
2021-02-01,=28017.0100,=34304.0300,=8274874484459.8906,=7630891096916,=3522506293909.2612,=9.6459,=0.9922,=6.5211,=4.9610,=3.6318
2021-01-29,=27926.8300,=34193.6200,=8251474250396.5195,=7630410345183,=3517302325963.2705,=9.7032,=0.9936,=6.5211,=4.9601,=3.6317
2021-01-28,=27972.4600,=34249.4900,=8216386881935.2422,=7587944368834,=3505998316004.1304,=9.6620,=0.9929,=6.5206,=4.9592,=3.6317
2021-01-27,=28500.4600,=34895.9700,=8320846552266.2383,=7679600924367,=3556947693674.9604,=9.7851,=0.9947,=6.5181,=4.9590,=3.6317
2021-01-26,=28748.4600,=35199.6200,=8462039817955.2783,=7818588554486,=3612700473699.9102,=9.9512,=0.9975,=6.5117,=4.9588,=3.6317
2021-01-25,=28987.8300,=35492.7100,=8567028456106.1494,=7923870255247,=3654814077038.8818,=10.0746,=0.9982,=6.5082,=4.9581,=3.6317
2021-01-22,=27925.6600,=34192.1800,=8221370941611.4502,=7591858801894,=3506758485272.4902,=9.6681,=0.9943,=6.5082,=4.9573,=3.6307
2021-01-21,=27957.5400,=34231.2200,=8222762516777.6504,=7587296444799,=3507277347628.8398,=9.6698,=0.9947,=6.5080,=4.9566,=3.6307
2021-01-20,=27349.9500,=33487.2900,=8047203337910.9727,=7422965562890,=3433203656367.4893,=9.4633,=0.9911,=6.5071,=4.9560,=3.6307
2021-01-19,=27175.2000,=33265.2300,=7973602942083.5195,=7352759627896,=3403080394411.7710,=9.3631,=0.9893,=6.5040,=4.9560,=3.6307
2021-01-18,=27734.2700,=33949.5800,=8146386848384.0303,=7512309611340,=3474189853060.6011,=9.5660,=0.9925,=6.5035,=4.9559,=3.6307
2021-01-15,=27787.9300,=34015.2700,=8192920811411.7197,=7560228640069,=3489852671070.2305,=9.6206,=0.9943,=6.5035,=4.9552,=3.6305
2021-01-14,=28352.1800,=34705.9700,=8377774166379.9102,=7731498336330,=3561790716882.6104,=9.8377,=0.9971,=6.5031,=4.9545,=3.6305
2021-01-13,=29098.4100,=35619.4300,=8574620253374.2080,=7912327555505,=3651326829373.7500,=10.0688,=0.9982,=6.5013,=4.9524,=3.6305
2021-01-12,=29430.8600,=36026.3800,=8640224956858.1074,=7971074787863,=3682480137799.4722,=10.1517,=0.9986,=6.5009,=4.9504,=3.6305
2021-01-11,=28786.4400,=35237.5400,=8435886410711.8379,=7775521159243,=3593550904315.7202,=9.9116,=0.9986,=6.4972,=4.9486,=3.6305
2021-01-08,=29759.5600,=36428.7400,=8663115047701.4697,=7974726727615,=3685592178100.4502,=10.1786,=0.9989,=6.4972,=4.9468,=3.6303
2021-01-07,=30609.2000,=37468.7800,=8896881755785.7695,=8192403761065,=3789948562195.0200,=10.4533,=1,=6.4953,=4.9459,=3.6303
2021-01-06,=30214.6000,=36985.7600,=8777265585608.8604,=8069529393941,=3738979319827.8198,=10.3128,=1,=6.4936,=4.9450,=3.6303
2021-01-05,=29974.8800,=36692.3100,=8664015253602.9580,=7961835358810,=3693955631325.5898,=10.1797,=1,=6.4830,=4.9442,=3.6303
2021-01-04,=28521.3200,=34913.0100,=8279128819798.6416,=7615632212506,=3527196895994.7891,=9.7275,=0.9982,=6.4811,=4.9433,=3.6303
2020-12-31,=27435.0600,=33583.3200,=8081264833535.4580,=7443371925116,=3429044432759.1904,=9.4950,=0.9957,=6.4811,=4.9431,=3.6300
2020-12-30,=27062.6100,=33127.4000,=7931066784121.1172,=7301707903137,=3366800390887.4805,=9.3186,=0.9925,=6.4801,=4.9429,=3.6300
2020-12-29,=26534.7700,=32481.2700,=7758680827383.2100,=7137706853663,=3289901625260.7290,=9.1160,=0.9839,=6.4787,=4.9429,=3.6300
2020-12-28,=26846.3100,=32862.6300,=7830341485493.6211,=7202525301797,=3322898173643.8301,=9.2002,=0.9878,=6.4766,=4.9428,=3.6300
2020-12-25,=26159.7600,=32022.2200,=7646134055130.1299,=7027699560290,=3238865964599.8296,=8.9838,=0.9785,=6.4757,=4.9425,=3.6300
2020-12-24,=26075.6400,=31919.2500,=7618331066236.6318,=6997933904011,=3232154719944.4492,=8.9511,=0.9764,=6.4757,=4.9422,=3.6275
2020-12-23,=26358.8900,=32265.9700,=7689047188326.2598,=7063241369117,=3263470731893.8589,=9.0342,=0.9807,=6.4756,=4.9417,=3.6275
2020-12-22,=26269.4600,=32156.5000,=7728113452233.1680,=7102634389868,=3275354121285.2300,=9.0801,=0.9835,=6.4734,=4.9413,=3.6275
2020-12-21,=26348.4300,=32253.1700,=7692794744342.2617,=7063522240971,=3266382908585.6802,=9.0386,=0.9814,=6.4726,=4.9412,=3.6275
2020-12-18,=25997.8300,=31824,=7622990819301.1797,=6997428495913,=3232002845556.5903,=8.9566,=0.9785,=6.4717,=4.9411,=3.6275
2020-12-17,=26283.1200,=32173.2300,=7706530237810.4600,=7071208012574,=3266518606953.1196,=9.0547,=0.9821,=6.4717,=4.9409,=3.6235
2020-12-16,=25976.1100,=31797.4100,=7619355353220.7793,=6984411246904,=3227918850463.4697,=8.9523,=0.9785,=6.4707,=4.9407,=3.6235
2020-12-15,=25709.4200,=31470.9500,=7527768569262.7402,=6898722869968,=3192188648775.9805,=8.8447,=0.9759,=6.4666,=4.9404,=3.6235
2020-12-14,=25792.4100,=31572.5500,=7561181638613.6426,=6929582489589,=3206683964467.4912,=8.8840,=0.9774,=6.4647,=4.9400,=3.6235
2020-12-11,=25151.8800,=30788.4700,=7072222009567.9092,=6590580112262,=3021614894599.1494,=8.7828,=0.9731,=6.4620,=4.9398,=3.6235
2020-12-10,=25306.1200,=30977.2700,=7111306815411.4482,=6625420829659,=3040761306816.7998,=8.8314,=0.9756,=6.4620,=4.9397,=3.6230
2020-12-09,=25284.7400,=30951.1100,=7096799042696.9902,=6610631476164,=3040650539246.4912,=8.8136,=0.9755,=6.4611,=4.9384,=3.6230
2020-12-08,=25564.3200,=31293.3400,=7161065077181.7500,=6666370500374,=3070298520349.7495,=8.8934,=0.9781,=6.4579,=4.9370,=3.6230
2020-12-07,=25410.3200,=31104.8300,=7087077238570.1396,=6599688762781,=3043240517312.5098,=8.8670,=0.9777,=6.4572,=4.9351,=3.6230
2020-12-04,=25226.3500,=30879.6300,=7035681506770.8291,=6551463472218,=3018679494935.6299,=8.8027,=0.9755,=6.4568,=4.9333,=3.6230
2020-12-03,=24694.7800,=30228.9400,=6869946428072.1699,=6393622278881,=2953410698441.5098,=8.5953,=0.9719,=6.4568,=4.9325,=3.6229
2020-12-02,=24446.0300,=29924.4400,=6801563781400.1709,=6329056035020,=2925716363702.3896,=8.5098,=0.9687,=6.4561,=4.9318,=3.6229
2020-12-01,=24368.9200,=29830.0500,=6778337828226.9209,=6311523594122,=2917515157562.0303,=8.4807,=0.9676,=6.4539,=4.9317,=3.6229
2020-11-30,=23975.3800,=29348.3200,=6667974839437.4590,=6207550559118,=2871251833774.1997,=8.3426,=0.9650,=6.4538,=4.9316,=3.6229
2020-11-27,=24457.2400,=29938.1700,=6795085582430.1104,=6330813331579,=2925670744350.9189,=8.5203,=0.9697,=6.4517,=4.9305,=3.6229
2020-11-26,=24230.3600,=29660.4400,=6743918475786.4707,=6285216212617,=2902102804145.5811,=8.4562,=0.9679,=6.4517,=4.9293,=3.6228
2020-11-25,=24159.1400,=29573.2600,=6724286665739.3711,=6268654301786,=2892473266251.1499,=8.4316,=0.9679,=6.4506,=4.9289,=3.6228
2020-11-24,=24818.4500,=30372.4600,=6904255494275.5996,=6436707445224,=2966862205471.1694,=8.6332,=0.9729,=6.4480,=4.9286,=3.6228
2020-11-23,=24890.6300,=30460.8000,=6935111798803.0391,=6470668666061,=2983633965314.3301,=8.6718,=0.9733,=6.4445,=4.9283,=3.6228
2020-11-20,=24709.5100,=30239.1500,=6847154248927.0107,=6375702141054,=2942303620317.9395,=8.5618,=0.9718,=6.4439,=4.9281,=3.6228
2020-11-19,=24542.7700,=30035.0900,=6808525933601.1094,=6335150909160,=2926613411019.6904,=8.5135,=0.9704,=6.4439,=4.9272,=3.6210
2020-11-18,=24240.9600,=29665.7400,=6728045007675.2695,=6258982596169,=2888284729619.1401,=8.4129,=0.9689,=6.4396,=4.9263,=3.6210
2020-11-17,=24404.6400,=29866.0400,=6786541213016.7188,=6318683097340,=2912568068896.0605,=8.4860,=0.9696,=6.4396,=4.9259,=3.6210
2020-11-16,=24707.4400,=30236.6100,=6865656604051.9385,=6396041262563,=2946763288229.5708,=8.5850,=0.9725,=6.4394,=4.9256,=3.6210
2020-11-13,=24162.7100,=29569.9700,=6720682264005.4688,=6237353998041,=2885681901504.7612,=8.4037,=0.9692,=6.4390,=4.9253,=3.6210
2020-11-12,=24570.9700,=30069.6000,=6834035669111.3906,=6346028834408,=2933776696367.9897,=8.5454,=0.9714,=6.4390,=4.9250,=3.6199
2020-11-11,=24605.4300,=30111.7700,=6835559819849.4199,=6346095344959,=2936760669122.9497,=8.5473,=0.9717,=6.4388,=4.9243,=3.6199
2020-11-10,=24760.3400,=30301.3500,=6881495938052.0986,=6388374379639,=2956339706608.5103,=8.6048,=0.9732,=6.4386,=4.9237,=3.6199
2020-11-09,=24658.0100,=30176.1200,=6850381817674.0996,=6355149621352,=2944349358590.6694,=8.5659,=0.9728,=6.4369,=4.9228,=3.6199
