日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB等权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2014-06-11,=5094.3270,=5562.6300,=1076042242641.2998,=908742399419,=457988260912.4060,=2.6458,=0.0209,=4.8737,=3.8096,=3
2014-06-10,=5070.5670,=5536.6600,=1072509378470.1000,=905308828898,=455780452238.5203,=2.6363,=0.0167,=4.8737,=3.8104,=3.0003
2014-06-09,=5033.0220,=5495.0800,=1064902196568.1000,=898505409971,=452551745143.3794,=2.6154,=0.0050,=4.8737,=3.8113,=3.0049
2014-06-06,=5040.7250,=5503.4900,=1065477381863.7000,=899285054081,=453201299458.6569,=2.6224,=0.0067,=4.8737,=3.8124,=3.0053
2014-06-05,=5077.0380,=5543.0200,=1072405087541.1000,=905586429532,=456696391160.8001,=2.6335,=0.0117,=4.8748,=3.8134,=3.0053
2014-06-04,=5021.1160,=5481.9600,=1060400920593.6998,=894722684856,=451481309797.9286,=2.6124,=0.0042,=4.8748,=3.8143,=3.0072
2014-06-03,=5056.7240,=5519.8700,=1069088979976.1000,=902274671174,=454262755225.9545,=2.6389,=0.0143,=4.8748,=3.8151,=3.0117
2014-05-30,=5124.2640,=5593.6000,=1081130282924.9004,=912426345541,=461116726820.1961,=2.6608,=0.0235,=4.8748,=3.8169,=3.0123
2014-05-29,=5116.2790,=5584.7200,=1079469127027.4998,=911320808564,=460668311547.0071,=2.6507,=0.0194,=4.8748,=3.8187,=3.0133
2014-05-28,=5146.4420,=5617.6400,=1084633103181.4000,=915684696907,=463326399383.6160,=2.6735,=0.0278,=4.8756,=3.8190,=3.0133
2014-05-27,=5127.7940,=5596.9400,=1080437509514.2000,=912155280070,=461744401820.6690,=2.6609,=0.0228,=4.8756,=3.8193,=3.0135
2014-05-26,=5152.5620,=5623.0500,=1084609025810.6000,=915205941113,=464086089513.7427,=2.6671,=0.0228,=4.8756,=3.8230,=3.0145
2014-05-23,=5117.8730,=5582.3200,=1077039330571.8000,=909072650049,=460829486481.8223,=2.6497,=0.0186,=4.8756,=3.8267,=3.0149
2014-05-22,=5078.6020,=5538.2000,=1068499764590.6002,=902177576129,=457245459456.1580,=2.6352,=0.0127,=4.8756,=3.8271,=3.0156
2014-05-21,=5106.5040,=5568.6300,=1074652473790.1002,=907274899506,=459816826944.8547,=2.6478,=0.0152,=4.8762,=3.8275,=3.0156
2014-05-20,=5033.1010,=5488.5800,=1058488464324.9000,=893017869823,=453193709012.0779,=2.6178,=0.0042,=4.8762,=3.8302,=3.0169
2014-05-19,=5061.2820,=5519.3100,=1064669321996,=898260870253,=455818933478.9354,=2.6205,=0.0042,=4.8762,=3.8329,=3.0185
2014-05-16,=5124.8820,=5586.9200,=1080088469012,=912410454340,=461698475365.6314,=2.6345,=0.0093,=4.8762,=3.8329,=3.0203
2014-05-15,=5131.9650,=5593.4100,=1080286426413.7002,=913233137050,=462523355415.8995,=2.6310,=0.0068,=4.8762,=3.8330,=3.0208
2014-05-14,=5203.7620,=5671.6600,=1095447701861.9000,=925377680613,=468951332669.3106,=2.6732,=0.0195,=4.8832,=3.8330,=3.0208
2014-05-13,=5250.8670,=5720.1100,=1105226696514.5000,=935535422215,=473255169363.5944,=2.6798,=0.0196,=4.8832,=3.8331,=3.0234
2014-05-12,=5235.6440,=5703.0900,=1101858480153.1001,=932573262242,=471855635526.6741,=2.6727,=0.0187,=4.8832,=3.8404,=3.0253
2014-05-09,=5153.2140,=5613.3000,=1084721428434.6998,=918557936666,=464572141271.0977,=2.6122,=0.0034,=4.8832,=3.8477,=3.0291
2014-05-08,=5181.5730,=5644.1900,=1089653889876.5996,=919860460242,=467146473402.4040,=2.6250,=0.0034,=4.8832,=3.8478,=3.0334
2014-05-07,=5196.9230,=5660.9200,=1092327528481.7000,=922220145722,=468562907037.8756,=2.6281,=0.0034,=4.8835,=3.8479,=3.0334
2014-05-06,=5264.4360,=5734.1000,=1105979169414.7000,=933605931733,=474835895545.6440,=2.6599,=0.0137,=4.8835,=3.8495,=3.0350
2014-05-05,=5251.3980,=5719.9000,=1103601802005.1001,=931659952657,=473586707759.5845,=2.6520,=0.0111,=4.8835,=3.8511,=3.0373
2014-04-30,=5231.2560,=5697.9600,=1101275502686.5000,=931229362644,=471319355685.9630,=2.6346,=0.0060,=4.8835,=3.8512,=3.0376
2014-04-29,=5185.7050,=5648.3400,=1094037111439.4998,=924594132572,=458542911226.0143,=2.6322,=0.0043,=4.8835,=3.8513,=3.0402
2014-04-28,=5110.7720,=5566.7300,=1079528772529.3000,=913289941138,=451950461212.4065,=2.6097,=0.0017,=4.8851,=3.8533,=3.0402
2014-04-25,=5236.9120,=5704.1200,=1103953534887.4998,=932792068762,=463181265230.8461,=2.7322,=0.0223,=4.8851,=3.8554,=3.0417
2014-04-24,=5389.2930,=5870.1000,=1136160239879.3000,=961650233358,=476958339910.0642,=2.8003,=0.0446,=4.8851,=3.8579,=3.0434
2014-04-23,=5417.2950,=5886.8500,=1145098282734.8000,=967079818874,=479465292954.2268,=2.8142,=0.0481,=4.8851,=3.8604,=3.0448
2014-04-22,=5387.0550,=5853.6500,=1136824831404.3000,=958580700984,=475204350624.3435,=2.8255,=0.0507,=4.8851,=3.8621,=3.0459
2014-04-21,=5389.6580,=5856.4800,=1135982223052.6001,=958400200747,=474974182910.5616,=2.8273,=0.0516,=4.8860,=3.8639,=3.0459
2014-04-18,=5492.1430,=5967.8400,=1157198191707.3999,=976450616550,=483953182803.8914,=2.8748,=0.0922,=4.8860,=3.8678,=3.0470
2014-04-17,=5474.4290,=5948.6000,=1152872396158.3997,=973334902355,=482805581442.3281,=2.8827,=0.0991,=4.8860,=3.8717,=3.0498
2014-04-16,=5469.7740,=5943.5400,=1150047149923.8999,=970215204075,=482488214483.8735,=2.8826,=0.0975,=4.8860,=3.8727,=3.0521
2014-04-15,=5484.7700,=5959.8300,=1153617951230.8000,=967164960058,=483896156362.8058,=2.8727,=0.0907,=4.8860,=3.8737,=3.0528
2014-04-14,=5536.9100,=6016.4900,=1163843696992.2000,=975825846832,=488747125766.3098,=2.8998,=0.1072,=4.8867,=3.8742,=3.0528
2014-04-11,=5529.9120,=6007.3900,=1164879591611.1001,=976028846385,=487847487648.5100,=2.8811,=0.0952,=4.8867,=3.8746,=3.0530
2014-04-10,=5465.8660,=5937.8200,=1151649825491.3999,=963454604921,=481991322674.7398,=2.8745,=0.0909,=4.8867,=3.8755,=3.0535
2014-04-09,=5411.0360,=5878.2500,=1137473145769,=951733335745,=476838698649.8500,=2.8494,=0.0711,=4.8867,=3.8764,=3.0545
2014-04-08,=5390.7820,=5856.2500,=1135293552554.8999,=950114302162,=475993755265.8699,=2.8336,=0.0564,=4.8867,=3.8804,=3.0546
2014-04-04,=5294.3060,=5751.4400,=1116999841027.8003,=934637808722,=467269893257.5000,=2.7956,=0.0425,=4.8900,=3.8844,=3.0546
2014-04-03,=5243.3720,=5696.1100,=1105860695943.2998,=927050825844,=462753325088.7800,=2.7757,=0.0313,=4.8900,=3.8851,=3.0548
2014-04-02,=5270.4740,=5725.5500,=1111238596102.8999,=931015517319,=465042843217.8499,=2.7928,=0.0391,=4.8900,=3.8858,=3.0558
2014-04-01,=5259.8050,=5713.9600,=1107016348899.8000,=926846953558,=464300690807.1500,=2.7890,=0.0348,=4.8900,=3.8881,=3.0565
2014-03-31,=5162.7280,=5608.5100,=1086235326276.3000,=907731435598,=455369008313.4799,=2.7468,=0.0244,=4.8900,=3.8903,=3.0592
2014-03-28,=5132.6540,=5575.8300,=1079724603531.2000,=899940857308,=452513058868.0399,=2.7594,=0.0262,=4.8916,=3.8925,=3.0592
2014-03-27,=5202.3740,=5651.5700,=1096578114830.1000,=914876904544,=458669670563.4598,=2.7927,=0.0358,=4.8916,=3.8948,=3.0598
2014-03-26,=5285.0870,=5741.4300,=1112828371424.1001,=927907850090,=466072281347.2700,=2.8302,=0.0463,=4.8916,=3.8960,=3.0600
2014-03-25,=5317.3480,=5776.4800,=1122509649152.5000,=937528448592,=468961114164.5100,=2.8327,=0.0490,=4.8916,=3.8972,=3.0611
2014-03-24,=5346.3670,=5808,=1131106827181.2998,=945954771613,=471534822879.3401,=2.8342,=0.0499,=4.8916,=3.8975,=3.0612
2014-03-21,=5333.8930,=5794.4500,=1127935624428.7000,=943110582267,=470717147146.1000,=2.8117,=0.0420,=4.8931,=3.8978,=3.0612
2014-03-20,=5237.2430,=5689.1500,=1105482465953.5000,=927399167851,=462096139812.6299,=2.7677,=0.0289,=4.8931,=3.9026,=3.0615
2014-03-19,=5360.4050,=5822.9400,=1131607373457,=949687912790,=473072309119.7601,=2.8304,=0.0447,=4.8931,=3.9073,=3.0627
2014-03-18,=5438.6050,=5907.8900,=1144988779585.3000,=959859327109,=480053903399.8500,=2.8554,=0.0667,=4.8931,=3.9119,=3.0658
2014-03-17,=5400.5460,=5866.5500,=1136366126239.7000,=951994277553,=476689774914.7499,=2.8430,=0.0554,=4.8931,=3.9165,=3.0685
2014-03-14,=5370.3410,=5833.7400,=1130302927580.6001,=946227306253,=473588629953.5599,=2.8176,=0.0413,=4.8938,=3.9168,=3.0685
2014-03-13,=5428.0950,=5896.4700,=1143138894488.5000,=955784375828,=478479716937.7700,=2.8555,=0.0651,=4.8938,=3.9170,=3.0698
2014-03-12,=5270.2980,=5725.0600,=1110600248028.6001,=925825681677,=464506395167.7499,=2.7835,=0.0308,=4.8938,=3.9211,=3.0765
2014-03-11,=5291.7510,=5748.3600,=1114739856247.8999,=930186562622,=466486960932.8300,=2.7913,=0.0326,=4.8938,=3.9251,=3.0783
2014-03-10,=5200.0990,=5648.8000,=1093478402402.2000,=911866861643,=458547102518.1900,=2.7508,=0.0256,=4.8938,=3.9282,=3.0813
2014-03-07,=5314.7730,=5773.3700,=1119464654349.2000,=936119839910,=468002335292.4700,=2.8535,=0.0601,=4.8939,=3.9313,=3.0813
2014-03-06,=5285.1490,=5741.1900,=1113924760365.1001,=931385741057,=465129034544.1402,=2.8650,=0.0672,=4.8939,=3.9323,=3.0819
2014-03-05,=5301.0010,=5758.4100,=1116097272578.8000,=932647607417,=466527078825.3298,=2.8770,=0.0717,=4.8939,=3.9332,=3.0880
2014-03-04,=5268.2720,=5722.8600,=1107720137864.7000,=923585413014,=463505448608.0802,=2.8644,=0.0664,=4.8939,=3.9352,=3.0898
2014-03-03,=5312.8510,=5771.2900,=1117960149488.3999,=930878010461,=467478031164.8900,=2.8846,=0.0780,=4.8939,=3.9372,=3.0910
2014-02-28,=5217.1650,=5667.3400,=1097653763857.1000,=908760077558,=458925994502.6401,=2.8325,=0.0426,=4.8954,=3.9406,=3.0910
2014-02-27,=5117.5470,=5559.1300,=1074622424005.7998,=889891420054,=449537185741.9799,=2.7990,=0.0355,=4.8954,=3.9441,=3.0959
2014-02-26,=5173.8990,=5620.3400,=1084393759984,=896859038318,=454446782409.5599,=2.8353,=0.0436,=4.8954,=3.9447,=3.0986
2014-02-25,=5179.8330,=5626.7900,=1083997746269.5000,=896904594130,=455163876552.9601,=2.8339,=0.0418,=4.8954,=3.9452,=3.0987
2014-02-24,=5371.3290,=5834.8100,=1124533228062.8000,=931123231237,=471964283470.1301,=2.9373,=0.1086,=4.8954,=3.9481,=3.1006
2014-02-21,=5437.1690,=5906.3300,=1138460833171.8000,=941840594585,=477837274321.3901,=2.9603,=0.1221,=4.8965,=3.9510,=3.1006
2014-02-20,=5484.0950,=5957.3100,=1148877363082.1001,=949973439336,=481782138760.4800,=2.9942,=0.1418,=4.8965,=3.9564,=3.1028
2014-02-19,=5504.5500,=5979.5300,=1153300763063,=954638846648,=483494372457.6301,=3.0123,=0.1509,=4.8965,=3.9618,=3.1044
2014-02-18,=5473.7710,=5946.0900,=1145113116383.6001,=947171294344,=480880713390.9500,=2.9876,=0.1358,=4.8965,=3.9667,=3.1045
2014-02-17,=5536.2580,=6013.9700,=1159631468048.5002,=958626887940,=486438513079.9002,=3.0203,=0.1565,=4.8965,=3.9716,=3.1048
2014-02-14,=5460.8900,=5932.1000,=1142393711342.3000,=942124389304,=479811123073.9701,=2.9748,=0.1298,=4.8986,=3.9716,=3.1048
2014-02-13,=5352.6550,=5814.5200,=1117286243686,=919820041324,=470342309619.6600,=2.9205,=0.0950,=4.8986,=3.9716,=3.1051
2014-02-12,=5395.5830,=5861.1600,=1123554140529.2002,=924640863861,=474262603992.8900,=2.9487,=0.1148,=4.8986,=3.9721,=3.1063
2014-02-11,=5362.8610,=5825.6100,=1119246634581.1001,=919937442692,=471439759950.7100,=2.9216,=0.0961,=4.8986,=3.9726,=3.1115
2014-02-10,=5331.3950,=5791.4300,=1111439938513.9998,=913678618301,=468744310456.1901,=2.9005,=0.0818,=4.8986,=3.9813,=3.1138
2014-02-07,=5205.2850,=5654.4400,=1086476030971,=895020853963,=457797000786.0101,=2.8356,=0.0432,=4.8986,=3.9900,=3.1138
2014-01-30,=5135.0660,=5578.1600,=1074359631973.2000,=883832596693,=451516333495.8500,=2.8008,=0.0360,=4.8986,=3.9924,=3.1145
2014-01-29,=5229.5650,=5680.8100,=1093634453857.5000,=900846866542,=460085223566.1000,=2.8444,=0.0486,=4.8986,=3.9949,=3.1179
2014-01-28,=5282.9930,=5738.8500,=1104155101785.3999,=910891865782,=464930329173.0799,=2.8726,=0.0649,=4.8986,=3.9953,=3.1184
2014-01-27,=5349.6210,=5811.2300,=1117531798018.3999,=922612853816,=470729077829.0399,=2.9059,=0.0830,=4.8986,=3.9958,=3.1187
2014-01-24,=5394.0800,=5859.5200,=1126106483807,=927122723260,=474576894618.1299,=2.9294,=0.0967,=4.8996,=3.9995,=3.1187
2014-01-23,=5370.1830,=5833.5600,=1122051793169.5000,=921740444320,=472428106801.5100,=2.9135,=0.0868,=4.8996,=4.0033,=3.1202
2014-01-22,=5376.7280,=5840.6700,=1124785905226.2000,=923559783785,=472845092211.3300,=2.9257,=0.0923,=4.8996,=4.0046,=3.1214
2014-01-21,=5232.1800,=5683.6500,=1094141728301.8002,=897604267903,=460070528704.7999,=2.8541,=0.0562,=4.8996,=4.0059,=3.1238
2014-01-20,=5218.9010,=5669.2300,=1089725382482.1000,=895265622003,=459028879105.6701,=2.8343,=0.0417,=4.8996,=4.0075,=3.1277
2014-01-17,=5247.9860,=5700.8200,=1093810922168.1000,=895617327308,=461346931895.1299,=2.8431,=0.0472,=4.9011,=4.0090,=3.1277
2014-01-16,=5369.7630,=5833.1100,=1118246945541.0002,=915439588189,=472205287364.9299,=2.9031,=0.0781,=4.9011,=4.0117,=3.1297
2014-01-15,=5342.2920,=5803.2700,=1108520218852.1001,=908708184840,=469901639272.8801,=2.8918,=0.0700,=4.9011,=4.0143,=3.1322
2014-01-14,=5345.9840,=5807.2800,=1111630032182.0002,=911597235806,=470364959481.6800,=2.8942,=0.0710,=4.9011,=4.0182,=3.1326
2014-01-13,=5279.7330,=5735.3100,=1098224623551.9000,=899842000208,=464504786217.4699,=2.8502,=0.0492,=4.9011,=4.0220,=3.1345
2014-01-10,=5283.2750,=5739.1600,=1096546817737.5000,=898161065052,=464708650729.9598,=2.8515,=0.0501,=4.9013,=4.0281,=3.1345
2014-01-09,=5301.1640,=5758.5900,=1098508625366.7000,=891571450793,=465952111316.7299,=2.9038,=0.0757,=4.9013,=4.0342,=3.1372
2014-01-08,=5359.1910,=5821.6200,=1108980055424.7000,=899495196051,=471235552102.6400,=2.9317,=0.0886,=4.9013,=4.0346,=3.1374
2014-01-07,=5333.9670,=5794.2200,=1106336954594.6001,=898118738810,=468734250403.9202,=2.9478,=0.0969,=4.9013,=4.0350,=3.1424
2014-01-06,=5326.0730,=5785.6500,=1105340854133.1003,=897559980714,=467937173608.6100,=2.9479,=0.0970,=4.9013,=4.0353,=3.1429
2014-01-03,=5484.8120,=5958.0800,=1138596768666.1001,=925154925323,=481857340488.0400,=3.0470,=0.1493,=4.9120,=4.0356,=3.1429
2014-01-02,=5541.4380,=6019.6000,=1150961211257.1001,=935749824270,=486682111887.4000,=3.0910,=0.1732,=4.9120,=4.0371,=3.1463
2013-12-31,=5581.8470,=6063.4900,=1159504531531.8999,=935778502053,=490299374547.4001,=3.1044,=0.1780,=4.9120,=4.0385,=3.1522
2013-12-30,=5505.4010,=5980.4500,=1141398403937.3003,=919680483388,=484176515649.1500,=3.0592,=0.1589,=4.9120,=4.0393,=3.1580
2013-12-27,=5491.7300,=5965.6000,=1137491074370.3003,=918352000270,=483195720068.8699,=3.0373,=0.1434,=4.9120,=4.0400,=3.1594
2013-12-26,=5422.6500,=5890.5600,=1122108889801.3999,=906541696417,=477299354345.5598,=2.9895,=0.1196,=4.9145,=4.0406,=3.1594
2013-12-25,=5492.3810,=5966.3100,=1138237538355.2002,=920005382374,=483146842694.0300,=3.0434,=0.1455,=4.9145,=4.0411,=3.1614
2013-12-24,=5442.4870,=5912.1100,=1126471738622.3000,=912560585582,=478931371905.4000,=3.0169,=0.1355,=4.9145,=4.0442,=3.1622
2013-12-23,=5429.1880,=5897.6600,=1122225543006.2000,=909625732890,=477958797085.8601,=3.0049,=0.1273,=4.9145,=4.0472,=3.1693
2013-12-20,=5434.1650,=5903.0700,=1120971827637.8000,=909608712593,=478601718467.4301,=2.9999,=0.1247,=4.9145,=4.0530,=3.1705
2013-12-19,=5457.6950,=5928.6300,=1130073132099.3999,=918487842001,=480236738442.8000,=3.0291,=0.1377,=4.9151,=4.0589,=3.1705
2013-12-18,=5515.3930,=5991.3000,=1140863914494.8000,=927921562759,=485390043024.6201,=3.0612,=0.1563,=4.9151,=4.0603,=3.1724
2013-12-17,=5518.3280,=5994.4900,=1142542704645.1997,=922117867571,=485529448205.4500,=3.0685,=0.1593,=4.9151,=4.0617,=3.1725
2013-12-16,=5546.8490,=6025.4700,=1148540893195.2000,=926658149674,=487901444550.9199,=3.0959,=0.1659,=4.9151,=4.0618,=3.1774
2013-12-13,=5656.4500,=6144.5300,=1122489400470.2998,=902876104784,=475531436929.4101,=3.1214,=0.1800,=4.9151,=4.0619,=3.1797
2013-12-12,=5673.8550,=6163.4400,=1125956944767.5000,=905790053449,=477023879796.3500,=3.1277,=0.1811,=4.9185,=4.0620,=3.1797
2013-12-11,=5683.9560,=6174.4100,=1129573347246.8999,=908685252501,=477772450991.9199,=3.1322,=0.1822,=4.9185,=4.0622,=3.1807
2013-12-10,=5733.1440,=6227.8400,=1139393268826.7000,=915436132294,=481739176352.5700,=3.1594,=0.1907,=4.9185,=4.0637,=3.1819
2013-12-09,=5743.3730,=6238.9600,=1141979821596.8999,=917693190467,=482773715816.1199,=3.1622,=0.1918,=4.9185,=4.0653,=3.1833
2013-12-06,=5711.6910,=6204.5400,=1136332489958.8999,=913320079163,=480284697881.0601,=3.1326,=0.1827,=4.9185,=4.0661,=3.1866
2013-12-05,=5718.2580,=6211.6700,=1135237669601.3999,=911790075939,=480657605904.7300,=3.1297,=0.1819,=4.9219,=4.0668,=3.1866
2013-12-04,=5727.1730,=6221.3600,=1135953120615.6001,=913170067483,=481662068387.2300,=3.1202,=0.1802,=4.9219,=4.0669,=3.1885
2013-12-03,=5628.1640,=6113.8100,=1116989383596.2002,=898579609945,=473559263764.6799,=3.0558,=0.1533,=4.9219,=4.0669,=3.1908
2013-12-02,=5508.5440,=5983.8600,=1094840872305.6998,=881229755904,=463872946675.5500,=2.9886,=0.1197,=4.9219,=4.0703,=3.1948
2013-11-29,=5717.0810,=6210.4000,=1134842940548.3999,=914511828242,=481621763541.5100,=3.1179,=0.1760,=4.9219,=4.0737,=3.1952
2013-11-28,=5713.5860,=6206.6000,=1134597051503.8999,=914401771719,=481375632143.3402,=3.1115,=0.1734,=4.9227,=4.0745,=3.1952
2013-11-27,=5632.3180,=6118.3200,=1118681407247.3000,=902600614221,=474535456932.5399,=3.0819,=0.1632,=4.9227,=4.0754,=3.1962
2013-11-26,=5599.3730,=6082.5300,=1111975136249.6001,=897801854969,=471826995804.8800,=3.0600,=0.1549,=4.9227,=4.0770,=3.1985
2013-11-25,=5601.4460,=6084.7800,=1113582383353.7002,=899044790002,=472198683830.0500,=3.0545,=0.1504,=4.9227,=4.0787,=3.1988
2013-11-22,=5608.0830,=6091.9900,=1112989078961.2000,=897445730423,=472349409899.5101,=3.0548,=0.1515,=4.9227,=4.0791,=3.1995
2013-11-21,=5628.6130,=6114.2900,=1117182190554.1001,=901149402512,=473898875849.5000,=3.0658,=0.1563,=4.9235,=4.0796,=3.1995
2013-11-20,=5672.9160,=6162.4200,=1126803733271.8000,=909374717858,=478014056759.1599,=3.0783,=0.1583,=4.9235,=4.0799,=3.2001
2013-11-19,=5663.1000,=6151.7600,=1124333599347.2998,=908118284494,=477370008768.7600,=3.0698,=0.1566,=4.9235,=4.0801,=3.2003
2013-11-18,=5736.6380,=6231.6400,=1135983909170.3003,=916528653544,=483485990882.3098,=3.0813,=0.1577,=4.9235,=4.0807,=3.2018
2013-11-15,=5608.0450,=6091.9500,=1112744394199.2002,=897694478161,=473156290925.4898,=3.0003,=0.1276,=4.9235,=4.0812,=3.2031
2013-11-14,=5510.0550,=5985.5100,=1095097056631.2000,=884646588653,=465356309446.2500,=2.9368,=0.0946,=4.9238,=4.0814,=3.2031
2013-11-13,=5432.2140,=5900.9500,=1082664512177.7000,=875730907070,=459084696536.8300,=2.8975,=0.0739,=4.9238,=4.0816,=3.2041
2013-11-12,=5518.8750,=5995.0900,=1099571398055.3999,=887784605224,=465972511086.5599,=2.9377,=0.0938,=4.9238,=4.0818,=3.2043
2013-11-11,=5436.0720,=5905.1400,=1079402277608.1000,=870726823327,=458588653157.5300,=2.9030,=0.0759,=4.9238,=4.0820,=3.2052
2013-11-08,=5363.0630,=5825.8300,=1064224934048.3998,=858772888122,=452107624320.1299,=2.8788,=0.0646,=4.9238,=4.0824,=3.2071
2013-11-07,=5432.9390,=5901.7300,=1078425319312.1002,=870445405128,=458345880122.7601,=2.9267,=0.0856,=4.9254,=4.0828,=3.2071
2013-11-06,=5502.3690,=5977.1600,=1090531829322.1000,=879347586068,=464016148093.6300,=2.9521,=0.0971,=4.9254,=4.0838,=3.2100
2013-11-05,=5553.5950,=6032.8000,=1098437961795.4000,=884200519064,=467818310459.8000,=2.9685,=0.1048,=4.9254,=4.0847,=3.2108
2013-11-04,=5510.3880,=5985.8700,=1091293782833.5000,=876986125702,=463885396304.7000,=2.9416,=0.0915,=4.9254,=4.0850,=3.2127
2013-11-01,=5500.6980,=5975.3400,=1090634872133.8000,=874931302410,=462794333570.0100,=2.9332,=0.0887,=4.9254,=4.0852,=3.2134
2013-10-31,=5531.1490,=6008.4200,=1093667958040.2000,=878174865200,=465516970034.7302,=2.9421,=0.0907,=4.9265,=4.0860,=3.2134
2013-10-30,=5686.5690,=6177.2500,=1114603002630.9998,=893633247210,=476346146766.4100,=2.9624,=0.0985,=4.9265,=4.0867,=3.2154
2013-10-29,=5616.7860,=6101.4500,=1103585674375,=885413097505,=470610358450.5400,=2.9278,=0.0871,=4.9265,=4.0870,=3.2158
2013-10-28,=5684.8120,=6175.3400,=1116697123856.8000,=894612447797,=476314489064.3999,=2.9936,=0.1121,=4.9265,=4.0872,=3.2167
2013-10-25,=5731.5910,=6226.1600,=1123247048764.3003,=902629793948,=479491602797.0500,=3.0234,=0.1256,=4.9265,=4.0875,=3.2189
2013-10-24,=5887.6200,=6395.6500,=1154895810823.5000,=929114855142,=493064998366.2601,=3.1063,=0.1536,=4.9279,=4.0878,=3.2189
2013-10-23,=5952.3560,=6465.9700,=1165874080266.6001,=937574091467,=498428061258.5900,=3.1429,=0.1623,=4.9279,=4.0878,=3.2190
2013-10-22,=6170.5930,=6703.0400,=1203281143506.7998,=966134434068,=515733384262.1600,=3.2616,=0.2163,=4.9279,=4.0878,=3.2230
2013-10-21,=6228.8600,=6766.3300,=1216323416559.6001,=975330788975,=520604451302.8199,=3.2958,=0.2339,=4.9279,=4.0882,=3.2230
2013-10-18,=6014.8270,=6533.8300,=1177132563024.1997,=946687357743,=503197372187.6100,=3.2127,=0.1936,=4.9279,=4.0886,=3.2230
2013-10-17,=5993.2690,=6510.4100,=1176001992271.3999,=946456840244,=501423995744.6699,=3.2268,=0.2015,=4.9307,=4.0890,=3.2230
2013-10-16,=6002.1220,=6520.0300,=1178686509304.3999,=947790819248,=502212902804.4000,=3.2232,=0.2008,=4.9307,=4.0894,=3.2230
2013-10-15,=6110.3020,=6637.5500,=1199136383966,=963484663370,=511089777818.2601,=3.3134,=0.2425,=4.9307,=4.0912,=3.2230
2013-10-14,=6052.2250,=6574.4600,=1188430523528.8999,=953901116601,=505546454897.4100,=3.2817,=0.2224,=4.9307,=4.0929,=3.2230
2013-10-11,=5921.7630,=6432.7400,=1159315050675.7000,=930958512404,=495045827471.0299,=3.1725,=0.1704,=4.9307,=4.0949,=3.2230
2013-10-10,=5841.0070,=6345.0100,=1140794047863.6997,=917960981782,=488794767913.3398,=3.0986,=0.1483,=4.9351,=4.0969,=3.2230
2013-10-09,=5856.4500,=6361.7900,=1144650957087.3999,=921509986977,=489995363493.1901,=3.1187,=0.1571,=4.9351,=4.0970,=3.2309
2013-10-08,=5794.5340,=6294.5300,=1136294728556.4004,=913957595050,=484844247029.9498,=3.0898,=0.1476,=4.9351,=4.0970,=3.2338
2013-09-30,=5736.8100,=6231.8300,=1126472557999.8003,=905452737333,=480054782925.2800,=3.0565,=0.1409,=4.9351,=4.0975,=3.2416
2013-09-27,=5656.4200,=6144.5000,=1112960286709.9998,=893674427702,=472483392183.5665,=3.0185,=0.1255,=4.9351,=4.0979,=3.2445
2013-09-26,=5675.7970,=6165.5500,=1114264852199.2002,=896623125134,=474525863369.4631,=3.0135,=0.1217,=4.9402,=4.0995,=3.2445
2013-09-25,=5679.0530,=6169.0900,=1115657607239.5000,=898166578606,=474793508904.4909,=3.0528,=0.1355,=4.9402,=4.1011,=3.2456
2013-09-24,=5691.8740,=6183.0100,=1118172554277,=900980271527,=476000571461.6160,=3.0402,=0.1298,=4.9402,=4.1024,=3.2477
2013-09-23,=5622.4950,=6107.6500,=1107615157440.6001,=894231704328,=471106092911.6451,=3.0417,=0.1299,=4.9402,=4.1037,=3.2480
2013-09-18,=5528.2760,=6005.3000,=1090680445710.3000,=882277258573,=463665161702.9905,=2.9956,=0.1144,=4.9402,=4.1041,=3.2542
2013-09-17,=5536.5380,=6014.2700,=1092237835974.2000,=883798523186,=464382397106.9774,=2.9721,=0.1037,=4.9403,=4.1046,=3.2542
2013-09-16,=5649.6050,=6137.1000,=1117058507691.6001,=906198813020,=474824119972.9075,=3.0350,=0.1263,=4.9403,=4.1053,=3.2573
2013-09-13,=5680.8200,=6171.0100,=1123576254044.5000,=912640355626,=477673829083.2686,=3.0376,=0.1265,=4.9403,=4.1060,=3.2580
2013-09-12,=5600.0490,=6083.2600,=1108842261611.8999,=901375440056,=471220300641.2252,=3.0117,=0.1187,=4.9403,=4.1088,=3.2600
2013-09-11,=5636.3390,=6122.6900,=1114481168717.7000,=905886474744,=474490063944.4551,=3.0133,=0.1189,=4.9403,=4.1116,=3.2601
2013-09-10,=5605.1760,=6088.8300,=1107476839898.7000,=899387262191,=471806620551.6953,=2.9957,=0.1141,=4.9407,=4.1119,=3.2601
2013-09-09,=5571.7190,=6052.4900,=1101290900622.1001,=894412750620,=469089679307.0082,=2.9660,=0.1004,=4.9407,=4.1121,=3.2607
2013-09-06,=5522.7240,=5999.2700,=1090276075011.1000,=886479596081,=465171375848.4689,=2.9334,=0.0906,=4.9407,=4.1143,=3.2608
2013-09-05,=5528.6600,=6005.7200,=1091417957479.4000,=886939350760,=465589486794.4971,=2.9227,=0.0868,=4.9407,=4.1165,=3.2647
