日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率等权,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2011-04-14,=6724.2280,,=1069740571516.8002,=859014570755,=475194518397.0502,=0.0058,=0.9420,=0.0054,=0.0049,=0.0044
2011-04-13,=6729.0890,,=1070759313883.9000,=861082107595,=475858688631.3400,=0.0058,=0.9442,=0.0054,=0.0049,=0.0044
2011-04-12,=6656.8540,,=1059621905696.5000,=852180200441,=470795886699.4199,=0.0059,=0.9580,=0.0054,=0.0049,=0.0044
2011-04-11,=6621.6750,,=1054730588167.8000,=847986987512,=468364058381.0300,=0.0059,=0.9673,=0.0054,=0.0049,=0.0044
2011-04-08,=6623.7600,,=1049484096398.4000,=842675595732,=467887445099.0300,=0.0059,=0.9719,=0.0054,=0.0049,=0.0044
2011-04-07,=6556.8130,,=1040340429594.7000,=835049316579,=463467756072.0200,=0.0060,=0.9836,=0.0054,=0.0049,=0.0044
2011-04-06,=6531.7690,,=1038465245717.0996,=833784501128,=462077688030.0499,=0.0060,=0.9859,=0.0054,=0.0049,=0.0044
2011-04-01,=6598.4530,,=1051423512427.6002,=844831766702,=467275295064.2300,=0.0060,=0.9811,=0.0054,=0.0049,=0.0044
2011-03-31,=6587.8740,,=1050797302489.9000,=843523790348,=466809192176.1100,=0.0060,=0.9858,=0.0053,=0.0049,=0.0044
2011-03-30,=6567.7660,,=1046737621699.3000,=840668576256,=465379783131.8000,=0.0058,=0.9479,=0.0053,=0.0049,=0.0044
2011-03-29,=6588.6540,,=1051942104945.4000,=843602514259,=456329994271.4899,=0.0056,=0.9335,=0.0053,=0.0048,=0.0044
2011-03-28,=6678.9810,,=1064472714397.3000,=853755254663,=462408103872.1799,=0.0055,=0.8833,=0.0053,=0.0048,=0.0044
2011-03-25,=6776.1980,,=1081566013581.6000,=866445542699,=472350531248.4100,=0.0053,=0.7780,=0.0053,=0.0048,=0.0044
2011-03-24,=6773.2380,,=1080373317651,=864784329389,=472186085401.3301,=0.0053,=0.7871,=0.0053,=0.0048,=0.0044
2011-03-23,=6793.0410,,=1083577447125.9000,=868533297426,=473977043141.5600,=0.0053,=0.7866,=0.0053,=0.0048,=0.0044
2011-03-22,=6755.4600,,=1078292102505.6998,=864131343115,=471489004993.1400,=0.0053,=0.7933,=0.0053,=0.0048,=0.0044
2011-03-21,=6789.1500,,=1085755731354.1000,=869324694268,=473918656527.9599,=0.0051,=0.6313,=0.0053,=0.0048,=0.0044
2011-03-18,=6870.5600,,=1100814528034.3003,=880703917828,=480175201131.2101,=0.0049,=0.5217,=0.0053,=0.0048,=0.0044
2011-03-17,=6865.4740,,=1099532534841.2998,=879575673285,=479600491079.6400,=0.0048,=0.4746,=0.0053,=0.0048,=0.0044
2011-03-16,=6881.7430,,=1098205709894.3000,=876667564666,=479756871824.7400,=0.0048,=0.4539,=0.0053,=0.0048,=0.0044
2011-03-15,=6815.1740,,=1088309614032.5000,=867050659544,=474931099907.0700,=0.0048,=0.4793,=0.0053,=0.0048,=0.0044
2011-03-14,=6946.3910,,=1108978122525.8000,=883939346943,=484079308966.2900,=0.0047,=0.4122,=0.0053,=0.0048,=0.0044
2011-03-11,=6863.8070,,=1096963661582.4998,=871149853919,=478090325695.7600,=0.0048,=0.4572,=0.0053,=0.0048,=0.0044
2011-03-10,=6896.6230,,=1103341965171.4998,=877287750055,=480613462266.9700,=0.0047,=0.4363,=0.0053,=0.0048,=0.0044
2011-03-09,=6853.2260,,=1092406748431.6000,=869684355955,=477015193071.1201,=0.0048,=0.4767,=0.0053,=0.0048,=0.0044
2011-03-08,=6841.6710,,=1089021798740,=867790595246,=477335454427.6200,=0.0047,=0.4409,=0.0053,=0.0048,=0.0044
2011-03-07,=6849.1380,,=1089927149170.3000,=869430135271,=477721534141.7502,=0.0048,=0.4840,=0.0053,=0.0048,=0.0044
2011-03-04,=6817.2370,,=1086257844768.9000,=864961417308,=475444445598.4501,=0.0048,=0.4975,=0.0053,=0.0049,=0.0044
2011-03-03,=6778.0050,,=1080603551270.2998,=859654606760,=472765141216.7399,=0.0049,=0.5062,=0.0053,=0.0049,=0.0044
2011-03-02,=6935.7310,,=1102824146289.8999,=877890185031,=483563955792.8500,=0.0048,=0.4577,=0.0054,=0.0049,=0.0044
2011-03-01,=6933.6820,,=1103835499470.7002,=879225543007,=483754813625.0800,=0.0047,=0.4439,=0.0054,=0.0049,=0.0044
2011-02-28,=6886.6550,,=1095908748269.4000,=874039719117,=480555310181.1899,=0.0048,=0.4700,=0.0054,=0.0049,=0.0044
2011-02-25,=6840.8190,,=1092160719914.6000,=865821870205,=477839088828.8901,=0.0047,=0.3910,=0.0054,=0.0049,=0.0044
2011-02-24,=6869.4270,,=1095852315882.3000,=869380678247,=479725654960.2600,=0.0047,=0.4020,=0.0054,=0.0049,=0.0044
2011-02-23,=6852.1110,,=1092965230283.2000,=868183066548,=478739564656.2401,=0.0047,=0.3854,=0.0054,=0.0049,=0.0044
2011-02-22,=6831.6700,,=1092368000456.9000,=868600166143,=477555952121.1299,=0.0047,=0.3914,=0.0054,=0.0049,=0.0044
2011-02-21,=6946.8420,,=1110180065538.1003,=882628815891,=485708867461.8900,=0.0046,=0.3114,=0.0054,=0.0049,=0.0044
2011-02-18,=6833.9900,,=1095943321048.3998,=870584659226,=478303166548.3300,=0.0046,=0.3604,=0.0054,=0.0049,=0.0044
2011-02-17,=6820.3530,,=1090413401496.8000,=866512015765,=476973378670.8901,=0.0047,=0.3766,=0.0054,=0.0049,=0.0044
2011-02-16,=6871.4650,,=1097166409518,=872119815654,=480850315914.0798,=0.0046,=0.3546,=0.0054,=0.0049,=0.0044
2011-02-15,=6856.5370,,=1095781437419.6000,=871393573016,=480127456033.1600,=0.0047,=0.3606,=0.0054,=0.0049,=0.0044
2011-02-14,=6856.4770,,=1098459366265.2000,=873248757612,=480370065004.6900,=0.0046,=0.3487,=0.0054,=0.0049,=0.0044
2011-02-11,=6758.0880,,=1083596620361.3000,=861260169131,=473688901634.8000,=0.0047,=0.3882,=0.0054,=0.0049,=0.0044
2011-02-10,=6745.2640,,=1080517878832.4000,=859068979992,=472690948509.7899,=0.0047,=0.4072,=0.0054,=0.0049,=0.0044
2011-02-09,=6541.9170,,=1046552817130.4000,=831421421608,=457995853654.2701,=0.0049,=0.4832,=0.0054,=0.0049,=0.0044
2011-02-01,=6512.6360,,=1045622840473.1000,=830375733980,=456704010560.1201,=0.0049,=0.5000,=0.0054,=0.0049,=0.0044
2011-01-31,=6494.1870,,=1043772531443.1998,=827394970885,=455233748598.0201,=0.0049,=0.5039,=0.0054,=0.0049,=0.0044
2011-01-28,=6391.7160,,=1028042934265.3000,=814614084548,=448062268880.0900,=0.0050,=0.5365,=0.0054,=0.0049,=0.0044
2011-01-27,=6305.5210,,=1017502752775,=804623281243,=442239263283.2800,=0.0050,=0.5849,=0.0054,=0.0049,=0.0044
2011-01-26,=6213.6690,,=1004563712574.1998,=793607801942,=435942529642.7100,=0.0051,=0.6335,=0.0054,=0.0049,=0.0044
2011-01-25,=6132.1720,,=992073159101.6998,=783873345973,=430466438395.6101,=0.0052,=0.6929,=0.0054,=0.0049,=0.0044
2011-01-24,=6174.2590,,=997826180029.6000,=789542451753,=433367386479.3201,=0.0052,=0.6658,=0.0054,=0.0049,=0.0044
2011-01-21,=6320.7810,,=1022867485439.2002,=809416816930,=443738736524.5900,=0.0050,=0.5488,=0.0054,=0.0049,=0.0044
2011-01-20,=6366.4950,,=1032205711869,=816956952845,=447490896939.0401,=0.0049,=0.5423,=0.0054,=0.0049,=0.0044
2011-01-19,=6575.5410,,=1062707497360.7000,=841408364598,=461808842382.4500,=0.0048,=0.4668,=0.0054,=0.0049,=0.0044
2011-01-18,=6471.6620,,=1047218882086,=829416275633,=454833076002.3901,=0.0049,=0.5053,=0.0054,=0.0049,=0.0044
2011-01-17,=6378.6610,,=1029251662563.8000,=815059279397,=447525509170.7800,=0.0049,=0.5280,=0.0054,=0.0049,=0.0044
2011-01-14,=6629.8400,,=1065529683244.8004,=844279996866,=464574694772.4500,=0.0047,=0.4305,=0.0054,=0.0049,=0.0044
2011-01-13,=6686.2330,,=1070630344660.7000,=848150102204,=467814374043.1299,=0.0047,=0.4021,=0.0054,=0.0049,=0.0044
2011-01-12,=6607.9890,,=1053680890674.3000,=835469397911,=461626171522.9199,=0.0047,=0.4409,=0.0054,=0.0049,=0.0044
2011-01-11,=6606.5440,,=1055133749236.3000,=835174408716,=461583184142.5900,=0.0047,=0.4447,=0.0054,=0.0049,=0.0044
2011-01-10,=6626.7880,,=1058847184647.8002,=837121758431,=462716966056.3600,=0.0047,=0.4378,=0.0054,=0.0049,=0.0044
2011-01-07,=6811.6540,,=1095750642993,=863640589702,=475757603096.7201,=0.0046,=0.3496,=0.0054,=0.0049,=0.0044
2011-01-06,=6836.6730,,=1097071676055.4998,=865730124042,=477486784470,=0.0046,=0.3261,=0.0054,=0.0049,=0.0044
2011-01-05,=6909.0980,,=1106287793617.6001,=873876685340,=482455568307.8399,=0.0045,=0.3052,=0.0054,=0.0049,=0.0044
2011-01-04,=7005.2630,,=1119014174561.3999,=887008966582,=489455314220.9300,=0.0045,=0.2705,=0.0054,=0.0049,=0.0044
2010-12-31,=6953.1320,,=1092431531492.1000,=876016862389,=461976169118.4298,=0.0047,=0.3890,=0.0054,=0.0049,=0.0044
2010-12-30,=6798.0650,,=1067971764810.3000,=858074739375,=451883350601.7698,=0.0048,=0.4423,=0.0054,=0.0049,=0.0044
2010-12-29,=6832.6270,,=1075358909458.1002,=864619336239,=454558580712.2600,=0.0048,=0.4490,=0.0054,=0.0049,=0.0044
2010-12-28,=6732.2490,,=1060094348980.1998,=852292856913,=447945418223.8101,=0.0049,=0.4779,=0.0054,=0.0049,=0.0043
2010-12-27,=6757.1180,,=1060468199310.6000,=853634080498,=449207844875.5599,=0.0048,=0.4765,=0.0054,=0.0049,=0.0043
2010-12-24,=6912.5970,,=1083211373724.1998,=873716174285,=460011013795.2400,=0.0047,=0.4278,=0.0054,=0.0049,=0.0043
2010-12-23,=7041.7660,,=1103427445871.3999,=889974204345,=468571128676.4401,=0.0046,=0.3705,=0.0054,=0.0049,=0.0043
2010-12-22,=7131.7150,,=1116453309960.1001,=899969850979,=474073984774.3000,=0.0046,=0.3296,=0.0054,=0.0049,=0.0043
2010-12-21,=7222.2670,,=1130606594863.0002,=911167594071,=480049553077.4300,=0.0045,=0.3165,=0.0054,=0.0049,=0.0043
2010-12-20,=7253.8690,,=1135504066031.3997,=917107913239,=482649250491.9698,=0.0045,=0.2949,=0.0054,=0.0049,=0.0043
2010-12-17,=7348.8670,,=1156584561134.3999,=933255588948,=489936521551.7000,=0.0045,=0.2732,=0.0054,=0.0049,=0.0043
2010-12-16,=7391.1390,,=1169545895316.4998,=941395639657,=492997275605.1201,=0.0045,=0.2655,=0.0054,=0.0049,=0.0043
2010-12-15,=7362.9750,,=1162213210525.7000,=934233206568,=490299323174.6500,=0.0045,=0.2550,=0.0054,=0.0049,=0.0043
2010-12-14,=7358.1580,,=1159651392949.6001,=931729691586,=489551460977.5798,=0.0045,=0.2500,=0.0054,=0.0049,=0.0043
2010-12-13,=7236.7880,,=1146517727622.3000,=918902570549,=482096783478.7800,=0.0045,=0.2963,=0.0054,=0.0049,=0.0043
2010-12-10,=7087.3270,,=1126144411873.2002,=903453107624,=472675791115.0800,=0.0046,=0.3600,=0.0054,=0.0049,=0.0043
2010-12-09,=7073.3110,,=1123570288137.2002,=901587117603,=471643402314.9601,=0.0047,=0.3725,=0.0054,=0.0049,=0.0043
2010-12-08,=7238.2900,,=1145606631397.2998,=919575942806,=481956093709.5599,=0.0045,=0.3075,=0.0054,=0.0049,=0.0043
2010-12-07,=7239.8150,,=1145718925977,=920481238506,=482318692702.0800,=0.0045,=0.2997,=0.0054,=0.0049,=0.0043
2010-12-06,=7109.7640,,=1124369644277.0002,=903033621743,=473336661887.8501,=0.0046,=0.3353,=0.0054,=0.0049,=0.0043
2010-12-03,=7283.3980,,=1154705926147.6001,=924603619938,=485035574494.2501,=0.0045,=0.3043,=0.0054,=0.0049,=0.0043
2010-12-02,=7288.3800,,=1154146332874.2000,=922904080446,=485060912450.0800,=0.0045,=0.2878,=0.0054,=0.0050,=0.0043
2010-12-01,=7277.9750,,=1154672020155.8999,=923278300903,=485117499218.9000,=0.0045,=0.3032,=0.0054,=0.0050,=0.0043
2010-11-30,=7291.7280,,=1158902908261.3000,=925343308751,=486311748547.1099,=0.0046,=0.3041,=0.0054,=0.0050,=0.0043
2010-11-29,=7527.6760,,=1198456185565.7998,=959701055111,=502630972159.2100,=0.0044,=0.2493,=0.0054,=0.0050,=0.0043
2010-11-26,=7408.4180,,=1181372783812.8000,=927715290145,=494473891886.4700,=0.0043,=0.2000,=0.0054,=0.0050,=0.0043
2010-11-25,=7336.8490,,=1168196536574.2002,=916149371416,=489055404883.1000,=0.0044,=0.2183,=0.0054,=0.0050,=0.0043
2010-11-24,=7316.4280,,=1169386083771.1001,=914391383320,=487621501280.9500,=0.0044,=0.2219,=0.0054,=0.0050,=0.0043
2010-11-23,=7074.8690,,=1133006727045.6997,=884220094083,=471045206179.9900,=0.0045,=0.2730,=0.0054,=0.0050,=0.0043
2010-11-22,=7115.6230,,=1135737969409,=883120895109,=472120137643.4999,=0.0044,=0.2470,=0.0054,=0.0050,=0.0043
2010-11-19,=7047.1170,,=1114569141289.6001,=869533554114,=467203950964.1598,=0.0045,=0.2597,=0.0054,=0.0050,=0.0043
2010-11-18,=6852.5450,,=1077697956359.2998,=843282932861,=453975833714.8500,=0.0046,=0.2994,=0.0054,=0.0050,=0.0043
2010-11-17,=6781.4930,,=1067152105252.1000,=834737728521,=449029452171.3001,=0.0047,=0.3453,=0.0054,=0.0050,=0.0043
2010-11-16,=7170.9100,,=1126533273205.8999,=882976294579,=474913164197.9600,=0.0044,=0.2410,=0.0054,=0.0050,=0.0043
2010-11-15,=7373.2630,,=1159012265345.7000,=908103885586,=488592910436.1298,=0.0043,=0.1662,=0.0054,=0.0050,=0.0043
2010-11-12,=7107.1260,,=1117728763290.3000,=874680705063,=470658810073.2700,=0.0044,=0.2394,=0.0054,=0.0050,=0.0043
2010-11-11,=7469.6520,,=1165988960870.1001,=911590266102,=493237581609.4199,=0.0042,=0.1033,=0.0054,=0.0050,=0.0043
2010-11-10,=7543.2890,,=1177839127588.8000,=922180821888,=498125143375.9099,=0.0041,=0.0854,=0.0054,=0.0050,=0.0043
2010-11-09,=7352.0620,,=1143943290081.2000,=893615306671,=484256260693.7101,=0.0042,=0.1193,=0.0054,=0.0050,=0.0043
2010-11-08,=7287.9680,,=1130715354559.8999,=885556098031,=479956723404.9999,=0.0042,=0.1319,=0.0054,=0.0050,=0.0043
2010-11-05,=7150.1310,,=1111664375570.2000,=835164371677,=471738935265.8099,=0.0044,=0.2092,=0.0054,=0.0050,=0.0043
2010-11-04,=7131.4080,,=1109915504829.0005,=834454198914,=470814497712.3502,=0.0044,=0.2099,=0.0054,=0.0050,=0.0043
2010-11-03,=6999.7230,,=1091982553914.1000,=819035175895,=462502985719.2501,=0.0045,=0.2291,=0.0054,=0.0050,=0.0043
2010-11-02,=6966.1950,,=1083447342619.6000,=814849164049,=460585676675.4100,=0.0045,=0.2453,=0.0054,=0.0050,=0.0043
2010-11-01,=6991.4280,,=1086535010552.1000,=819325768168,=462653407565.4600,=0.0045,=0.2492,=0.0054,=0.0050,=0.0043
2010-10-29,=6820.3740,,=1061670394399,=800211602961,=450631539556.1606,=0.0046,=0.2969,=0.0054,=0.0050,=0.0043
2010-10-28,=6784.8980,,=1056999154260.1000,=794105077916,=448329302589.7847,=0.0047,=0.3135,=0.0054,=0.0050,=0.0043
2010-10-27,=6802.3100,,=1062127364614.1998,=795470240699,=449938937936.7503,=0.0046,=0.2987,=0.0054,=0.0050,=0.0043
2010-10-26,=6886.2910,,=1074400761347.1000,=805918351448,=455494146438.0292,=0.0046,=0.2713,=0.0054,=0.0050,=0.0043
2010-10-25,=6947.0980,,=1086379488312.1000,=815937293174,=460049445902.3140,=0.0045,=0.2658,=0.0054,=0.0050,=0.0043
2010-10-22,=6726.0660,,=1051400387174.1000,=788841655731,=444482747895.2658,=0.0047,=0.3111,=0.0054,=0.0050,=0.0043
2010-10-21,=6686.1720,,=1044017197169,=784400375862,=442029322710.3225,=0.0047,=0.3439,=0.0054,=0.0050,=0.0043
2010-10-20,=6701.3370,,=1046680308614.6002,=786620259814,=442875771855.6243,=0.0047,=0.3419,=0.0054,=0.0050,=0.0043
2010-10-19,=6513.1250,,=1019086958759.4000,=763226177108,=431420260335.9898,=0.0048,=0.3942,=0.0054,=0.0050,=0.0043
2010-10-18,=6362.2170,,=997232026479.1998,=744965758650,=421563170783.3887,=0.0050,=0.4502,=0.0054,=0.0050,=0.0043
2010-10-15,=6421.4930,,=1005873856331.8002,=749382181721,=424819054983.1966,=0.0049,=0.4161,=0.0054,=0.0050,=0.0043
2010-10-14,=6412.1400,,=997030216869.1000,=747242345983,=423771836951.2029,=0.0049,=0.4142,=0.0054,=0.0050,=0.0043
2010-10-13,=6610.2010,,=1026889271315.2000,=769491552908,=436815565545.6017,=0.0047,=0.3506,=0.0054,=0.0050,=0.0043
2010-10-12,=6686.7360,,=1043299196145.8000,=781908931197,=442339675673.6250,=0.0047,=0.3290,=0.0054,=0.0050,=0.0043
2010-10-11,=6756.0860,,=1055428500460.5000,=789745616813,=446931063531.9636,=0.0047,=0.3137,=0.0054,=0.0050,=0.0043
2010-10-08,=6786.9710,,=1068424312521.0996,=795398441746,=449922111313.5551,=0.0046,=0.3082,=0.0054,=0.0051,=0.0043
2010-09-30,=6613.4960,,=1039811836240.7000,=772531065875,=438122789560.9609,=0.0048,=0.3586,=0.0054,=0.0051,=0.0043
2010-09-29,=6526.0870,,=1027640864071.9000,=762955069928,=432522434170.3046,=0.0048,=0.3861,=0.0054,=0.0051,=0.0043
2010-09-28,=6633.7250,,=1044831248775.6000,=774438001450,=439789477843.1745,=0.0047,=0.3510,=0.0054,=0.0051,=0.0043
2010-09-27,=6568.4200,,=1033632761801.7002,=764837060350,=435094688979.8350,=0.0048,=0.3621,=0.0054,=0.0051,=0.0043
2010-09-21,=6390.7140,,=1009524175146.9000,=745822591490,=423751019388.2310,=0.0049,=0.4067,=0.0054,=0.0051,=0.0043
2010-09-20,=6380.6150,,=1003043177999.1000,=744138526027,=422871161701.2323,=0.0049,=0.4114,=0.0054,=0.0051,=0.0043
2010-09-17,=6351.8960,,=996080695466.6000,=739257443568,=420778794047.2141,=0.0050,=0.4329,=0.0054,=0.0051,=0.0043
2010-09-16,=6268.8970,,=980471520530.4000,=728774082686,=415265592361.5397,=0.0050,=0.4579,=0.0054,=0.0051,=0.0043
2010-09-15,=6387.4450,,=999376416264.3000,=742465637831,=422999588617.0108,=0.0049,=0.4189,=0.0054,=0.0051,=0.0043
2010-09-14,=6498.9020,,=1017051609016.8000,=756731306815,=430460000500.3479,=0.0049,=0.4000,=0.0054,=0.0051,=0.0043
2010-09-13,=6516.7620,,=1019255695560.6000,=758525777715,=431897602304.2061,=0.0049,=0.4014,=0.0054,=0.0051,=0.0043
2010-09-10,=6461.7330,,=1011144755743.7002,=752456448211,=428595828607.9454,=0.0049,=0.4130,=0.0054,=0.0051,=0.0043
2010-09-09,=6334.3430,,=990600887413.8000,=737441233262,=419880594434.6633,=0.0050,=0.4555,=0.0054,=0.0051,=0.0043
2010-09-08,=6374.5280,,=993078657250.8000,=742008080251,=422382581153.7288,=0.0050,=0.4296,=0.0054,=0.0051,=0.0043
2010-09-07,=6330.8710,,=987908589806.2002,=736060790783,=419362445183.2185,=0.0050,=0.4552,=0.0054,=0.0051,=0.0043
2010-09-06,=6327.4160,,=988462402253.3000,=736359631012,=419466851189.7066,=0.0050,=0.4567,=0.0054,=0.0051,=0.0043
2010-09-03,=6316.8770,,=985526743659.5000,=731957875616,=418376565366.8048,=0.0050,=0.4514,=0.0054,=0.0051,=0.0043
2010-09-02,=6266.8390,,=981371174569.4998,=725679372747,=414955720658.0031,=0.0050,=0.4634,=0.0054,=0.0051,=0.0043
2010-09-01,=6145.5240,,=963974473400.3000,=710513878240,=407050916634.9701,=0.0052,=0.5455,=0.0054,=0.0051,=0.0043
2010-08-31,=6223.2960,,=976178970241.4000,=719985570495,=412287692676.5993,=0.0051,=0.4807,=0.0054,=0.0051,=0.0043
2010-08-30,=6203.7200,,=973825029801,=718255533113,=411000900255.8070,=0.0051,=0.5070,=0.0054,=0.0051,=0.0043
2010-08-27,=5985.7570,,=937463996864.9998,=690718515311,=395859346964.2758,=0.0053,=0.6784,=0.0054,=0.0051,=0.0043
2010-08-26,=5919.7070,,=925188442359.4998,=683364495901,=391719919519.3170,=0.0054,=0.7270,=0.0054,=0.0051,=0.0043
2010-08-25,=5894.8530,,=920825501339.6000,=680690768018,=390131057377.7359,=0.0054,=0.7722,=0.0054,=0.0051,=0.0043
2010-08-24,=5980.1720,,=933900821228.2998,=690075214576,=395512853326.4372,=0.0053,=0.7071,=0.0054,=0.0051,=0.0043
2010-08-23,=5915.8450,,=924074794343.0996,=683099803168,=391431631813.2351,=0.0054,=0.7742,=0.0054,=0.0051,=0.0043
2010-08-20,=5886.0030,,=919164359196.7998,=679413428156,=389154540863.1601,=0.0054,=0.7986,=0.0054,=0.0051,=0.0043
2010-08-19,=6032.2280,,=944660725241.2000,=695958031824,=398643331307.1189,=0.0053,=0.6823,=0.0054,=0.0051,=0.0043
2010-08-18,=6045.3240,,=949484088315.4000,=697528877621,=399472366925.3484,=0.0053,=0.6775,=0.0054,=0.0051,=0.0043
2010-08-17,=6081.2340,,=953790208532.3000,=702314281568,=402022668294.8118,=0.0050,=0.4582,=0.0054,=0.0051,=0.0043
2010-08-16,=6074.1570,,=949082280532.4998,=700785700280,=401298303351.6784,=0.0050,=0.4562,=0.0054,=0.0051,=0.0043
2010-08-13,=5951.2980,,=930671937302.3000,=686439711322,=393192434477.7462,=0.0051,=0.4945,=0.0054,=0.0051,=0.0043
2010-08-12,=5864.1100,,=915189769298.1000,=677459764746,=387592865292.1762,=0.0051,=0.5404,=0.0054,=0.0051,=0.0043
2010-08-11,=5893.9850,,=917718007599.2000,=679221117960,=389252412708.2388,=0.0051,=0.5240,=0.0054,=0.0051,=0.0043
2010-08-10,=5835.8050,,=907911097975.4000,=672294721850,=384322459541.7562,=0.0052,=0.5481,=0.0054,=0.0051,=0.0043
2010-08-09,=6030.0980,,=937223193330.7000,=694047267187,=397079547279.5253,=0.0050,=0.4647,=0.0054,=0.0051,=0.0043
2010-08-06,=5965.5670,,=925874990550.5000,=685357596008,=392714025233.2232,=0.0050,=0.4851,=0.0054,=0.0051,=0.0043
2010-08-05,=5840.2680,,=909088157786.3000,=672338225856,=385151636647.1738,=0.0052,=0.5655,=0.0054,=0.0051,=0.0043
2010-08-04,=5735.9720,,=893772968119.5997,=659672773163,=379172413137.3684,=0.0053,=0.6466,=0.0054,=0.0051,=0.0043
2010-08-03,=5640.7810,,=880713010004.7001,=648539395075,=372966180811.5842,=0.0054,=0.7170,=0.0054,=0.0051,=0.0043
2010-08-02,=5734.4920,,=894444888166.9999,=658469698964,=378746990548.3476,=0.0053,=0.6553,=0.0054,=0.0051,=0.0043
2010-07-30,=5577.2650,,=868342139472.7999,=638935559140,=367993194581.8695,=0.0054,=0.7376,=0.0054,=0.0051,=0.0043
2010-07-29,=5590.9780,,=871060801070.4000,=640656398197,=368946151977.2930,=0.0054,=0.7328,=0.0054,=0.0051,=0.0043
2010-07-28,=5633.4400,,=878896976312.9999,=646801897722,=372156414735.5360,=0.0053,=0.7088,=0.0054,=0.0051,=0.0043
2010-07-27,=5564.7110,,=869580951312.8998,=639237587594,=367812086965.5042,=0.0054,=0.7654,=0.0054,=0.0051,=0.0043
2010-07-26,=5487.3660,,=857775157720.4999,=631497069939,=362975487574.8657,=0.0055,=0.8301,=0.0054,=0.0051,=0.0043
2010-07-23,=5398.8200,,=843279064913.0999,=621976300466,=357303851283.9063,=0.0057,=0.8953,=0.0054,=0.0050,=0.0043
2010-07-22,=5357.5600,,=836262860651.4999,=615888057723,=354333868190.6895,=0.0057,=0.9066,=0.0054,=0.0050,=0.0043
2010-07-21,=5307.5070,,=828905361023.6001,=611018445865,=350811034183.4219,=0.0058,=0.9180,=0.0054,=0.0050,=0.0043
2010-07-20,=5291.9290,,=826999615008.5999,=608494162670,=349748113613.2087,=0.0058,=0.9216,=0.0054,=0.0050,=0.0043
2010-07-19,=5207.9540,,=815765965860.7001,=599721181574,=344468580101.7318,=0.0059,=0.9528,=0.0054,=0.0050,=0.0043
2010-07-16,=5116.3210,,=801523348747.8000,=589333835708,=338398733639.3517,=0.0060,=0.9723,=0.0054,=0.0050,=0.0043
2010-07-15,=5084.5020,,=794601302323.9003,=583998954214,=335839932047.0868,=0.0060,=0.9762,=0.0054,=0.0050,=0.0043
2010-07-14,=5142.3770,,=800283212680.6001,=589043768084,=339139035150.1661,=0.0059,=0.9721,=0.0054,=0.0050,=0.0043
2010-07-13,=5130.8350,,=798535628380.0001,=587648536793,=338186571052.9999,=0.0059,=0.9760,=0.0054,=0.0050,=0.0043
2010-07-12,=5178.8260,,=804660622093.3000,=591631034699,=341143913689.1966,=0.0059,=0.9679,=0.0054,=0.0050,=0.0043
2010-07-09,=5163.7570,,=805512092465.3002,=590417342830,=340306418773.3228,=0.0059,=0.9718,=0.0054,=0.0050,=0.0043
2010-07-08,=5011.5590,,=783537998429.0999,=572793285826,=330134578986.0687,=0.0061,=0.9838,=0.0054,=0.0050,=0.0043
2010-07-07,=5033.3200,,=784158528024,=574392689168,=331463561243.5694,=0.0060,=0.9837,=0.0054,=0.0050,=0.0043
2010-07-06,=4968.6830,,=776500272027,=568395118464,=327532553103.7919,=0.0061,=0.9878,=0.0054,=0.0049,=0.0043
2010-07-05,=4850.7160,,=759399615205.5001,=555726020517,=319986117063.9143,=0.0063,=1,=0.0054,=0.0049,=0.0043
2010-07-02,=4871.3270,,=760899558587.6998,=557728345215,=321344090176.7323,=0.0063,=1,=0.0054,=0.0049,=0.0043
