date,沪深300,等权,风险平价,MVO,动量,动态评分,LGB融合,PPO月度,PPO原生日频
2015-01-05,999990.0793650793,999982.1428571428,999998.0158730159,999998.0158730159,999982.1428571428,999982.1428571428,999977.91005291,999982.1428571428,999982.1428571428
2015-01-06,993201.4842124911,1005704.2578406723,999996.0317499684,999996.0317499684,1005704.2578406723,1005704.2578406723,1007273.9625967697,1005704.2578406723,1004887.7202737678
2015-01-07,992920.4867468294,1004520.6263072011,999994.0476308578,999994.0476308578,1004520.6263072011,1004520.6263072011,1008913.0950582181,1004520.6263072011,1004035.131448271
2015-01-08,971219.3094910663,995080.9302494553,999992.0635156839,999992.0635156839,995080.9302494553,995080.9302494553,1001393.6910846119,995080.9302494553,993241.0778872418
2015-01-09,964160.0646505697,989644.1261832194,999990.0794044466,999990.0794044466,989644.1261832194,989644.1261832194,1000584.1980262238,989644.1261832194,987597.4123849084
2015-01-12,961168.002182724,985516.9198834087,999988.0952971461,999988.0952971461,985516.9198834087,985516.9198834087,1002780.2477621394,985516.9198834087,983391.2336106816
2015-01-13,959260.5327900294,989360.5614618642,999986.1111937824,999986.1111937824,989360.5614618642,989360.5614618642,1007420.1363465296,989360.5614618642,986846.7532897291
2015-01-14,957081.9704537651,984763.9276988294,999984.1270943554,999984.1270943554,984763.9276988294,984763.9276988294,1004134.8328676012,984763.9276988294,982551.6900952028
2015-01-15,984185.2792885212,997530.5094263181,999982.1429988651,999982.1429988651,997530.5094263181,997530.5094263181,1009327.2741296407,997530.5094263181,996923.3259238027
2015-01-16,992851.5290270024,1008729.446252272,999980.1589073115,999980.1589073115,1008729.446252272,1008729.446252272,1026845.572722919,1008729.446252272,1007836.2334710129
2015-01-19,893610.750957764,966949.0250439008,999978.1748196946,999978.1748196946,966949.0250439008,966949.0250439008,1017640.9809382452,966949.0250439008,961699.8448842706
2015-01-20,916918.1857057135,987827.2340722517,999976.1907360144,999976.1907360144,987827.2340722517,987827.2340722517,1028515.218970605,987827.2340722517,982361.2307377247
2015-01-21,958932.2468304413,1015641.3785333807,999974.2066562709,999974.2066562709,1015641.3785333807,1015641.3785333807,1052687.6521669705,1015641.3785333807,1011142.1663546982
2015-01-22,960549.4210553193,1018765.9366982965,999972.222580464,999972.222580464,1018765.9366982965,1018765.9366982965,1047541.5697174808,1018765.9366982965,1013432.0086291939
2015-01-23,965148.7939001686,1017193.8980176348,999970.2385085938,999970.2385085938,1017193.8980176348,1017193.8980176348,1050657.09886081,1017193.8980176348,1012888.4782223369
2015-01-26,974356.9322115103,1030037.7518610042,999968.2544406601,999968.2544406601,1030037.7518610042,1030037.7518610042,1057263.5066392405,1030037.7518610042,1025246.5238627229
2015-01-27,964587.4302571301,1025888.2614419094,999966.2703766632,999966.2703766632,1025888.2614419094,1025888.2614419094,1050938.821395481,1025888.2614419094,1020512.506717715
2015-01-28,949124.9425774483,1018378.2377192759,999964.286316603,999964.286316603,1018378.2377192759,1018378.2377192759,1049282.545780999,1018378.2377192759,1012491.2611717305
2015-01-29,939084.7860454688,1010010.2337944496,999962.3022604792,999962.3022604792,1010010.2337944496,1010010.2337944496,1042444.2963705893,1010010.2337944496,1004053.2922282683
2015-01-30,927418.2394163815,998579.1082062377,999960.3182082921,999960.3182082921,998579.1082062377,998579.1082062377,1027675.8765132967,998579.1082062377,992200.0688030688
2015-02-02,906534.673321199,993151.0235670264,998026.943209394,1005384.4591117919,998337.69367874,1009460.1294743684,1040356.9525575087,992225.1252326386,985998.5600333156
2015-02-03,927942.019393066,1005925.3959215236,1008012.8447053189,1015011.2059950031,1007600.7323903997,1012546.9808195233,1043655.4819496992,1005537.0507809538,999166.1353412519
2015-02-04,917360.2928021403,997546.9063442118,999603.871558356,1006971.0937305138,1000240.843998065,1001886.101272256,1032862.21147546,996745.3654591419,990330.0073199278
2015-02-05,906507.6897265997,991821.0602007452,995939.0004149812,1006629.758290847,996530.1320835707,1005512.3711538651,1036819.4988216646,990902.5376485414,984645.7838242103
2015-02-06,892944.4548225292,979914.2588735484,985429.1329577557,994423.134820115,985549.0729449502,999716.4828850873,1030444.7791142131,979036.6996679202,973018.0935089687
2015-02-09,903236.7162475769,978609.1625631423,980409.7046636513,979890.5575058382,980012.3911479932,981601.4574988816,1010858.3390240202,978135.6217672712,971960.1909382633
2015-02-10,921390.0784916145,987924.969066092,987750.8915409348,987854.9269546838,985885.8073535165,986518.5959892361,1015991.6194899891,988235.5548422838,981735.9952116411
2015-02-11,927344.627545451,994443.6290891408,993012.2068029073,991241.3559731044,992435.6281882784,984607.019339325,1014078.3572196657,994313.8811769084,987744.8186012239
2015-02-12,931130.4656358791,997362.8976787282,994217.7700647395,990350.6780606764,994969.6038296245,977229.4670489322,1006553.1459833279,996816.7808881482,990338.8302270088
2015-02-13,937084.8003538981,1006478.8908645512,1003142.1908708453,1001494.9476147484,1004974.238416197,983934.375100982,1013894.4086290265,1005541.4593949987,998972.962823847
2015-02-16,944936.4987316998,1016092.2616583103,1011527.6251271572,1011775.7213810376,1014966.059186308,985887.2854324388,1016460.2593157608,1014639.9707938943,1007906.1085627578
2015-02-17,953330.1741209046,1018973.6178183015,1012811.5786843154,1012183.7863662249,1015798.3647740132,983290.0371125565,1013760.4876274093,1017836.0496953429,1010825.6798282935
2015-02-25,938683.2898659782,1010682.606771927,1005179.3219486746,1006470.3889498386,1009980.3446095359,974310.3404378126,1004918.5539590069,1008779.6160512103,1001873.776261669
