日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-10-23,=12923.5200,=14072.2977,=4360123970847.8501,=3522263646743,=2119173942617.2244,=138.1946,=0.9806,=99.5899,=73.2989,=54.1408
2025-10-22,=13018.4800,=14175.6911,=4381505574596.1699,=3551615284434,=2133808439776.8325,=138.8723,=0.9820,=99.5879,=73.2815,=54.1408
2025-10-21,=13047.1300,=14205.5076,=4377822770854.1699,=3545099488923,=2138611505168.4275,=138.7555,=0.9819,=99.5480,=73.2737,=54.1408
2025-10-20,=12628.3500,=13749.5493,=4233620293251.2988,=3429393622485,=2069993859796.0400,=134.1850,=0.9752,=99.5478,=73.2659,=54.1408
2025-10-17,=12521.7000,=13633.4288,=4200373790505.4902,=3400447391057,=2053170465549.9224,=136.4215,=0.9799,=99.5475,=73.2604,=54.1408
2025-10-16,=12992.2900,=14145.7176,=4357955972901.7402,=3522325180538,=2130426645931.3577,=141.5395,=0.9866,=99.5475,=73.2550,=54.1146
2025-10-15,=13074.2200,=14234.9245,=4396568587684.6401,=3551758294806,=2123408932509.7949,=143.2014,=0.9886,=99.5348,=73.2471,=54.1146
2025-10-14,=12834.2700,=13973.6662,=4305599660788.7002,=3475721398818,=2085438413559.0100,=140.2384,=0.9859,=99.5122,=73.2393,=54.1146
2025-10-13,=13590.2100,=14796.7236,=4575091672016.7695,=3686246736259,=2208075954305.2100,=149.0161,=0.9933,=99.5024,=73.2383,=54.1146
2025-10-10,=13412.8200,=14603.5796,=4467654582288.8906,=3633121823873,=2177613076874.0750,=145.5167,=0.9906,=99.4854,=73.2372,=54.1146
2025-10-09,=14259.8700,=15525.8321,=4775446407629.0801,=3869199952714,=2315879740147.6377,=155.5419,=0.9973,=99.4854,=73.1101,=54.0253
2025-09-30,=13889.6800,=15122.7753,=4679538483519.1699,=3770681990855,=2257514263451.2705,=152.4180,=0.9966,=99.4709,=72.9830,=54.0253
2025-09-29,=13649.8700,=14861.6752,=4609670404566.3096,=3727570954386,=2217689523180.9404,=150.1424,=0.9966,=99.4339,=72.9687,=54.0253
2025-09-26,=13474.3100,=14670.5354,=4548344355971.6006,=3690107600987,=2187261307491.2500,=148.1449,=0.9946,=99.4034,=72.9545,=54.0253
2025-09-25,=13660.8300,=14873.3178,=4604120649533.6709,=3745667743787,=2217573825331.5869,=149.9616,=0.9966,=99.3487,=72.9447,=54.0253
2025-09-24,=13567.5500,=14771.7550,=4577527272785.5195,=3715929791317,=2203487768673.2500,=149.0954,=0.9966,=99.3487,=72.9350,=54.0036
2025-09-23,=12999.5800,=14153.3811,=4385277558184.2505,=3564666086669,=2110811842470.1899,=142.8336,=0.9939,=99.3370,=72.9313,=54.0036
2025-09-22,=13022.5100,=14178.3462,=4398585003972.5586,=3575642523253,=2113471544716.2144,=143.2671,=0.9946,=99.3306,=72.9276,=54.0036
2025-09-19,=12519.1400,=13630.3002,=4201492507190.6904,=3425127342256,=2030766821419.0601,=136.8475,=0.9899,=99.2993,=72.9018,=54.0036
2025-09-18,=12736.7100,=13867.1774,=4275856915448.9702,=3494389838612,=2065081951094.2949,=139.2697,=0.9912,=99.2916,=72.8761,=54.0036
2025-09-17,=12490.2000,=13598.7836,=4185773100341.9102,=3432548502603,=2023808477320.4524,=136.3355,=0.9892,=99.2916,=72.8690,=53.8361
2025-09-16,=12349.7900,=13445.9167,=4109084016972.6904,=3400648029707,=1998997854459.8557,=133.8377,=0.9864,=99.2904,=72.8619,=53.8361
2025-09-15,=12201.0300,=13283.9522,=4051063368629.6299,=3349475990939,=1974496838368.9199,=131.9479,=0.9831,=99.2404,=72.8303,=53.8361
2025-09-12,=12110.9800,=13185.9046,=4020335568547.4199,=3321613448786,=1959596905893.9404,=130.9470,=0.9817,=99.1644,=72.7987,=53.8361
2025-09-11,=11921.0700,=12979.1370,=3978494534729.5498,=3269470202322,=1930338273636.4265,=129.5842,=0.9796,=99.1095,=72.7833,=53.8361
2025-09-10,=11201.9700,=12196.2123,=3719726336865.8188,=3050853449375,=1815084064250.6770,=121.1558,=0.9640,=99.1095,=72.7679,=53.8348
2025-09-09,=11000.1400,=11976.4727,=3654442105380.9600,=2991086865354,=1782726801523.6335,=119.0295,=0.9599,=99.1077,=72.7384,=53.8348
2025-09-08,=11327.7100,=12333.1166,=3803044031966.8608,=3068136256738,=1838844050618.0320,=123.8696,=0.9667,=99.1015,=72.7089,=53.8348
2025-09-05,=11277.8800,=12278.8664,=3797891662792.9702,=3062638305315,=1830518746205.5249,=123.7018,=0.9666,=99.0911,=72.6940,=53.8348
2025-09-04,=10904.9900,=11872.8801,=3691767997424.2300,=2958556372800,=1771568503988.8618,=120.2452,=0.9646,=99.0762,=72.6791,=53.8348
2025-09-03,=11768.7700,=12813.3221,=3946647988965.5098,=3211218718687,=1908416788608.7056,=128.5469,=0.9782,=99.0762,=72.6749,=53.8036
2025-09-02,=12023.8100,=13091.0009,=4022976224325.3398,=3286747871118,=1957517716807.9429,=131.0330,=0.9823,=99.0331,=72.6707,=53.8036
2025-09-01,=12322.0800,=13415.7395,=4105590390899.8506,=3367239996714,=2006435934077.5901,=133.7239,=0.9863,=99.0286,=72.6626,=53.8036
2025-08-29,=12134.0400,=13211.0129,=4054014122381.2212,=3318065300414,=1976258811673.0251,=135.7219,=0.9870,=98.9841,=72.6545,=53.8036
2025-08-28,=12488.6300,=13597.0761,=4196074679007.9009,=3342003571629,=2022193628932.5591,=141.3328,=0.9938,=98.9820,=72.6225,=53.8036
2025-08-27,=11593.5900,=12622.5986,=3839653166875.5498,=3098897876715,=1873423798580.9810,=128.9765,=0.9815,=98.9820,=72.5906,=53.6087
2025-08-26,=11605.4500,=12635.5064,=3844234862823.0010,=3086002300034,=1873865324253.8169,=133.7127,=0.9877,=98.8883,=72.5461,=53.6087
2025-08-25,=11683.5700,=12720.5650,=3888841044919.7202,=3117744927988,=1880146865452.0510,=135.9337,=0.9884,=98.8760,=72.5015,=53.6087
2025-08-22,=11325.1500,=12330.3284,=3769605363521.1201,=2992875048549,=1824493922319.4231,=128.1551,=0.9815,=98.8153,=72.4968,=53.6087
2025-08-21,=10312.3000,=11227.5788,=3393181778488.0195,=2702518098937,=1660673811818.8469,=114.3573,=0.9547,=98.7718,=72.4922,=53.6087
2025-08-20,=10278.9700,=11191.2899,=3392557837143.7700,=2695750416338,=1656137876170.5269,=113.5075,=0.9520,=98.7718,=72.4843,=53.5287
2025-08-19,=9890.0500,=10767.8520,=3262142652751.7603,=2587001483944,=1594046472155.0957,=109.1441,=0.9327,=98.6932,=72.4765,=53.5287
2025-08-18,=10059.2200,=10952.0425,=3325726139817.3599,=2630049960676,=1615023208999.5718,=112.5870,=0.9464,=98.6894,=72.4714,=53.5287
2025-08-15,=9903.6600,=10782.6742,=3281441371819.0703,=2634944611376,=1590666884628.1887,=110.9494,=0.9409,=98.6650,=72.4663,=53.5287
2025-08-14,=9777.1600,=10644.9495,=3238626297916.9102,=2608634609309,=1569547561993.2410,=109.5018,=0.9367,=98.6254,=72.4407,=53.5287
2025-08-13,=9604.8800,=10457.3710,=3169461311134.0498,=2543415662466,=1542920278124.7837,=107.1632,=0.9229,=98.6254,=72.4150,=53.5112
2025-08-12,=9537.4300,=10383.9357,=3148848299700.5000,=2524443408190,=1532358520240.2805,=106.4663,=0.9166,=98.6089,=72.4082,=53.5112
2025-08-11,=9272.9000,=10095.9312,=3058007046242.9805,=2247715451852,=1490900235230.5151,=103.3948,=0.8869,=98.5884,=72.4013,=53.5112
2025-08-08,=9226.9700,=10045.9285,=3043716369537.1299,=2235544293001,=1483732758326.9358,=102.9117,=0.8820,=98.5816,=72.3995,=53.5112
2025-08-07,=9387.8100,=10221.0394,=3108579144936.4209,=2274497136390,=1510411375596.1101,=105.1047,=0.9012,=98.5372,=72.3976,=53.5112
2025-08-06,=9359.7200,=10190.4553,=3106180601222.5796,=2270048093313,=1505959754962.5054,=105.3315,=0.9046,=98.5372,=72.3958,=53.3883
2025-08-05,=9296.3200,=10121.4313,=3092264703263.6401,=2255231917896,=1495111768985.8401,=105.3264,=0.9046,=98.5226,=72.3940,=53.3883
2025-08-04,=9268.7300,=10091.3939,=3085157631198.1704,=2248363718592,=1490713704636.1826,=105.0843,=0.9024,=98.4947,=72.3856,=53.3883
2025-08-01,=9177.0800,=9991.6067,=3050319378474.7100,=2262163170193,=1475576854455.0129,=103.8977,=0.8954,=98.4685,=72.3773,=53.3883
2025-07-31,=9290.0300,=10112.1798,=3086624726959.7310,=2289149314937,=1493851858789.2517,=105.1343,=0.9030,=98.3940,=72.3269,=53.3883
2025-07-30,=9421.1400,=10254.9009,=3125176387176.3203,=2319736314230,=1515102910802.7959,=106.4474,=0.9154,=98.3940,=72.2766,=53.3273
2025-07-29,=9516.4200,=10358.6050,=3164778704694.3301,=2344422106732,=1530505088100.8413,=107.7963,=0.9264,=98.3911,=72.1011,=53.3273
2025-07-28,=9384.6700,=10215.2015,=3125831491764.7402,=2278603410052,=1509830972113.5154,=106.4697,=0.9174,=98.3063,=72.0591,=53.3273
2025-07-25,=9396.9500,=10228.5702,=3137304309087.0698,=2279985643908,=1512080072841.4849,=106.8605,=0.9222,=98.2724,=72.0585,=53.3273
2025-07-24,=9183.9500,=9996.7189,=3063515200713.9399,=2224120390819,=1478245692152.5645,=104.3472,=0.9026,=98.2251,=72.0580,=53.3273
2025-07-23,=9064.2800,=9866.4602,=3016886952844.0698,=2195510253283,=1458645631423.2036,=102.7589,=0.8873,=98.2251,=72.0242,=53.3108
2025-07-22,=8984.4000,=9779.5108,=2993873671376.0200,=2174533383658,=1445984405004.7466,=101.9751,=0.8802,=98.1787,=71.9904,=53.3108
2025-07-21,=8966.9300,=9760.4949,=2987334910907.5298,=2166912636832,=1443282608174.3855,=101.7524,=0.8787,=98.0599,=71.9859,=53.3108
2025-07-18,=8972.9500,=9767.0436,=2984452880012.0400,=2166628057674,=1444169432469.0024,=101.6542,=0.8787,=98.0498,=71.9814,=53.3108
2025-07-17,=8929.9500,=9720.2329,=2974414320315.0103,=2153214868045,=1437527089101.9685,=101.3123,=0.8716,=98.0412,=71.9781,=53.3108
2025-07-16,=8865.3500,=9649.9156,=2951292940246.0811,=2141475689266,=1426676133474.1680,=100.5247,=0.8582,=98.0412,=71.9747,=53.1580
2025-07-15,=8841.2200,=9623.6534,=2945987544779.9102,=2133253292558,=1423343136138.1223,=100.3440,=0.8574,=97.9829,=71.9664,=53.1580
2025-07-14,=8851.3100,=9634.6331,=2947572793134.8799,=2137595788596,=1424503923396.1860,=100.3980,=0.8580,=97.9688,=71.9581,=53.1580
2025-07-11,=8899.0600,=9686.6175,=2964096427889.6299,=2147725981172,=1432396437861.2896,=100.9608,=0.8670,=97.9295,=71.9426,=53.1580
2025-07-10,=8754.4500,=9529.2092,=2909742196335.4502,=2112749467176,=1408755537873.9314,=99.1095,=0.8249,=97.9270,=71.9271,=53.1580
2025-07-09,=8792.4300,=9569.6551,=2922618534899.3696,=2122863580243,=1414745263942.6853,=99.5480,=0.8374,=97.9270,=71.8821,=53.0849
2025-07-08,=8882.8100,=9668.0212,=2951823346217.4204,=2144237601401,=1429326993096.5117,=100.5428,=0.8590,=97.9188,=71.8371,=53.0849
2025-07-07,=8768.7300,=9543.8591,=2916422108900.5903,=2118421259759,=1410714631994.8972,=99.3370,=0.8309,=97.8782,=71.8322,=53.0849
2025-07-04,=8796.4700,=9574.0494,=2925758003808.4199,=2126029751696,=1415269034786.2764,=99.6550,=0.8420,=97.8734,=71.8274,=53.0849
2025-07-03,=8805.7400,=9584.0430,=2928360729257.1694,=2125582410807,=1417051651320.2476,=99.7436,=0.8454,=97.7185,=71.7558,=53.0849
2025-07-02,=8781.6900,=9553.8441,=2922229144117.5093,=2119660108060,=1412977976451.6118,=99.5348,=0.8376,=97.7185,=71.6842,=53.0566
2025-07-01,=8954.7600,=9742.1346,=2977613639049.5503,=2161786414172,=1440807402214.7302,=101.4212,=0.8712,=97.7037,=71.6663,=53.0566
2025-06-30,=9023.2400,=9816.2074,=3002429819560.6396,=2177009788116,=1451529234841.8960,=102.2665,=0.8824,=97.6601,=71.6484,=53.0566
2025-06-27,=8908.1500,=9690.6794,=2963109972107.5498,=2150059567754,=1432965673270.3682,=100.9272,=0.8675,=97.6236,=71.6278,=53.0566
2025-06-26,=8889.7200,=9670.6299,=2964653298135,=2145261291021,=1430169206593.6982,=100.9798,=0.8688,=97.6176,=71.6073,=53.0566
2025-06-25,=8955.0900,=9740.8174,=2982418218115.5303,=2160612584178,=1439667800154.1282,=101.5849,=0.8765,=97.6176,=71.5585,=52.9140
2025-06-24,=8813.7300,=9587.0564,=2928762950454.5801,=2129391561638,=1417419754198.1162,=99.7573,=0.8489,=97.6083,=71.5097,=52.9140
2025-06-23,=8647.2600,=9405.7702,=2875026440005.4502,=2072906895579,=1390649717703.5940,=97.9270,=0.8071,=97.5779,=71.5033,=52.9140
2025-06-20,=8553.6400,=9303.9394,=2833446325144.4199,=2050511602446,=1375135794613.4902,=96.5107,=0.7808,=97.5391,=71.4969,=52.9140
2025-06-19,=8611.5500,=9365.3390,=2848626244975.5996,=2062726291848,=1384322062217.2605,=97.0278,=0.7884,=97.5391,=71.4905,=52.9140
2025-06-18,=8615.6500,=9368.9696,=2852218142595.8804,=2062807333729,=1384863217716.1902,=97.1501,=0.7904,=97.5779,=71.4842,=52.8626
2025-06-17,=8575.7500,=9325.5845,=2844067159452.1099,=2050711761282,=1378742913532.5400,=96.8725,=0.7860,=97.5779,=71.4706,=52.8626
2025-06-16,=8626.8500,=9380.8099,=2864777120555.4102,=2063705689337,=1386830605729.3799,=97.5779,=0.7780,=97.5391,=71.4569,=52.8626
2025-06-13,=8603.0300,=9354.9132,=2846869462966.4897,=2065062001098,=1388405025365.9700,=96.0082,=0.7757,=97.5391,=71.4169,=52.8626
2025-06-12,=8606.7500,=9358.9519,=2841190571470.3003,=2063763652395,=1388889996761.6101,=95.8167,=0.7706,=97.5391,=71.3768,=52.8626
2025-06-11,=8672.3300,=9430.0779,=2862390673007.8105,=2081099099653,=1399611773992.5498,=96.5316,=0.7832,=97.6083,=71.3642,=52.7172
2025-06-10,=8703.2800,=9463.7394,=2872895076032.6694,=2085561558268,=1404074978729.4600,=96.8859,=0.7873,=97.6083,=71.3515,=52.7172
2025-06-09,=8870.3500,=9645.4043,=2923987050591.9004,=2129988735887,=1431392059586.0901,=98.6089,=0.8199,=97.6083,=71.3415,=52.7172
2025-06-06,=8878.8100,=9654.6049,=2926374840058.0801,=2121063694584,=1432837734280.9702,=98.6894,=0.8212,=97.5391,=71.3316,=52.7172
2025-06-05,=8871.4900,=9646.6487,=2925649363878.7100,=2121521605788,=1431339595738.7402,=98.6650,=0.8211,=97.5035,=71.3133,=52.7172
2025-06-04,=8740.7700,=9504.5055,=2886979404703.2202,=2090653330328,=1410097450680.7400,=97.3609,=0.7960,=97.5035,=71.2951,=52.7112
2025-06-03,=8688.0800,=9447.2094,=2872500583519.2998,=2078732093034,=1401598977053.2395,=96.8726,=0.7894,=97.5035,=71.2761,=52.7112
2025-05-30,=8635.4500,=9389.9792,=2857295661684.9897,=2066919691475,=1392769721333.6702,=96.3598,=0.7843,=97.5035,=71.2571,=52.7112
2025-05-29,=8763.2700,=9526.1155,=2897583663036.1812,=2097451747197,=1413509256041.4299,=97.7185,=0.8049,=97.5035,=71.2518,=52.7112
2025-05-28,=8606.2000,=9355.3719,=2845265165978.6011,=2059518013570,=1387978636334.1001,=95.9541,=0.7804,=97.4578,=71.2466,=52.7112
2025-05-27,=8676.0700,=9429.6423,=2869959405768.1104,=2077666750688,=1399368321673.7100,=96.7869,=0.7895,=97.5035,=71.2201,=52.6364
2025-05-26,=8799.6000,=9563.9082,=2907407536027.2100,=2109188912634,=1419020243344.9299,=98.0498,=0.8102,=97.5035,=71.1937,=52.6364
2025-05-23,=8763.1700,=9524.2100,=2889852821247.4707,=2100321384513,=1412781384665.8604,=97.4578,=0.8000,=97.4578,=71.1892,=52.6364
2025-05-22,=8873.7300,=9644.3676,=2923379582621.4102,=2125783682606,=1430669455044.1899,=98.5884,=0.8192,=97.4156,=71.1846,=52.6364
2025-05-21,=8887.3900,=9659.2111,=2931906995643.3599,=2129255355021,=1432813098722.5898,=98.8760,=0.8227,=97.4146,=71.1814,=52.6364
2025-05-20,=8996.9300,=9778.2707,=2964590543733.5605,=2155323837590,=1450480237868.2798,=99.9782,=0.8542,=97.4146,=71.1782,=52.5510
2025-05-19,=8965.6800,=9744.3066,=2958640790919.8203,=2148634673816,=1445447092296.5901,=99.7776,=0.8476,=97.4012,=71.1567,=52.5510
2025-05-16,=8923.1200,=9698.0512,=2942711060831.9102,=2138481393554,=1438638874392.3398,=99.2404,=0.8317,=97.3832,=71.1352,=52.5510
2025-05-15,=8959.1300,=9736.1219,=2953074218040.8799,=2145829687928,=1444073415717.2900,=99.5899,=0.8423,=97.3220,=71.1311,=52.5510
2025-05-14,=9143.6800,=9936.6728,=3011340017349.1011,=2189109154772,=1473846714379.9998,=101.5548,=0.8725,=97.3176,=71.1270,=52.5510
2025-05-13,=9094.1400,=9882.8362,=2993762206247.0801,=2177611969635,=1465925680440.2302,=100.9620,=0.8673,=97.3176,=71.1111,=52.3691
2025-05-12,=9136.8688,=9929.2722,=3011439029775.2998,=2186998352918,=1472981393333.5601,=101.5582,=0.8730,=97.3027,=71.0953,=52.3691
2025-05-09,=9099.3200,=9888.4669,=3004089117726.2305,=2182185476062,=1466358780399.0901,=101.3103,=0.8700,=97.2718,=71.0296,=52.3691
2025-05-08,=9283.7309,=10088.8710,=3074815060458.1899,=2223713501551,=1497185836790.1001,=106.7461,=0.9169,=97.1699,=70.9638,=52.3691
2025-05-07,=9349.8267,=10160.6990,=3099171508695.0396,=2238139223970,=1507501276272.5298,=107.5916,=0.9219,=97.0950,=70.9559,=52.3691
2025-05-06,=9374.9380,=10187.9881,=3099979251467.2002,=2238349678048,=1511442981522.9202,=107.6197,=0.9226,=97.0950,=70.9481,=52.3618
2025-04-30,=9225.4786,=10024.3118,=3055855750498.8501,=2203316475007,=1487553453303.2996,=106.0879,=0.9109,=97.0812,=70.9285,=52.3618
2025-04-29,=9163.6369,=9957.1152,=3035639302614.0098,=2188310070823,=1476074146195.7898,=106.4883,=0.9174,=96.9938,=70.9090,=52.3618
2025-04-28,=9069.8375,=9855.1937,=3019580448839.6602,=2171143843389,=1461500454352.8296,=104.1131,=0.8999,=96.9342,=70.8860,=52.3618
2025-04-25,=9043.9924,=9827.1107,=3011829681121.3804,=2163334438840,=1456253933684.5100,=99.1644,=0.8382,=96.7271,=70.8630,=52.3618
2025-04-24,=9050.7373,=9834.4396,=3018586060506.2197,=2145461218534,=1457250310137.4795,=99.6358,=0.8497,=96.7271,=70.8626,=52.3362
2025-04-23,=9156.6124,=9949.4824,=3050509396076.0596,=2166942268231,=1466611727963.1003,=99.4339,=0.8438,=96.7138,=70.8623,=52.3362
2025-04-22,=9184.8565,=9980.1721,=3063906529289.7002,=2175557223610,=1470733508152.7500,=99.8611,=0.8567,=96.6388,=70.8039,=52.3362
2025-04-21,=9213.4548,=10011.2468,=3074445935489.8799,=2180427686065,=1475351724110.0400,=100.9196,=0.8719,=96.4521,=70.7454,=52.3362
2025-04-18,=9109.4240,=9898.2080,=3048745613747.7900,=2096853406464,=1397193106769.8899,=98.0412,=0.8223,=96.4405,=70.7429,=52.3362
2025-04-17,=9204.9336,=10001.9878,=3080528627300.6201,=2117481126273,=1410192661295.2100,=99.5024,=0.8469,=96.4405,=70.7404,=52.2125
2025-04-16,=9182.9624,=9978.1141,=3073964567231.1001,=2110854455310,=1409662316940.4600,=99.2904,=0.8417,=96.3884,=70.7362,=52.2125
2025-04-15,=9062.3747,=9847.0847,=3025487954911.0601,=2080709544802,=1389293601276.3606,=100.1864,=0.8635,=96.2587,=70.7319,=52.2125
2025-04-14,=9178.2900,=9973.0337,=3066660656102.5601,=2108259002466,=1406160550389.3701,=101.5497,=0.8758,=96.2577,=70.7138,=52.2125
2025-04-11,=9169.4741,=9963.6046,=3063995665797.6904,=2105466143290,=1406858036907.5701,=101.0998,=0.8728,=96.1836,=70.6958,=52.2125
2025-04-10,=8827.6138,=9591.9959,=2962005877677.3101,=2029298996978,=1353673780990.7798,=98.5816,=0.8339,=96.1836,=70.6776,=52.1909
2025-04-09,=8746.1458,=9503.4736,=2940872152750.0605,=2012000509383,=1339572221431.4802,=97.8782,=0.8228,=96.1820,=70.6595,=52.1909
2025-04-08,=8307.7905,=9027.1612,=2784691012872.8389,=1909639443029,=1273846845524.6299,=92.6802,=0.7538,=96.1302,=70.6502,=52.1909
2025-04-07,=8320.3850,=9040.8462,=2778416612347.1504,=1910887329097,=1275153335617.6702,=92.4713,=0.7507,=96.1302,=70.6409,=52.1909
2025-04-03,=9052.6569,=9836.5254,=2998996121426.4702,=2081215880569,=1383963769308.3999,=99.8127,=0.8569,=96.1302,=70.6380,=52.1909
2025-04-02,=9069.6660,=9855.0073,=2991029340244.0601,=2083290020018,=1386644463798.9197,=99.5475,=0.8502,=96.1302,=70.6350,=52.1224
2025-04-01,=9077.0400,=9863.0198,=2992241614845.5400,=2085209066261,=1387421669691.1499,=99.5879,=0.8516,=96.0793,=70.6280,=52.1224
2025-03-31,=9057.4783,=9841.7642,=2999644213299.4302,=2077315572711,=1386084204835.8999,=100.2204,=0.8654,=95.9499,=70.6210,=52.1224
2025-03-28,=9082.6704,=9869.1377,=3009738769221.1499,=2081593314240,=1390055142449.8201,=99.4709,=0.8499,=95.9330,=70.6191,=52.1224
2025-03-27,=9218.8559,=10017.1155,=3059429824581.5195,=2113521086782,=1411102058467.3301,=100.5960,=0.8675,=95.9310,=70.6172,=52.1224
2025-03-26,=9154.6793,=9947.3818,=3030427013959.8701,=2100522539873,=1399534093111.9104,=99.6424,=0.8541,=95.9310,=70.6041,=52.0605
2025-03-25,=9189.0684,=9984.7486,=3038532272090.9399,=2107563983483,=1404927470698.9502,=99.9089,=0.8599,=95.9093,=70.5910,=52.0605
2025-03-24,=9353.9475,=10163.9045,=3097251218553.3989,=2142341640537,=1427221497846.9302,=101.8396,=0.8782,=95.8693,=70.5811,=52.0605
2025-03-21,=9292.9848,=10097.6630,=3075873557815.8701,=2128629162543,=1417703955723.3103,=101.1367,=0.8730,=95.8283,=70.5711,=52.0605
2025-03-20,=9519.1026,=10343.3603,=3151016773881.2100,=2179559734798,=1451909500014.8101,=103.6075,=0.8943,=95.6911,=70.5576,=52.0605
2025-03-19,=9615.8501,=10448.4851,=3179178374629.1997,=2201212126167,=1467217287687.8999,=104.5334,=0.9016,=95.6911,=70.5441,=52.0601
2025-03-18,=9750.1477,=10594.4115,=3220452273563.6099,=2233678732539,=1484055016852.0200,=105.8906,=0.9097,=95.6718,=70.5376,=52.0601
2025-03-17,=9695.7434,=10535.2964,=3205502869114.6895,=2221158672182,=1474988878778.7402,=105.3990,=0.9074,=95.5992,=70.5310,=52.0601
2025-03-14,=9757.9176,=10602.8542,=3229812227343.5103,=2233281685245,=1484826957186.1299,=106.1983,=0.9118,=95.5805,=70.5305,=52.0601
2025-03-13,=9574.5137,=10403.5694,=3171391555714.6602,=2191252757351,=1457012946040.0500,=104.2774,=0.9028,=95.4368,=70.5299,=52.0601
2025-03-12,=9845.9968,=10698.5602,=3264126421261.6001,=2251379107680,=1497435112771.7900,=107.3266,=0.9198,=95.4368,=70.4987,=51.8277
2025-03-11,=9894.5467,=10751.3140,=3277468597936.9404,=2265325113695,=1502970297223.0801,=107.7653,=0.9212,=95.4001,=70.4674,=51.8277
2025-03-10,=9963.9755,=10826.7546,=3294830908041.4297,=2279055083818,=1514691647497.4500,=108.3362,=0.9264,=95.3918,=70.4573,=51.8277
