日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2022-12-20,=7560.1355,=8168.6243,=1929679893430.1899,=1410190683414,=961015881952.5198,=4.0322,=0.0506,=7.8323,=6.7815,=5.1757
2022-12-19,=7559.7415,=8168.1985,=1930969370178.0696,=1411094442654,=961016288925.7700,=4.0356,=0.0506,=7.8323,=6.7825,=5.1834
2022-12-16,=7756.0370,=8380.2932,=1980890451719,=1446708225302,=985908927848.8300,=4.1400,=0.0618,=7.8323,=6.7830,=5.1852
2022-12-15,=7898.9172,=8534.6733,=2012722478108.9700,=1474390247176,=1003954099466.2400,=4.2065,=0.0681,=7.8323,=6.7834,=5.1902
2022-12-14,=7787.9187,=8414.7409,=1988696231322.0896,=1453110373052,=989919720120.4304,=4.1563,=0.0632,=7.8515,=6.7837,=5.1902
2022-12-13,=7814.3706,=8443.3218,=1989691651729.8496,=1456872333235,=993449420511.8998,=4.1584,=0.0633,=7.8515,=6.7839,=5.1985
2022-12-12,=7935.7852,=8574.5086,=2015967503445.0908,=1480658613250,=1008518154871,=4.2133,=0.0658,=7.8515,=6.7842,=5.2025
2022-12-09,=7782.6365,=8409.0335,=1996659681498.7200,=1543654207937,=1052859250852.1702,=3.9684,=0.0323,=7.8515,=6.7844,=5.2064
2022-12-08,=7700.8932,=8320.7110,=1977904105193.4399,=1528460012727,=1042662807904.4600,=3.9312,=0.0262,=7.8515,=6.7906,=5.2095
2022-12-07,=7800.0673,=8427.8673,=1999573189057.6899,=1546694083177,=1055560182892.7900,=3.9743,=0.0337,=7.8596,=6.7968,=5.2095
2022-12-06,=7873.4241,=8507.1283,=2014758609039.8999,=1559024671838,=1064756671375.4700,=4.0045,=0.0412,=7.8596,=6.7973,=5.2102
2022-12-05,=7735.8530,=8358.4845,=1977804689496.7695,=1521960587868,=1046074820624.0398,=3.9311,=0.0250,=7.8596,=6.7977,=5.2111
2022-12-02,=7691.8727,=8310.9643,=1962204594662.6704,=1512715423528,=1039629146134.3000,=3.9000,=0.0163,=7.8596,=6.7979,=5.2145
2022-12-01,=7756.3921,=8380.6766,=1978068295361.7200,=1525944721089,=1048336957183.2498,=3.9316,=0.0238,=7.8596,=6.7980,=5.2146
2022-11-30,=7650.2969,=8266.0422,=1954066174305.2104,=1505183014655,=1034430023628.5302,=3.8839,=0.0113,=7.8729,=6.8065,=5.2146
2022-11-29,=7671.8366,=8289.3156,=1960271605024.1201,=1510609137866,=1038021163447.7400,=3.8962,=0.0126,=7.8729,=6.8149,=5.2201
2022-11-28,=7567.2216,=8176.2805,=1932363530150.2104,=1491200006823,=1024122776058,=3.8407,=0.0050,=7.8729,=6.8157,=5.2258
2022-11-25,=7684.7528,=8303.2714,=1961579711935.2600,=1513121093513,=1039575980205.7902,=3.8988,=0.0113,=7.8729,=6.8165,=5.2276
2022-11-24,=7767.0696,=8392.2136,=1980601636038.0095,=1530272648922,=1050654542296.8104,=3.9366,=0.0189,=7.8729,=6.8169,=5.2375
2022-11-23,=7839.9545,=8470.9648,=1997300619193.8000,=1544461111171,=1060396836321.8998,=3.9698,=0.0227,=7.8730,=6.8172,=5.2375
2022-11-22,=7859.8147,=8492.4235,=2003065063987.8799,=1547640468850,=1062920452336.6801,=3.9813,=0.0228,=7.8730,=6.8174,=5.2387
2022-11-21,=7953.8386,=8594.0150,=2026089573666.4795,=1565433371063,=1074703376236.0800,=4.0270,=0.0316,=7.8730,=6.8176,=5.2696
2022-11-18,=8027.4503,=8673.5514,=2042946346906.2600,=1579128241718,=1084779416117.2300,=4.0605,=0.0342,=7.8730,=6.8204,=5.2846
2022-11-17,=8231.6277,=8894.1623,=2096550418932.4297,=1621923360836,=1113090534026.1897,=4.1671,=0.0444,=7.8730,=6.8232,=5.2934
2022-11-16,=8068.2042,=8717.5854,=2059785941376.4099,=1591053099354,=1090247401965.3102,=4.0940,=0.0368,=7.8755,=6.8245,=5.2934
2022-11-15,=8183.7454,=8842.4261,=2087853040771.2200,=1614966874304,=1106599414637.7200,=4.1498,=0.0420,=7.8755,=6.8258,=5.3005
2022-11-14,=7712.8953,=8333.6789,=1974338741127.4199,=1522193724936,=1043158270011.2800,=3.9242,=0.0178,=7.8755,=6.8261,=5.3068
2022-11-11,=7675.3673,=8293.1304,=1958686725261.3704,=1515672517298,=1037647565599.9399,=3.9139,=0.0140,=7.8755,=6.8264,=5.3120
2022-11-10,=7574.3597,=8183.9930,=1933107140792.0796,=1494949737100,=1020208006111.3998,=3.9451,=0.0179,=7.8755,=6.8271,=5.3212
2022-11-09,=7762.4710,=8387.2447,=1981052097965.8799,=1533137292929,=1045240601596.8098,=4.0430,=0.0294,=7.8760,=6.8279,=5.3212
2022-11-08,=7847.5328,=8479.1528,=2001636119979.2100,=1550685135866,=1056350778992.7100,=4.0850,=0.0294,=7.8760,=6.8298,=5.3310
2022-11-07,=7951.2233,=8591.1890,=2027986464644.5701,=1571609231387,=1070268745575.1400,=4.1388,=0.0346,=7.8760,=6.8317,=5.3345
2022-11-04,=8015.7624,=8660.9226,=2045913639411.9600,=1585106853584,=1079802889453.2804,=4.1754,=0.0347,=7.8760,=6.8358,=5.3351
2022-11-03,=7866.3773,=8499.5140,=2014613515679.8296,=1556542285738,=1060614514256.4402,=4.1115,=0.0308,=7.8760,=6.8399,=5.3394
2022-11-02,=7655.1717,=8271.3092,=1962018866100.7900,=1512114212085,=1030993511914.3300,=4.0042,=0.0245,=7.8825,=6.8406,=5.3394
2022-11-01,=7631.1858,=8245.3928,=1953783787450.3503,=1506241428730,=1027131448384.5100,=3.9874,=0.0206,=7.8825,=6.8413,=5.3396
2022-10-31,=7517.7040,=8122.7773,=1929904302768.3391,=1483340624582,=1012386402181.3400,=3.9387,=0.0168,=7.8825,=6.8425,=5.3623
2022-10-28,=7421.6947,=8019.0406,=1904732346817.3403,=1449794744336,=980468231216.4095,=3.9235,=0.0155,=7.8825,=6.8437,=5.3625
2022-10-27,=7561.6218,=8170.2299,=1938237035742.5403,=1476344730575,=990028857300.5240,=4.0296,=0.0233,=7.8825,=6.8461,=5.3791
2022-10-26,=7542.4313,=8149.4949,=1917782048437.0210,=1473939289539,=987511286350.3804,=3.9930,=0.0194,=7.8825,=6.8486,=5.3791
2022-10-25,=7308.3540,=7896.5776,=1855092835390.5400,=1427220485963,=954998771632.9232,=3.8603,=0.0078,=7.8825,=6.8523,=5.3871
2022-10-24,=7333.5920,=7923.8469,=1860366625371.4099,=1431942594943,=957871187901.2266,=3.8924,=0.0091,=7.8825,=6.8559,=5.4036
2022-10-21,=7357.0016,=7949.1407,=1869491960322.7004,=1435560188359,=960551990040.3907,=3.9115,=0.0091,=7.8825,=6.8562,=5.4233
2022-10-20,=7472.6441,=8074.0909,=1896988843283.7395,=1458410551175,=975538876680.6154,=3.9690,=0.0117,=7.8825,=6.8565,=5.4291
2022-10-19,=7224.1349,=7805.5801,=1832440696227.8804,=1406680503184,=943438955065.5063,=3.8509,=0.0065,=7.8840,=6.8569,=5.4291
2022-10-18,=7293.7571,=7880.8060,=1847191257624.5801,=1419320517212,=952535264920.8820,=3.8819,=0.0065,=7.8840,=6.8574,=5.4308
2022-10-17,=7346.5659,=7937.8652,=1861854442252.1201,=1429923454282,=959308449785.9430,=3.9127,=0.0065,=7.8840,=6.8609,=5.4389
2022-10-14,=7225.8379,=7807.4202,=1827709548290.0801,=1403097924478,=943633421030.8800,=3.8409,=0.0052,=7.8840,=6.8644,=5.4412
2022-10-13,=7011.3216,=7575.6382,=1775448192351,=1361982502093,=915752503513.0536,=3.7311,=0.0026,=7.8840,=6.8663,=5.4431
2022-10-12,=7060.7115,=7629.0033,=1789609945101.2000,=1371461919979,=922075036499.9862,=3.7609,=0.0026,=7.8963,=6.8681,=5.4431
2022-10-11,=6826.4058,=7375.8392,=1730886649687.9600,=1326412218490,=891431638936.7822,=3.6375,=0,=7.8963,=6.8689,=5.4496
2022-10-10,=6928.4185,=7486.0625,=1762692459600.1204,=1348675619796,=904619946054.0048,=3.7043,=0,=7.8963,=6.8697,=5.4566
2022-09-30,=7370.3747,=7963.5902,=1866631404122.4500,=1440592971411,=961893389139.6899,=3.9227,=0,=7.8963,=6.8697,=5.4769
2022-09-29,=7509.1129,=8113.4950,=1899358245059.0305,=1469636293404,=979751022253.6272,=3.9917,=0.0013,=7.8963,=6.8698,=5.5359
2022-09-28,=7501.1547,=8104.8962,=1896553324208.1597,=1466053776059,=978919815481.8484,=3.9858,=0,=7.9025,=6.8707,=5.5359
2022-09-27,=7705.5274,=8325.7181,=1944952550946.2500,=1506214080306,=1005401768027.3616,=4.0876,=0.0026,=7.9025,=6.8716,=5.5415
2022-09-26,=7562.0020,=8170.6408,=1909862344499.0100,=1478979184650,=986508589187.2240,=4.0138,=0.0013,=7.9025,=6.8719,=5.5605
2022-09-23,=7550.0152,=8157.6892,=1909399077933.3000,=1475447244122,=985174979968.9592,=4.0128,=0,=7.9025,=6.8721,=5.5631
2022-09-22,=7739.5762,=8362.5073,=1957966728506.6299,=1513642467730,=1009789596578.3202,=4.1149,=0,=7.9025,=6.8751,=5.5652
2022-09-21,=7793.8084,=8421.1045,=1969020505397.8103,=1523652651693,=1016897778473.6396,=4.1381,=0,=7.9057,=6.8780,=5.5652
2022-09-20,=7954.1724,=8594.3756,=2008280822905.3003,=1556570041344,=1037767902073.9564,=4.2206,=0,=7.9057,=6.8782,=5.5723
2022-09-19,=7979.1161,=8621.3269,=2015275400183.6704,=1562640765682,=1040889498652.5576,=4.2353,=0,=7.9057,=6.8783,=5.6150
2022-09-16,=8118.6390,=8772.0795,=2053579195912.6704,=1589033635228,=1059198582517.6316,=4.3158,=0,=7.9057,=6.8820,=5.6181
2022-09-15,=8225.2048,=8887.2224,=2076444559576.5896,=1608319214497,=1073045141788.4696,=4.3639,=0.0013,=7.9057,=6.8857,=5.6293
2022-09-14,=8507.6930,=9192.4471,=2142103659196.8804,=1666007486141,=1109723425279.6147,=4.5019,=0.0147,=7.9131,=6.8864,=5.6293
2022-09-13,=8514.8471,=9200.1770,=2143209235615.3899,=1665789161872,=1110718198629.3926,=4.5042,=0.0147,=7.9131,=6.8871,=5.6452
2022-09-09,=8525.4150,=9211.5955,=2143425840705.3301,=1667965946028,=1112035447020.5264,=4.5013,=0.0134,=7.9131,=6.8874,=5.6619
2022-09-08,=8561.8256,=9250.9366,=2151169650520.1411,=1674994179398,=1116777543579.9902,=4.5176,=0.0134,=7.9131,=6.8877,=5.6708
2022-09-07,=8628.9819,=9323.4981,=2167353207863.9695,=1686572476069,=1125462279248.9700,=4.5516,=0.0162,=7.9131,=6.8881,=5.6949
2022-09-06,=8452.0149,=9132.2877,=2123148153040.5496,=1648679850494,=1102468702479.1260,=4.4587,=0.0054,=7.9158,=6.8885,=5.6949
2022-09-05,=8346.2379,=9017.9971,=2099887861892.3604,=1627581936633,=1088766998157.9564,=4.4368,=0.0040,=7.9158,=6.8921,=5.7223
2022-09-02,=8399.8657,=9075.9412,=2113741109098.6604,=1632341234626,=1095978848983.7252,=4.4660,=0.0041,=7.9158,=6.8956,=5.7249
2022-09-01,=8351.2332,=9023.3945,=2099001656117.8896,=1622349569610,=1089767503428.2528,=4.4349,=0.0027,=7.9158,=6.8961,=5.7286
2022-08-31,=8447.4770,=9127.3846,=2121714537804.6897,=1636635776051,=1102163838055.9492,=4.4829,=0.0041,=7.9158,=6.8965,=5.7401
2022-08-30,=8566.4416,=9255.9242,=2150800684525.9700,=1661992973145,=1117221217175.1001,=4.5443,=0.0081,=7.9394,=6.8980,=5.7401
2022-08-29,=8531.3485,=9218.0066,=2140394584640.1699,=1654357572217,=1103071508998.9883,=4.5305,=0.0068,=7.9394,=6.8995,=5.7406
2022-08-26,=8523.6540,=9209.6928,=2137339544577.1599,=1641115018629,=1090517544199.3422,=4.6382,=0.0122,=7.9394,=6.9022,=5.7466
2022-08-25,=8663.0679,=9360.3276,=2165884223685.5400,=1669117924156,=1108457517073.2549,=4.6984,=0.0163,=7.9394,=6.9050,=5.7569
2022-08-24,=8717.8335,=9418.3103,=2177606332327.0903,=1678944010399,=1101104967820.3516,=4.7475,=0.0232,=7.9394,=6.9079,=5.7611
2022-08-23,=9094.9061,=9824.5269,=2267803200745.7402,=1751553502110,=1148755621924.9319,=4.9420,=0.0669,=7.9463,=6.9109,=5.7611
2022-08-22,=9134.6252,=9867.4324,=2281353711409.9502,=1759956450848,=1144438323621.7500,=4.9808,=0.0711,=7.9463,=6.9117,=5.7666
2022-08-19,=9108.0516,=9838.7270,=2275990690753.4302,=1753696258226,=1136113352376.3479,=4.9747,=0.0699,=7.9463,=6.9125,=5.7878
2022-08-18,=9341.1855,=10090.0891,=2332489551671.5400,=1798538845914,=1167190125231.7483,=5.1191,=0.0960,=7.9463,=6.9141,=5.7904
2022-08-17,=9219.2274,=9958.3534,=2300768186500.4902,=1772386652558,=1148575704181.3958,=5.0396,=0.0810,=7.9463,=6.9157,=5.8222
2022-08-16,=9187.2894,=9923.8548,=2291835441333.4297,=1766048376696,=1144376775276.6289,=5.0200,=0.0770,=7.9524,=6.9160,=5.8222
2022-08-15,=9279.0848,=10023.0096,=2314749400422.0200,=1786252455780,=1155767798602.3604,=5.0702,=0.0854,=7.9524,=6.9164,=5.8725
2022-08-12,=9236.3472,=9976.8456,=2310199357859.5898,=1774963758345,=1150899044661.5283,=5.0602,=0.0828,=7.9524,=6.9176,=5.8734
2022-08-11,=9461.2718,=10219.8030,=2367077650021.3398,=1818572690523,=1179145077782.3284,=5.2146,=0.1188,=7.9524,=6.9188,=5.9119
2022-08-10,=9299.2056,=10044.7436,=2326421366205.4302,=1789629393004,=1158496546476.3955,=5.1318,=0.0954,=7.9524,=6.9206,=5.9289
2022-08-09,=9415.2082,=10169.0372,=2355134955113.1304,=1811140282062,=1173177681160.2988,=5.1585,=0.1011,=7.9589,=6.9224,=5.9289
2022-08-08,=9325.7288,=10072.3936,=2337309159052.8496,=1793671560925,=1162026960836.1450,=5.1195,=0.0915,=7.9589,=6.9239,=5.9346
2022-08-05,=9401.7883,=10154.5428,=2364896180308.7700,=1807578449701,=1172400556290.2456,=5.2145,=0.1139,=7.9589,=6.9253,=5.9413
2022-08-04,=8927.1094,=9640.7240,=2242755625416.2002,=1713968260546,=1114127297102.3762,=4.9415,=0.0668,=7.9589,=6.9276,=5.9429
2022-08-03,=8777.0921,=9478.7147,=2204444658114.3706,=1686553136733,=1094882873973.1252,=4.8571,=0.0515,=7.9589,=6.9299,=5.9473
2022-08-02,=8496.2686,=9175.4428,=2126251319019.0696,=1634672847602,=1059360283178.8644,=4.6848,=0.0139,=7.9600,=6.9303,=5.9473
2022-08-01,=8573.7050,=9259.0693,=2144699027763.5000,=1646906180465,=1069343330227.6166,=4.7255,=0.0196,=7.9600,=6.9308,=5.9541
2022-07-29,=8460.7752,=9137.1121,=2119511972128.2705,=1625700735511,=1055213204036.9504,=4.6700,=0.0126,=7.9600,=6.9312,=5.9612
2022-07-28,=8722.7091,=9419.9845,=2181416560941.1799,=1676047954668,=1087774149192.3480,=4.8064,=0.0336,=7.9600,=6.9317,=5.9666
2022-07-27,=8582.5484,=9266.2549,=2145624307415.2600,=1649615765671,=1070023820296.4230,=4.7228,=0.0154,=7.9600,=6.9344,=5.9726
2022-07-26,=8657.8892,=9347.5976,=2164889096021.5095,=1662656364064,=1079508235937.0392,=4.7652,=0.0239,=7.9721,=6.9371,=5.9726
2022-07-25,=8607.6632,=9293.3705,=2156586894585.4399,=1653347053778,=1073425013772.3672,=4.7469,=0.0169,=7.9721,=6.9382,=5.9797
2022-07-22,=8757.6155,=9455.2683,=2185803488984.4604,=1680889468845,=1091818043232.6960,=4.8112,=0.0296,=7.9721,=6.9393,=5.9922
2022-07-21,=8835.2728,=9539.1119,=2206809708913.2603,=1627123780606,=1101493690662.5764,=4.8574,=0.0409,=7.9721,=6.9429,=5.9959
2022-07-20,=8665.6383,=9355.9639,=2167701722411.0703,=1596213555806,=1080388331441.5792,=4.7714,=0.0226,=7.9721,=6.9464,=6.0393
2022-07-19,=8570.0297,=9252.7389,=2146388182978.2600,=1577460019197,=1068441558400.4364,=4.7244,=0.0156,=7.9809,=6.9481,=6.0393
2022-07-18,=8644.5700,=9333.2173,=2163366513429.4299,=1591431235958,=1077493870290.9038,=4.7618,=0.0198,=7.9809,=6.9497,=6.0518
2022-07-15,=8706.8738,=9400.4844,=2173665205460.8101,=1601292410721,=1085126451880.0856,=4.7845,=0.0199,=7.9809,=6.9502,=6.0630
2022-07-14,=8744.9223,=9441.5640,=2179871332858.6790,=1607486789383,=1089890599591.0576,=4.7981,=0.0199,=7.9809,=6.9506,=6.0965
2022-07-13,=8666.9474,=9353.1058,=2163709476569.6799,=1592844471373,=1080173198972.0583,=4.7542,=0.0171,=7.9809,=6.9511,=6.1231
2022-07-12,=8784.9071,=9479.2830,=2192644459410.1499,=1612975768154,=1094884175633.8618,=4.8151,=0.0228,=7.9839,=6.9515,=6.1231
2022-07-11,=9029.4372,=9743.1412,=2251371834806.0303,=1659066970502,=1124925669310.1753,=4.9441,=0.0442,=7.9839,=6.9531,=6.1345
2022-07-08,=9324.9626,=10062.0255,=2324904659740.9800,=1712453545870,=1161930988529.2429,=5.1215,=0.0686,=7.9839,=6.9547,=6.1385
2022-07-07,=9271.9359,=10004.8074,=2310450288757.6396,=1703653589540,=1155449109086.4106,=5.0899,=0.0615,=7.9839,=6.9548,=6.1401
2022-07-06,=9313.3185,=10049.4609,=2322100704674.1104,=1708922775981,=1161037815896.0264,=5.1155,=0.0645,=7.9839,=6.9549,=6.1456
2022-07-05,=9192.5997,=9919.2003,=2292900609950.3198,=1686552563117,=1146350475301.9131,=5.0516,=0.0574,=7.9843,=6.9570,=6.1456
2022-07-04,=9155.7915,=9879.4827,=2284225785951.3701,=1679306064117,=1141933827694.7554,=5.0325,=0.0546,=7.9843,=6.9590,=6.1599
2022-07-01,=9418.9444,=10163.4357,=2349231091015.3691,=1725412943610,=1174765535173.3950,=5.1757,=0.0691,=7.9843,=6.9593,=6.1713
2022-06-30,=9417.3110,=10161.6732,=2352725814436.3496,=1724204053154,=1175204079347.5295,=5.1834,=0.0692,=7.9843,=6.9595,=6.1783
2022-06-29,=9125.9670,=9846.1127,=2290183008155.9702,=1672229130966,=1139000371533.2903,=5.0432,=0.0548,=7.9843,=6.9614,=6.1883
2022-06-28,=9298.6378,=10031.4223,=2333001001031.1997,=1703459056250,=1160393952529.0728,=5.1359,=0.0621,=7.9847,=6.9633,=6.1883
2022-06-27,=8903.2960,=9604.9254,=2243071292066.7300,=1624499071569,=1111188096163.1711,=4.9379,=0.0434,=7.9847,=6.9635,=6.2014
2022-06-24,=8762.7832,=9453.3394,=2214968889673,=1599643177504,=1093775224068.5128,=4.8760,=0.0333,=7.9847,=6.9637,=6.2078
2022-06-23,=8640.5683,=9318.6839,=2184334835469.9399,=1577868079504,=1078191541681.1040,=4.8024,=0.0203,=7.9847,=6.9651,=6.2078
2022-06-22,=8433.3599,=9095.2136,=2134438261513.2097,=1537648413660,=1052811619892.4775,=4.6927,=0.0131,=7.9847,=6.9666,=6.2097
2022-06-21,=8694.5674,=9376.3048,=2197438089543.4795,=1584052304868,=1085351898144.5348,=4.8300,=0.0247,=7.9868,=6.9703,=6.2097
2022-06-20,=8791.3586,=9480.3425,=2220692766073.8799,=1601215454278,=1097659163586.5052,=4.8801,=0.0292,=7.9868,=6.9741,=6.2110
2022-06-17,=8667.4154,=9346.6858,=2189543293143.4600,=1564437046701,=1082412542256.6052,=4.8117,=0.0190,=7.9868,=6.9769,=6.2144
2022-06-16,=8695.5132,=9375.7984,=2196969206251.3296,=1569738399435,=1085792937907.7034,=4.8255,=0.0219,=7.9868,=6.9798,=6.2445
2022-06-15,=8551.7202,=9220.7559,=2167161249443.6897,=1541608941474,=1068428262530.3531,=4.7600,=0.0161,=7.9868,=6.9817,=6.2471
2022-06-14,=8474.0587,=9137.0186,=2149677956829.6699,=1526264590425,=1058674714362.0120,=4.7216,=0.0132,=7.9920,=6.9835,=6.2471
2022-06-13,=8661.7661,=9339.0223,=2193482835471.2200,=1560927130554,=1081863116553.8846,=4.8168,=0.0162,=7.9920,=6.9897,=6.2586
2022-06-10,=8778.7855,=9465.1914,=1595085282843.6204,=1407912048940,=921928170948.0630,=5.1212,=0.0456,=7.9920,=6.9960,=6.2613
2022-06-09,=8613.9142,=9287.4289,=1566998070211.2004,=1380358915417,=905124509007.1410,=5.0322,=0.0383,=7.9920,=6.9967,=6.2649
2022-06-08,=8897.9410,=9593.6635,=1622415560321.8201,=1426437989145,=935317105450.2870,=5.2102,=0.0575,=7.9920,=6.9975,=6.2677
2022-06-07,=8923.3388,=9620.8157,=1627585036890.7195,=1430840053874,=937775557840.4352,=5.2258,=0.0606,=8.0101,=7.0009,=6.2677
2022-06-06,=9092.1892,=9802.8640,=1660348561164.7500,=1460369320489,=956133101058.8152,=5.3310,=0.0754,=8.0101,=7.0043,=6.2774
2022-06-02,=8852.4406,=9544.3759,=1616485932174.1802,=1421119419739,=930700363116.9896,=5.1902,=0.0504,=8.0101,=7.0053,=6.2868
2022-06-01,=8572.5804,=9234.8529,=1562067928227.7600,=1373273345267,=900963550113.7568,=4.9983,=0.0341,=8.0101,=7.0063,=6.2892
2022-05-31,=8599.7770,=9264.1505,=1566694230648.7900,=1377894550389,=903792898483.7244,=5.0131,=0.0342,=8.0101,=7.0102,=6.2893
2022-05-30,=8439.1385,=9091.1020,=1534878014318.1399,=1351529274608,=886756143651.6193,=4.9113,=0.0238,=8.0132,=7.0142,=6.2893
2022-05-27,=8333.7011,=8977.5191,=1513840358307.9700,=1333778732594,=874716740837.8195,=4.8440,=0.0194,=8.0132,=7.0151,=6.2925
2022-05-26,=8383.3188,=9030.4528,=1522779444342.6399,=1341672880581,=880174888422.8387,=4.8710,=0.0194,=8.0132,=7.0160,=6.2929
2022-05-25,=8448.8275,=9100.4367,=1536476120479.5901,=1352207988212,=887352566327.0138,=4.9131,=0.0209,=8.0132,=7.0197,=6.2946
2022-05-24,=8462.0170,=9114.6434,=1539697970808.4895,=1354817044390,=888953785288.1843,=4.9234,=0.0225,=8.0132,=7.0234,=6.2957
2022-05-23,=8832.1639,=9513.3376,=1606750118638.4602,=1413032813918,=928109338151.6165,=5.1378,=0.0345,=8.0143,=7.0265,=6.2957
2022-05-20,=8754.4737,=9429.6556,=1592246609433.2900,=1399675378444,=919631185582.6814,=5.0914,=0.0315,=8.0143,=7.0295,=6.3005
2022-05-19,=8732.9827,=9405.1284,=1590021438600.4902,=1398049447116,=917141454189.5564,=5.0805,=0.0301,=8.0143,=7.0296,=6.3076
2022-05-18,=8572.2693,=9232.0455,=1560910418189.1499,=1372580656695,=900612639999.3149,=4.9875,=0.0241,=8.0143,=7.0298,=6.3081
2022-05-17,=8515.6859,=9171.1071,=1551135341921.0095,=1363788556814,=894717275972.8188,=4.9562,=0.0226,=8.0143,=7.0298,=6.3087
2022-05-16,=8181.5128,=8811.0834,=1486933208491.3999,=1308216010161,=858682473746.0105,=4.7510,=0.0136,=8.0167,=7.0298,=6.3087
2022-05-13,=8303.1337,=8942.0630,=1509989912294.2405,=1326948837607,=871370943276.5186,=4.8246,=0.0151,=8.0167,=7.0345,=6.3203
2022-05-12,=8323.7099,=8964.2226,=1511663664597.1499,=1328801948175,=873536743692.8864,=4.8300,=0.0152,=8.0167,=7.0392,=6.3317
2022-05-11,=8273.1240,=8909.7441,=1502265932936.6802,=1315237075222,=868818581293.8663,=4.7999,=0.0137,=8.0167,=7.0425,=6.3342
2022-05-10,=7970.9123,=8584.2771,=1445526047307.7102,=1268569279997,=836466730495.7941,=4.6187,=0.0091,=8.0167,=7.0457,=6.3362
2022-05-09,=7667.4100,=8257.2591,=1387159980733.3899,=1220062642943,=804525301847.4032,=4.4319,=0.0015,=8.0247,=7.0485,=6.3362
2022-05-06,=7739.4840,=8334.8777,=1402451274823.6299,=1225086362251,=812413859182.6354,=4.4807,=0.0015,=8.0247,=7.0512,=6.3373
2022-05-05,=7984.7468,=8599.0085,=1446799619182.9297,=1263064956208,=838111008679.1664,=4.6224,=0.0061,=8.0247,=7.0519,=6.3388
2022-04-29,=7949.1082,=8560.6283,=1444061390281.6902,=1243697062039,=833998495564.0746,=4.6334,=0.0061,=8.0247,=7.0526,=6.3409
2022-04-28,=7677.1621,=8266.2415,=1395614703942.7500,=1201086302712,=804727168306.9486,=4.4834,=0.0015,=8.0247,=7.0527,=6.3420
2022-04-27,=7752.1314,=8345.7645,=1408715552285.8701,=1212700035676,=803466120663.9001,=4.6026,=0.0031,=8.0248,=7.0527,=6.3420
2022-04-26,=7215.5627,=7768.1071,=1311008664399.1899,=1128816460598,=746928853186.2101,=4.3310,=0,=8.0248,=7.0561,=6.3434
2022-04-25,=7422.8815,=7991.3017,=1346226843646.3301,=1159653461934,=766557764127.0200,=4.4872,=0,=8.0248,=7.0595,=6.3474
2022-04-22,=8047.4514,=8663.6992,=1461778135588.7800,=1259197875132,=830173056772.9199,=4.8833,=0,=8.0248,=7.0616,=6.3500
2022-04-21,=8251.5322,=8883.4079,=1501092188194.4197,=1292044039048,=851744767448.1600,=5.0196,=0.0031,=8.0248,=7.0636,=6.3500
2022-04-20,=8458.5487,=9106.2770,=1537423864822.1204,=1323506216478,=872117786101.6901,=5.1560,=0.0077,=8.0266,=7.0644,=6.3500
2022-04-19,=8592.4992,=9250.4850,=1561463536031.4302,=1344900933409,=886156761733.0900,=5.2387,=0.0217,=8.0266,=7.0653,=6.3522
2022-04-18,=8791.4989,=9464.7234,=1600955387286.2400,=1378011294834,=907145158598.5898,=5.3871,=0.0434,=8.0266,=7.0653,=6.3559
2022-04-15,=8464.7294,=9112.9310,=1540954697218.8401,=1322045118904,=873222854892.6399,=5.1852,=0.0078,=8.0266,=7.0653,=6.3586
2022-04-14,=8499.0451,=9149.8744,=1546096279768.0500,=1328458758432,=876622028215.4401,=5.2025,=0.0093,=8.0266,=7.0664,=6.3636
2022-04-13,=8291.2545,=8926.1719,=1505913088483.4202,=1294729453957,=855516004656.9100,=5.0673,=0.0031,=8.0272,=7.0674,=6.3636
2022-04-12,=8502.5869,=9153.6874,=1544908026494.0300,=1326927175276,=877227653745.2700,=5.1985,=0.0062,=8.0272,=7.0693,=6.3739
2022-04-11,=8385.8411,=9028.0016,=1527489387889.2600,=1310763923893,=865454145841.9198,=5.1397,=0.0047,=8.0272,=7.0712,=6.3748
2022-04-08,=8863.8033,=9542.5646,=1614206072726.1899,=1384204223320,=912713637643.3800,=5.4412,=0.0438,=8.0272,=7.0754,=6.3749
2022-04-07,=8852.4005,=9530.2886,=1613530890616.2900,=1383858802537,=911715462337.9200,=5.4389,=0.0423,=8.0272,=7.0795,=6.3856
2022-04-06,=9049.0991,=9742.0497,=1650368296513.0500,=1414516134721,=931941356773.9700,=5.5631,=0.0534,=8.0371,=7.0826,=6.3856
2022-04-01,=9364.8782,=10082.0101,=1710732742452.9800,=1464419361989,=964574603855,=5.7666,=0.0802,=8.0371,=7.0856,=6.3882
2022-03-31,=9361.4979,=10078.3710,=1707848589712.2605,=1463946127760,=964259640594.4301,=5.7569,=0.0772,=8.0371,=7.0856,=6.3892
2022-03-30,=9642.4987,=10380.8900,=1759483226945.8501,=1507691598637,=988722901958.5900,=5.9413,=0.0915,=8.0371,=7.0857,=6.3925
2022-03-29,=9454.9951,=10179.0280,=1722819535220.4402,=1477517936790,=969670236062.2700,=5.8222,=0.0821,=8.0371,=7.0886,=6.3926
2022-03-28,=9651.4965,=10390.5769,=1759774200464.4302,=1506602131057,=989907341736.2802,=5.9612,=0.0949,=8.0406,=7.0916,=6.3926
