日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率中位数,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2020-09-17,=8767.5751,=9418.1979,=1321748712350.3999,=1113858401988,=640199058664.6399,=0.0012,=0.1811,=0.0026,=0.0017,=0.0012
2020-09-16,=8629.2755,=9269.6354,=1302282488776.8999,=1098257850399,=629264649670.1001,=0.0012,=0.2008,=0.0026,=0.0017,=0.0012
2020-09-15,=8673.0855,=9316.6964,=1304640070813.5000,=1099513872026,=632603065474.4199,=0.0012,=0.2015,=0.0026,=0.0017,=0.0012
2020-09-14,=8625.0644,=9265.1118,=1298301428970.7000,=1095113827884,=628063229775.5801,=0.0012,=0.2061,=0.0026,=0.0017,=0.0012
2020-09-11,=8516.7919,=9148.8046,=1278972114353.6001,=1079591585699,=620029697609.8601,=0.0012,=0.2107,=0.0026,=0.0017,=0.0012
2020-09-10,=8236.6370,=8847.8600,=1233383433326.6001,=1040708691352,=599129835348.8099,=0.0013,=0.2269,=0.0026,=0.0017,=0.0012
2020-09-09,=8298.0389,=8913.8184,=1239503614882.7002,=1044943922366,=603819448362.4099,=0.0013,=0.2124,=0.0026,=0.0017,=0.0012
2020-09-08,=8755.5683,=9405.3001,=1310225525911.5000,=1102822373686,=638138944271.3901,=0.0012,=0.2016,=0.0026,=0.0017,=0.0012
2020-09-07,=8928.6184,=9591.1919,=1342146084601.1001,=1125534322118,=651322791768.2100,=0.0012,=0.2062,=0.0026,=0.0018,=0.0012
2020-09-04,=9215.6321,=9899.5042,=1384075246767,=1161962934345,=673414905399.1200,=0.0011,=0.1250,=0.0026,=0.0018,=0.0012
2020-09-03,=9034.9718,=9705.4375,=1357063464645.6001,=1139037279688,=660264022844.2400,=0.0012,=0.1569,=0.0026,=0.0018,=0.0012
2020-09-02,=9035.2447,=9705.7307,=1345559815946.9998,=1129378330896,=659396912066.0901,=0.0012,=0.1772,=0.0026,=0.0018,=0.0013
2020-09-01,=9188.1711,=9870.0055,=1363165688230.8999,=1145096264842,=670155160622.6699,=0.0012,=0.1660,=0.0026,=0.0018,=0.0013
2020-08-31,=9193.2661,=9875.4786,=1364520263677.8999,=1145170677672,=671088502661.9200,=0.0012,=0.1627,=0.0026,=0.0018,=0.0013
2020-08-28,=9277.9135,=9966.4075,=1380013999143.9004,=1052768906467,=676596259766.2400,=0.0011,=0.1394,=0.0026,=0.0018,=0.0013
2020-08-27,=9210.3919,=9893.8753,=1370754544908,=1046819624596,=646827425725.1400,=0.0012,=0.1480,=0.0026,=0.0018,=0.0013
2020-08-26,=8996.1784,=9663.7655,=1336837140922.1001,=1020589846153,=631922092219.7899,=0.0012,=0.1566,=0.0026,=0.0018,=0.0013
2020-08-25,=9334.8853,=10027.6071,=1389298254497.7002,=1059610219429,=650181662082.6979,=0.0011,=0.1331,=0.0026,=0.0018,=0.0013
2020-08-24,=9439.8367,=10140.3467,=1407408108361.7000,=1069995707303,=657214720806.5232,=0.0011,=0.1296,=0.0026,=0.0018,=0.0013
2020-08-21,=9373.8180,=10069.4289,=1396913033722.3999,=1063122230213,=652206864040.5079,=0.0012,=0.1382,=0.0026,=0.0018,=0.0013
2020-08-20,=9435.5672,=10135.7604,=1402936988693.6001,=1070759312673,=654188357723.3628,=0.0012,=0.1510,=0.0026,=0.0018,=0.0013
2020-08-19,=9535.2431,=10242.8330,=1420414451081.2998,=1085244608466,=659624959839.2341,=0.0012,=0.1475,=0.0026,=0.0018,=0.0013
2020-08-18,=9907.4499,=10642.6605,=1466515702622.3999,=1127239172382,=684121946585.8088,=0.0011,=0.1111,=0.0026,=0.0018,=0.0013
2020-08-17,=9955.8448,=10694.6467,=1476032537840.1001,=1133283061652,=687570665923.4470,=0.0011,=0.0950,=0.0026,=0.0018,=0.0013
2020-08-14,=9763.4877,=10488.0152,=1451724475803.8999,=1112089380831,=674247098473.4723,=0.0011,=0.0871,=0.0026,=0.0018,=0.0013
2020-08-13,=9643.2679,=10358.6700,=1433088132551.8999,=1099193199286,=665993093789.4999,=0.0011,=0.1000,=0.0026,=0.0018,=0.0013
2020-08-12,=9719.8219,=10440.9033,=1442084179021.8003,=1107914331695,=671369048876.8086,=0.0012,=0.1255,=0.0026,=0.0018,=0.0013
2020-08-11,=9694.9691,=10413.8771,=1437480921987,=1104529809615,=669869502811.1212,=0.0011,=0.1092,=0.0026,=0.0018,=0.0014
2020-08-10,=9938.2298,=10675.1763,=1471822770295.6001,=1130457086814,=684926819867.1385,=0.0011,=0.0633,=0.0026,=0.0018,=0.0014
2020-08-07,=9932.4096,=10668.9245,=1465237352190.8000,=1127098711800,=684728098423.1763,=0.0010,=0.0466,=0.0026,=0.0018,=0.0014
2020-08-06,=10263.0165,=11024.0468,=1519377354196,=1160884696065,=707843511393.2114,=0.0010,=0.0255,=0.0026,=0.0018,=0.0014
2020-08-05,=10278.7175,=11040.9120,=1529981613033.5000,=1164601505901,=709156659494.0322,=0.0010,=0.0171,=0.0026,=0.0018,=0.0014
2020-08-04,=10083.3756,=10831.0849,=1504243891489.3999,=1143789714092,=695861031568.0646,=0.0010,=0.0172,=0.0026,=0.0018,=0.0014
2020-08-03,=10379.1719,=11148.8153,=1546751701651.8999,=1177049764237,=716044405970.3483,=0.0010,=0.0086,=0.0026,=0.0018,=0.0014
2020-07-31,=9987.1370,=10727.7100,=1496412541048.7002,=1131455487780,=689562451806.3104,=0.0011,=0.0346,=0.0026,=0.0019,=0.0014
2020-07-30,=9742.7283,=10465.1777,=1462141120191.3000,=1103459905652,=673031153500.3633,=0.0011,=0.0391,=0.0026,=0.0019,=0.0014
2020-07-29,=9805.1233,=10532.1994,=1471244653016.3999,=1109587748976,=677309098223.9189,=0.0010,=0.0262,=0.0026,=0.0019,=0.0014
2020-07-28,=9326.9502,=10018.5685,=1398364336333.4998,=1055922872198,=644009094129.7725,=0.0011,=0.0570,=0.0026,=0.0019,=0.0014
2020-07-27,=9338.5920,=10031.0736,=1396878532644.8000,=1056896079039,=644714489132.6487,=0.0011,=0.0573,=0.0026,=0.0019,=0.0014
2020-07-24,=9296.6352,=9986.0056,=1379333622432.6001,=1051857394991,=641979135312.1218,=0.0011,=0.0619,=0.0026,=0.0019,=0.0014
2020-07-23,=9894.9089,=10628.4652,=1466635339837.2000,=1117711823528,=683153515446.9290,=0.0011,=0.0489,=0.0026,=0.0019,=0.0014
2020-07-22,=9935.5730,=10672.1439,=1478040415761.7998,=1122777396441,=686258103436.9430,=0.0011,=0.0357,=0.0026,=0.0019,=0.0014
2020-07-21,=9881.0218,=10613.5486,=1468884407672.5000,=1117427925221,=682649953661.6615,=0.0011,=0.0359,=0.0026,=0.0019,=0.0014
2020-07-20,=9877.0173,=10609.2472,=1467198015895.5000,=1115731029147,=681977227222.6810,=0.0011,=0.0360,=0.0026,=0.0019,=0.0014
2020-07-17,=9472.5716,=10174.8181,=1415709630783.8000,=1071526800376,=653904755296.8101,=0.0011,=0.0407,=0.0026,=0.0019,=0.0014
2020-07-16,=9582.4729,=10292.3661,=1421794513951.3000,=1085121647364,=661358600268.0936,=0.0011,=0.0364,=0.0026,=0.0019,=0.0014
2020-07-15,=10507.4116,=11285.7082,=1559168309800.1001,=1190258862728,=725102324083.9983,=0.0010,=0.0183,=0.0026,=0.0019,=0.0014
2020-07-14,=11170.1264,=11997.5110,=1662697461616.2998,=1263953769162,=771406985332.2960,=0.0009,=0.0046,=0.0026,=0.0019,=0.0014
2020-07-13,=11317.6872,=12156.0018,=1681164975633.3000,=1281973572563,=781400695547.6782,=0.0009,=0,=0.0026,=0.0019,=0.0014
2020-07-10,=10882.3018,=11688.3669,=1626632868759.3999,=1235794300590,=751856026632.3296,=0.0010,=0,=0.0026,=0.0019,=0.0014
2020-07-09,=10765.9990,=11563.4494,=1609162217506.2002,=1225388950135,=744420634123.1609,=0.0010,=0,=0.0026,=0.0019,=0.0014
2020-07-08,=10338.1511,=11103.9103,=1545886716679.8999,=1179187265321,=714259073373.1202,=0.0010,=0,=0.0026,=0.0019,=0.0015
2020-07-07,=10078.0508,=10823.5928,=1512135159657.8999,=1151165228481,=696627044710.5374,=0.0010,=0,=0.0026,=0.0019,=0.0015
2020-07-06,=9872.8301,=10603.1906,=1483439396908.1001,=1126604968993,=682424430606.9683,=0.0011,=0,=0.0027,=0.0019,=0.0015
2020-07-03,=9127.6300,=9802.8630,=1369349874245,=1041672756119,=630613591632.9738,=0.0011,=0.0095,=0.0027,=0.0019,=0.0015
2020-07-02,=9071.0546,=9742.1023,=1365443958176.6001,=1032709360206,=627025175797.4688,=0.0011,=0,=0.0027,=0.0019,=0.0015
2020-07-01,=8855.4409,=9510.5382,=1339358843568,=1013049144460,=612452172182.1029,=0.0011,=0,=0.0027,=0.0019,=0.0015
2020-06-30,=8733.8305,=9379.9315,=1318654108017.7000,=999943501021,=603822158715.9719,=0.0012,=0,=0.0027,=0.0019,=0.0015
2020-06-29,=8524.0106,=9153.3603,=1287163002115,=975211903542,=589496693199.8065,=0.0012,=0.0097,=0.0027,=0.0019,=0.0015
2020-06-24,=8695.4642,=9337.4728,=1315165433826.3999,=994145390694,=601598547469.2839,=0.0012,=0,=0.0027,=0.0020,=0.0015
2020-06-23,=8557.3634,=9188.6788,=1291571481922.2998,=975458134101,=591992009963.8413,=0.0012,=0,=0.0027,=0.0020,=0.0015
2020-06-22,=8537.8648,=9164.4938,=1276098973268,=973724341698,=590525169843.9447,=0.0012,=0,=0.0027,=0.0020,=0.0015
2020-06-19,=8181.4222,=8781.8904,=1224503822349.3000,=932628247041,=565845925383.1860,=0.0013,=0.0099,=0.0027,=0.0020,=0.0015
2020-06-18,=8036.5276,=8626.3614,=1193301630857.1001,=911320739852,=555464341300.4740,=0.0014,=0.0743,=0.0027,=0.0020,=0.0015
2020-06-17,=7862.9524,=8440.0468,=1166942924635.8999,=872301112570,=543480553871.3758,=0.0014,=0.1144,=0.0027,=0.0020,=0.0015
2020-06-16,=7946.3011,=8529.5128,=1178606744402.7000,=881584619567,=549321308070.0845,=0.0014,=0.0800,=0.0027,=0.0020,=0.0016
2020-06-15,=7837.4936,=8412.7194,=1165384768285.5000,=868881209357,=541709848435.0138,=0.0014,=0.1106,=0.0027,=0.0020,=0.0016
2020-06-12,=8003.5495,=8590.9628,=1095605886444.8000,=829946731927,=505356231044.6328,=0.0014,=0.1061,=0.0027,=0.0020,=0.0016
2020-06-11,=8121.1347,=8717.1781,=1112392086141.2998,=843343803201,=512553641149.7192,=0.0014,=0.0609,=0.0027,=0.0020,=0.0016
2020-06-10,=8199.2060,=8800.9794,=1124668809805.2998,=852664461488,=517627742514.5088,=0.0014,=0.0714,=0.0027,=0.0020,=0.0016
2020-06-09,=8265.2575,=8870.8215,=1130485388391.2000,=860919129796,=521425326545.7191,=0.0014,=0.0769,=0.0027,=0.0020,=0.0016
2020-06-08,=8170.1600,=8768.7566,=1113974845778.1001,=851561221969,=515423531319.1186,=0.0014,=0.0928,=0.0027,=0.0020,=0.0016
2020-06-05,=8282.4452,=8889.2685,=1128792522833.6001,=845643557879,=522526511639.0750,=0.0014,=0.0829,=0.0027,=0.0020,=0.0016
2020-06-04,=8112.6096,=8706.9897,=1104982962626,=828753732548,=511266459355.5825,=0.0014,=0.0990,=0.0027,=0.0020,=0.0016
2020-06-03,=8177.2405,=8776.3559,=1113153603352.7000,=834804513529,=515199171473.2609,=0.0014,=0.0942,=0.0027,=0.0020,=0.0017
2020-06-02,=8161.6813,=8757.4134,=1106934371243,=832599905491,=513960996289.6652,=0.0015,=0.1000,=0.0027,=0.0020,=0.0017
2020-06-01,=8105.4250,=8691.9337,=1102736851908.3999,=826433748668,=510465462000.4531,=0.0015,=0.1005,=0.0027,=0.0021,=0.0017
2020-05-29,=7693.8683,=8250.5968,=1049095635536.6000,=784455986256,=484380175682.2319,=0.0015,=0.1170,=0.0027,=0.0021,=0.0017
2020-05-28,=7722.7024,=8281.2848,=1051073064191.5000,=786579478874,=486245645729.4713,=0.0015,=0.1176,=0.0027,=0.0021,=0.0017
2020-05-27,=7774.1307,=8336.4329,=1058262493066.4998,=791024312302,=488827480094.9669,=0.0014,=0.0860,=0.0027,=0.0021,=0.0017
2020-05-26,=8000.3374,=8579.0011,=1090181335578.5000,=812909994137,=503162617725.8309,=0.0013,=0.0324,=0.0027,=0.0021,=0.0017
2020-05-25,=7790.4610,=8353.9443,=1057636891861,=791303516556,=490069938904.7686,=0.0014,=0.0707,=0.0027,=0.0021,=0.0017
2020-05-22,=7922.9932,=8496.0626,=1077707392285.8000,=804615917693,=498559096579.0554,=0.0013,=0.0273,=0.0027,=0.0021,=0.0017
2020-05-21,=8109.7977,=8696.3787,=1100928210307.5000,=825304789431,=510544904881.4779,=0.0014,=0.0659,=0.0027,=0.0021,=0.0017
2020-05-20,=8414.7037,=9022.5126,=1141620709720.3999,=857464975074,=529647242296.9515,=0.0013,=0.0442,=0.0027,=0.0021,=0.0017
2020-05-19,=8578.9775,=9198.6522,=1167596653604.8999,=870958901120,=539771252721.6822,=0.0013,=0,=0.0027,=0.0022,=0.0017
2020-05-18,=8147.2546,=8735.7452,=1113086310478,=827423082649,=513093416845.4154,=0.0013,=0.0279,=0.0027,=0.0022,=0.0017
2020-05-15,=8526.2489,=9142.1149,=1172077479159.3999,=865271121770,=537626566927.9582,=0.0013,=0,=0.0027,=0.0022,=0.0017
2020-05-14,=8205.1375,=8797.8091,=1128131484660.8999,=834408179789,=517043792200.9205,=0.0013,=0.0282,=0.0027,=0.0022,=0.0017
2020-05-13,=8227.3533,=8821.6296,=1132886378716.3000,=837875301112,=518450032032.2918,=0.0013,=0.0227,=0.0027,=0.0022,=0.0017
2020-05-12,=8197.2967,=8788.3636,=1128652611949,=834820746088,=516862517941.8686,=0.0013,=0.0171,=0.0027,=0.0022,=0.0017
2020-05-11,=8068.2265,=8649.9868,=1117630991312.6001,=825153521957,=509416526446.7410,=0.0013,=0.0115,=0.0027,=0.0022,=0.0017
2020-05-08,=8110.0135,=8694.7868,=1123566064927.2000,=828295188691,=511920461701.5387,=0.0013,=0,=0.0027,=0.0022,=0.0017
2020-05-07,=8071.5675,=8653.5687,=1115692894240,=822484425800,=509240158011.2431,=0.0014,=0.0116,=0.0027,=0.0022,=0.0017
2020-05-06,=8125.9625,=8710.6834,=1125531068445.1001,=830494354822,=512690986527.7600,=0.0013,=0,=0.0027,=0.0022,=0.0017
2020-04-30,=7656.9389,=8207.9102,=1059695954618.1000,=784646889445,=482740924090.1299,=0.0014,=0.0059,=0.0027,=0.0022,=0.0017
2020-04-29,=7125.2155,=7637.9255,=984504672364.8000,=731613362876,=448917827410.0499,=0.0015,=0.0414,=0.0027,=0.0022,=0.0017
2020-04-28,=7203.0150,=7721.3233,=995912954391.1000,=744503408516,=440418805413.0900,=0.0015,=0.0417,=0.0027,=0.0023,=0.0017
2020-04-27,=6907.5708,=7404.6197,=954220631451.6000,=713764420190,=422214273140.2500,=0.0018,=0.2515,=0.0027,=0.0023,=0.0017
2020-04-24,=6968.5088,=7469.9426,=961847809470.9000,=721535518445,=425207129464.2801,=0.0018,=0.2410,=0.0027,=0.0023,=0.0017
2020-04-23,=7134.4377,=7647.8113,=983919992441.3000,=740362004696,=432085005320.2328,=0.0016,=0.0667,=0.0027,=0.0023,=0.0017
2020-04-22,=7286.8559,=7811.1971,=1002583826134.1000,=753488105610,=440955524982.2504,=0.0017,=0.1585,=0.0027,=0.0023,=0.0017
2020-04-21,=7237.0115,=7757.7660,=997134822536.9000,=748230226827,=427981549886.7197,=0.0017,=0.2209,=0.0027,=0.0023,=0.0017
2020-04-20,=7431.3808,=7966.1215,=1024837823260.5000,=768508661018,=439587437816.8640,=0.0017,=0.1111,=0.0027,=0.0023,=0.0017
2020-04-17,=7388.3126,=7919.9542,=1019429562601.1000,=765922239523,=437158131861.1650,=0.0017,=0.1491,=0.0027,=0.0023,=0.0017
2020-04-16,=7201.7631,=7719.9811,=992355657836.2000,=745096041025,=426018362862.2115,=0.0017,=0.1938,=0.0027,=0.0023,=0.0017
2020-04-15,=7105.8276,=7617.1423,=978951089658.5000,=736902499895,=420390249862.2832,=0.0018,=0.2453,=0.0027,=0.0023,=0.0017
2020-04-14,=7022.6519,=7527.9815,=964859094375.1000,=729042004817,=415309265490.6042,=0.0018,=0.2152,=0.0027,=0.0023,=0.0017
2020-04-13,=6752.3872,=7238.2694,=926952141538.7000,=701684216176,=399301355460.2099,=0.0018,=0.2357,=0.0027,=0.0023,=0.0017
2020-04-10,=6981.3261,=7483.6821,=963189885177.7000,=726323606697,=412919715819.2270,=0.0018,=0.2308,=0.0027,=0.0023,=0.0017
2020-04-09,=7342.3029,=7870.6338,=1012510801128.1000,=764099927062,=434366386699.3446,=0.0017,=0.1935,=0.0027,=0.0023,=0.0017
2020-04-08,=7451.2105,=7987.3781,=1029349802459.9000,=775405148775,=440778776611.1766,=0.0017,=0.1623,=0.0027,=0.0023,=0.0017
2020-04-07,=7409.8887,=7943.0830,=1024172300064.2000,=772295718412,=438222293517.5744,=0.0017,=0.1307,=0.0027,=0.0023,=0.0018
2020-04-03,=7224.9904,=7744.8799,=1000846108019.2000,=753483016831,=427282892207.9397,=0.0018,=0.1974,=0.0027,=0.0023,=0.0018
2020-04-02,=7312.7044,=7838.9056,=1014481865336.5000,=762847619977,=432425556805.2699,=0.0017,=0.1523,=0.0027,=0.0023,=0.0018
2020-04-01,=6794.3324,=7283.2331,=942802814584.3000,=707710905717,=401374131313.3418,=0.0019,=0.2800,=0.0027,=0.0024,=0.0018
2020-03-31,=6697.8805,=7179.8407,=933029464193.2000,=697661858126,=395713391847.1717,=0.0019,=0.2416,=0.0027,=0.0024,=0.0018
2020-03-30,=6771.3948,=7258.6449,=943107102995,=705002528167,=398993076401.5746,=0.0020,=0.3446,=0.0027,=0.0024,=0.0018
2020-03-27,=6950.6067,=7450.7524,=961078151326.8000,=725870672911,=409257670210.7392,=0.0020,=0.3061,=0.0027,=0.0024,=0.0018
2020-03-26,=7044.9268,=7551.8595,=969802010899.5000,=734711551204,=409422576289.5430,=0.0019,=0.2740,=0.0027,=0.0024,=0.0018
2020-03-25,=7283.1065,=7807.1780,=1005779032128.7000,=760320105855,=423084023916.9100,=0.0018,=0.2345,=0.0027,=0.0024,=0.0018
2020-03-24,=7136.9051,=7650.4564,=980803216710,=744538846719,=414607039349.9177,=0.0019,=0.2500,=0.0027,=0.0024,=0.0018
2020-03-23,=7130.7191,=7643.8253,=979467453266.5000,=744778812512,=414186906572.6248,=0.0019,=0.2797,=0.0027,=0.0024,=0.0018
2020-03-20,=7737.7741,=8294.5622,=1056647558916.3000,=807835871779,=449595856202.2105,=0.0017,=0.1690,=0.0027,=0.0024,=0.0017
2020-03-19,=7840.9185,=8405.1285,=1069616946151.8000,=817120395210,=455421877074.5907,=0.0017,=0.1206,=0.0027,=0.0024,=0.0018
2020-03-18,=7581.0016,=8126.5087,=1033652133174.8000,=789006789005,=440412524662.1381,=0.0017,=0.1214,=0.0027,=0.0024,=0.0018
2020-03-17,=7687.7331,=8240.9203,=1047491181480.3000,=800232922285,=446605120120.9580,=0.0016,=0.0791,=0.0027,=0.0024,=0.0018
2020-03-16,=7526.5879,=8068.1796,=1026389339402.1000,=780592074132,=437241109029.6743,=0.0017,=0.1087,=0.0027,=0.0024,=0.0018
2020-03-13,=8034.0836,=8612.1933,=1096129626524.7000,=833063874426,=466743321538.3017,=0.0016,=0.0657,=0.0027,=0.0024,=0.0018
2020-03-12,=7803.3259,=8364.8310,=1071484308029.5000,=810189459888,=453289220127.8075,=0.0017,=0.1250,=0.0027,=0.0024,=0.0018
2020-03-11,=7767.1473,=8326.0491,=1067320886185.2000,=809042623396,=451162457183.6244,=0.0017,=0.1556,=0.0027,=0.0025,=0.0019
2020-03-10,=8112.2350,=8695.9683,=1113191619551.1001,=845380650341,=471210741355.0870,=0.0017,=0.1418,=0.0027,=0.0025,=0.0019
2020-03-09,=7546.3710,=8089.3863,=1038458676140.5000,=786081928659,=438346606344.4892,=0.0018,=0.1729,=0.0027,=0.0025,=0.0019
2020-03-06,=8254.8278,=8848.8216,=1138506271556.2998,=861048603310,=479525542659.2321,=0.0017,=0.1212,=0.0027,=0.0025,=0.0019
2020-03-05,=8369.8426,=8972.1126,=1152883979681.7998,=871842159202,=486325733035.6124,=0.0017,=0.1145,=0.0027,=0.0025,=0.0019
2020-03-04,=8287.3606,=8883.6954,=1140804969599.3999,=863128559876,=481578690215.7067,=0.0017,=0.1000,=0.0027,=0.0025,=0.0019
2020-03-03,=8624.3953,=9244.9822,=1186282065794.6001,=898691103835,=501143474381.2033,=0.0016,=0.0775,=0.0027,=0.0025,=0.0019
2020-03-02,=8575.5224,=9192.5926,=1177696731565.1001,=892370597729,=498317163962.4830,=0.0017,=0.0859,=0.0027,=0.0025,=0.0019
2020-02-28,=8530.7854,=9144.6364,=1173975024229.8000,=888069410906,=495637967412.0915,=0.0017,=0.1024,=0.0027,=0.0025,=0.0019
2020-02-27,=9051.5656,=9702.8904,=1244956421849.7998,=940974017322,=525981540432.5441,=0.0016,=0.0635,=0.0027,=0.0025,=0.0020
2020-02-26,=9460.0387,=10140.7560,=1302868660092.8000,=983252345101,=549780835373.7487,=0.0015,=0.0240,=0.0027,=0.0025,=0.0020
2020-02-25,=10378.4167,=11125.2179,=1427202742212.3003,=1080162135396,=603225131207.2939,=0.0014,=0,=0.0027,=0.0025,=0.0020
2020-02-24,=10042.2271,=10764.8371,=1387910666465.2000,=1045230675406,=583532259136.6410,=0.0014,=0,=0.0027,=0.0025,=0.0020
2020-02-21,=9505.5131,=10189.5027,=1308706177628.5000,=991918626304,=552417527418.1603,=0.0015,=0.0246,=0.0027,=0.0025,=0.0020
2020-02-20,=9289.5458,=9957.9950,=1286680523185.8000,=969703510529,=539968466343.0096,=0.0015,=0.0165,=0.0027,=0.0025,=0.0020
2020-02-19,=8920.8708,=9562.7912,=1234516715380.5000,=931883183691,=518319928092.9134,=0.0015,=0.0083,=0.0027,=0.0025,=0.0020
2020-02-18,=8783.2885,=9415.3088,=1218933572419.6001,=915966261226,=510608725134.8604,=0.0015,=0,=0.0027,=0.0025,=0.0020
2020-02-17,=8395.1778,=8999.2708,=1169709645793.8999,=872085361341,=487905609859.6993,=0.0016,=0,=0.0027,=0.0026,=0.0021
2020-02-14,=8184.7117,=8773.6602,=1141827452597.5000,=848909863293,=475758439984.3495,=0.0016,=0,=0.0027,=0.0026,=0.0021
2020-02-13,=8153.1604,=8739.8386,=1145182344169.8000,=847602869874,=473615243269.0859,=0.0017,=0,=0.0027,=0.0026,=0.0021
2020-02-12,=7937.4522,=8508.6086,=1111256856976.3999,=826358860048,=461118711150.9664,=0.0017,=0.0087,=0.0027,=0.0026,=0.0021
2020-02-11,=7698.8552,=8252.8428,=1084060819894,=802349122015,=447334982659.9223,=0.0019,=0.0702,=0.0027,=0.0026,=0.0021
2020-02-10,=7617.4652,=8165.5962,=1069516619770,=793570215681,=442620850910.8516,=0.0018,=0.0442,=0.0027,=0.0026,=0.0022
2020-02-07,=7828.5899,=8391.9128,=1107508863102.5000,=818294908525,=454728500525.8245,=0.0018,=0.0268,=0.0027,=0.0026,=0.0022
2020-02-06,=7544.4013,=8087.2748,=1075573828254,=789901367289,=437935693770.7014,=0.0019,=0.0541,=0.0027,=0.0026,=0.0022
2020-02-05,=7361.8106,=7891.5454,=1050303084364.1000,=772045166969,=427440982592.9475,=0.0019,=0.0545,=0.0027,=0.0026,=0.0022
2020-02-04,=7365.7646,=7895.7839,=1048476047840.3000,=773174857931,=427789545626.9198,=0.0020,=0.1009,=0.0027,=0.0026,=0.0022
2020-02-03,=6920.0014,=7417.9449,=978001124030.6000,=722698717261,=402004894821.9162,=0.0019,=0.0648,=0.0027,=0.0026,=0.0022
2020-01-23,=7688.8296,=8242.0958,=1086662577198.1000,=798715347236,=446669068547.8558,=0.0017,=0.0093,=0.0027,=0.0026,=0.0022
2020-01-22,=7841.5006,=8405.7526,=1104691734622.8999,=809950483452,=455870136831.0633,=0.0017,=0,=0.0027,=0.0026,=0.0022
2020-01-21,=7423.3879,=7957.5537,=1050235519524.5000,=762756736576,=431514536675.1452,=0.0018,=0.0095,=0.0027,=0.0026,=0.0023
2020-01-20,=7425.3400,=7959.6463,=1049556328976.3000,=762185270855,=431702140596.2512,=0.0018,=0,=0.0027,=0.0026,=0.0023
2020-01-17,=7007.2459,=7511.4674,=987412311147.1000,=716483838138,=407492888600.0160,=0.0019,=0.0097,=0.0027,=0.0026,=0.0023
2020-01-16,=6999.6352,=7503.3090,=984687647874.3000,=714633569133,=407052650400.0048,=0.0019,=0,=0.0027,=0.0026,=0.0023
2020-01-15,=6986.7871,=7489.5363,=982761804170.9000,=711082733080,=406411679138.0021,=0.0019,=0,=0.0027,=0.0026,=0.0023
2020-01-14,=6746.0717,=7231.4997,=948415722902.7000,=688592102103,=392382733308.2702,=0.0020,=0.0200,=0.0027,=0.0026,=0.0023
2020-01-13,=6817.8489,=7308.4417,=957027278607.2000,=693246710550,=396595835657.4739,=0.0020,=0,=0.0027,=0.0026,=0.0023
2020-01-10,=6446.6582,=6910.5412,=900186464832,=653726437795,=375238502487.3115,=0.0020,=0.0204,=0.0027,=0.0026,=0.0023
2020-01-09,=6193.3709,=6639.0281,=860863932733.5000,=625466670238,=360416526915.2805,=0.0021,=0.0309,=0.0027,=0.0026,=0.0023
2020-01-08,=6005.8131,=6437.9742,=832426787470.7000,=607231677692,=349481316866.2008,=0.0021,=0.0417,=0.0027,=0.0026,=0.0023
2020-01-07,=6162.0405,=6605.4432,=850794587675.3000,=623687525345,=358561544285.5196,=0.0020,=0.0105,=0.0027,=0.0026,=0.0023
2020-01-06,=6221.1639,=6668.8210,=858838462685,=628349808373,=362126594493.0101,=0.0020,=0,=0.0027,=0.0026,=0.0024
2020-01-03,=6171.3807,=6615.4556,=856376076263.3000,=624129750715,=359254956993.0518,=0.0020,=0,=0.0027,=0.0026,=0.0024
2020-01-02,=6205.3545,=6651.8741,=864298409820.4001,=626469205800,=361173711035.8219,=0.0021,=0,=0.0027,=0.0026,=0.0024
